accession	pool	n_samples	cu_cu_mean	cu_cu_sd	cu_cu_min	cu_cu_max	cu1_plddt_mean	cu1_plddt_sd	cu2_plddt_mean	cu2_plddt_sd	n_coordinating_his_values	his_agreement	min_coord_his_plddt_mean	min_coord_his_plddt_sd	n_canonical	all_canonical	any_canonical
H2ZNM8	discarded	5	17.5775	10.2636	5.6206	25.4834	83.6540	1.2676	55.1720	19.5075	3,4	no	79.2800	0.2502	0	no	no
H2ZY76	canonical	5	3.9149	0.0226	3.8978	3.9520	97.9520	0.0817	97.1580	0.0540	6	yes	98.6360	0.0391	5	yes	yes
H3ANN5	canonical	5	3.9082	0.0427	3.8703	3.9806	97.5620	0.0277	96.8060	0.0385	6	yes	98.6540	0.0207	5	yes	yes
H3AP72	canonical	5	3.8520	0.1108	3.6757	3.9485	95.8820	0.1337	96.0240	0.0518	6	yes	95.0340	0.1474	5	yes	yes
H3BZP5	canonical	5	3.8399	0.0450	3.7730	3.8810	96.3320	0.0926	96.0160	0.0976	6	yes	96.7840	0.1316	5	yes	yes
H3CJD0	discarded	5	4.1957	0.1344	4.0396	4.3959	69.9960	0.8461	59.0860	1.0395	5	yes	78.8260	0.6742	0	no	no
H3CJD3	discarded	5	3.8660	0.0922	3.7458	3.9759	88.6740	0.1897	74.8760	0.3841	5	yes	84.4900	0.4153	0	no	no
H3CX59	canonical	5	4.0209	0.0281	3.9824	4.0516	97.6600	0.0539	96.4760	0.0344	6	yes	98.6380	0.0327	5	yes	yes
H3D173	canonical	5	3.8816	0.0442	3.8111	3.9312	97.9460	0.0195	97.2080	0.0259	6	yes	98.8100	0.0071	5	yes	yes
H3D8Y8	canonical	5	3.8631	0.0398	3.8288	3.9256	96.4340	0.0483	96.2860	0.0581	6	yes	96.8620	0.0909	5	yes	yes
H3GCI8	canonical	5	3.8995	0.0499	3.8484	3.9664	97.0000	0.0812	96.7660	0.0876	6	yes	97.9320	0.0455	5	yes	yes
H3GEM4	noncanonical	5	33.4032	13.7945	9.7395	42.2383	71.8360	4.0772	51.8520	9.2510	0,1,2	no	94.3200	0.2531	0	no	no
H3GFA6	canonical	5	4.0108	0.0189	3.9981	4.0431	97.4240	0.0321	96.2740	0.0434	6	yes	97.2220	0.0576	5	yes	yes
H3GFA7	canonical	5	3.8674	0.0426	3.8202	3.9365	97.5260	0.0586	96.6420	0.0669	6	yes	98.4260	0.0537	5	yes	yes
H3GI94	canonical	5	4.1001	0.0652	4.0400	4.1867	97.2740	0.0666	96.6580	0.0356	6	yes	97.3740	0.0288	5	yes	yes
H3GPM1	canonical	5	3.9181	0.0556	3.8604	4.0086	97.4420	0.0545	96.5240	0.0730	6	yes	97.9760	0.0391	5	yes	yes
H3GPM2	canonical	5	3.8571	0.0543	3.7788	3.9202	97.2020	0.0563	96.9640	0.0888	6	yes	97.5160	0.1335	5	yes	yes
H3GPM3	canonical	5	3.7911	0.0417	3.7282	3.8415	97.6820	0.0319	96.9800	0.0274	6	yes	98.6380	0.0148	5	yes	yes
H3GPM4	canonical	5	3.7651	0.0284	3.7350	3.8101	97.3420	0.0342	96.4780	0.0650	6	yes	98.0180	0.0540	5	yes	yes
H3GR62	canonical	5	4.4027	0.3031	4.0643	4.8833	93.3660	1.0223	75.7880	3.1213	5,6	no	75.0120	7.7944	1	no	yes
H3HCH2	canonical	5	4.1393	0.0797	4.0490	4.2258	95.0900	0.1160	91.7200	0.3370	6	yes	94.7880	0.1215	5	yes	yes
H6BWF1	canonical	5	4.7133	0.0678	4.6354	4.7936	96.4600	0.1173	95.7420	0.1843	6	yes	96.5820	0.1040	5	yes	yes
H6C0N0	canonical	5	4.0028	0.0427	3.9553	4.0648	98.1440	0.0167	97.8560	0.0134	6	yes	98.8380	0.0084	5	yes	yes
H6C0Q8	canonical	5	4.9081	0.0317	4.8664	4.9447	97.5460	0.0288	96.9400	0.0704	6	yes	97.4900	0.1164	5	yes	yes
H6C7R7	canonical	5	4.1470	0.0325	4.1136	4.1949	97.3940	0.0288	95.6240	0.0826	6	yes	94.7520	0.2247	5	yes	yes
H6QSQ9	discarded	5	4.4459	0.1540	4.2992	4.7021	84.3980	0.4976	86.2880	0.5366	5	yes	89.1900	0.2816	0	no	no
H6QX60	canonical	5	4.0710	0.0926	3.9792	4.2258	96.8840	0.0462	95.8240	0.0503	6	yes	93.7460	0.2629	5	yes	yes
H6S171	discarded	5	12.1329	9.0080	2.1538	19.7645	55.1560	2.1480	52.2740	13.2789	3,4	no	50.2900	3.5893	0	no	no
H6S172	discarded	5	8.9781	9.2843	1.9675	19.1946	62.1020	1.8098	53.3860	16.1183	3,4	no	55.7960	8.9803	0	no	no
H6S175	discarded	5	8.9479	9.1501	2.2255	19.8699	58.6640	3.1657	49.6040	11.5019	2,3,4	no	59.3320	5.8160	0	no	no
H6U5Z7	canonical	5	4.0293	0.0455	3.9713	4.0699	96.1520	0.1424	95.0080	0.1949	6	yes	95.3060	0.2876	5	yes	yes
H6USR8	discarded	5	14.5183	6.4445	2.9927	17.5553	68.3140	1.8534	71.8940	18.5427	3	yes	57.0620	2.7033	0	no	no
H6USS0	discarded	5	20.3617	1.6596	17.6698	22.1404	87.5040	0.7881	60.3680	12.8718	3,4	no	80.5180	1.7994	0	no	no
H6USS2	discarded	5	17.7569	0.9572	17.1190	19.4502	85.4600	0.9614	79.2800	3.3239	3,4	no	82.1560	1.4711	0	no	no
H6USS3	discarded	5	17.6893	0.9110	17.1062	19.2987	73.5120	1.9997	76.0780	3.2735	3,4	no	64.8300	2.4879	0	no	no
H6USS6	discarded	5	17.5704	0.6253	17.1414	18.6714	84.8840	1.1543	78.5540	2.8109	3,4	no	79.8280	1.7014	0	no	no
H6USS7	discarded	5	17.8454	0.9560	17.3256	19.5488	77.1700	1.0799	77.8560	2.7059	3,4	no	71.1480	2.1971	0	no	no
H6USS8	discarded	5	17.4562	0.3553	17.1589	18.0516	85.3180	0.6753	78.6140	2.1297	3,4	no	80.7240	1.1258	0	no	no
H6USS9	discarded	5	18.9858	1.4339	17.1914	20.5595	77.7180	1.5476	76.9440	5.1286	3,4	no	70.2240	1.8774	0	no	no
H6UST3	discarded	5	11.4014	8.4917	1.8214	18.2630	66.9080	0.6675	61.9600	17.5987	3,4	no	54.4220	1.8687	0	no	no
H6UST6	discarded	5	16.4521	5.2604	7.3800	20.6411	85.2180	1.3233	70.9280	16.0696	3,4	no	78.4020	1.5234	0	no	no
H6UST8	discarded	5	16.5790	5.4421	7.1707	20.8555	86.5300	1.1805	68.1420	16.2590	3,4	no	78.7260	1.1817	0	no	no
H6USU2	discarded	5	17.2773	0.1858	16.9615	17.4279	63.4440	1.8295	78.7140	1.3020	3,4	no	51.8780	1.9647	0	no	no
H6USU3	discarded	5	17.8767	1.2925	17.1499	20.1775	88.3680	0.7799	80.0320	4.3194	3,4	no	81.8020	0.7147	0	no	no
H6USU4	discarded	5	17.3002	0.0811	17.2372	17.4308	91.8900	0.4150	80.7400	1.4088	3,4	no	88.3500	0.6635	0	no	no
H6USU8	discarded	5	17.7306	0.9557	17.0659	19.4197	86.1640	1.8229	78.8760	4.6763	3,4	no	78.3980	2.3531	0	no	no
H6USU9	discarded	5	17.8187	0.9524	17.2304	19.5119	72.7480	1.7501	76.1040	4.9199	3,4	no	65.8060	1.6733	0	no	no
H6USV0	discarded	5	17.2719	0.1534	17.1386	17.4838	74.7760	1.0247	77.5920	1.0475	3,4	no	66.7700	1.5578	0	no	no
H6USV3	discarded	5	17.5337	0.6437	17.1137	18.6633	74.9580	1.1171	77.5300	2.8626	3,4	no	66.5040	1.9736	0	no	no
H6USV4	discarded	5	8.9279	8.7654	2.0896	19.0375	57.1800	0.8932	54.3320	17.5717	3,4	no	49.2180	0.4676	0	no	no
H6USW1	discarded	5	14.4590	6.3870	3.0437	17.7145	63.1060	2.3891	67.2920	16.9812	2,3,4	no	59.3740	9.8849	0	no	no
H6USW3	discarded	5	18.6951	1.3341	17.3593	20.6157	94.0640	0.3658	78.2120	3.5411	3,4	no	90.4960	0.2371	0	no	no
H6USW4	discarded	5	17.5835	0.6143	17.1130	18.6559	81.8240	0.8499	78.2520	3.0871	3,4	no	73.1200	2.2835	0	no	no
H6USW5	discarded	5	17.7426	0.8495	17.2093	19.2521	84.5380	1.6801	76.8540	4.1480	3,4	no	78.4540	2.4581	0	no	no
H6USW8	discarded	5	17.1476	0.1431	16.9910	17.3535	81.1680	1.6161	78.6940	0.6867	3,4	no	70.5200	3.0389	0	no	no
H6USW9	discarded	5	14.8698	6.3619	3.4971	18.0551	73.6180	1.1355	75.7180	19.4671	3,4	no	54.3580	1.1047	0	no	no
H6USX1	discarded	5	14.8860	6.6345	3.0271	18.1083	61.0100	0.8152	65.3240	14.4119	3,4	no	50.5560	0.6231	0	no	no
H6USX4	discarded	5	17.4171	0.8202	16.5757	18.2896	69.5760	1.0474	76.5160	1.7330	3,4	no	57.7120	2.0203	0	no	no
H6USX5	discarded	5	17.7738	1.0901	16.9873	19.6879	88.8700	0.4497	81.0920	3.6192	3,4	no	80.6720	1.2580	0	no	no
H6USX6	discarded	5	17.7865	1.0814	17.1627	19.7132	85.3060	1.3586	77.5480	3.6968	3,4	no	78.7560	2.0877	0	no	no
H6USX7	discarded	5	17.6676	0.7864	17.1085	19.0559	78.3680	1.2886	77.2440	2.9896	3,4	no	71.3740	2.3487	0	no	no
H6USY0	discarded	5	17.7596	1.0883	17.1079	19.6953	90.8960	0.5628	79.0180	4.1252	3,4	no	86.2920	0.2624	0	no	no
H6USY9	discarded	5	20.9646	1.6964	18.1733	22.7051	86.7100	0.9484	74.7800	3.9708	3,4	no	82.5120	0.7730	0	no	no
H6USZ1	discarded	5	17.1897	0.1017	17.0757	17.3439	69.5500	0.7952	78.3880	1.3265	3	yes	58.8920	2.5285	0	no	no
H6USZ3	discarded	5	17.7790	0.8501	17.2135	19.2835	77.2940	3.7617	78.7740	3.0700	3,4	no	69.9380	4.6555	0	no	no
H6USZ4	discarded	5	18.2032	1.4430	17.1676	20.5279	93.5240	0.9267	80.7880	2.8581	3,4	no	91.2540	1.2293	0	no	no
H6USZ5	discarded	5	18.9070	1.4617	17.3926	20.7313	79.2520	1.9828	75.9280	3.5197	3,4	no	67.4960	1.6452	0	no	no
H6USZ8	discarded	5	11.3093	8.1529	2.3504	17.3357	76.7580	1.4668	65.9020	25.3317	3,4	no	56.9280	4.0015	0	no	no
H6USZ9	discarded	5	18.4666	1.4907	17.2623	20.5277	92.0580	0.7644	77.4400	4.4118	3,4	no	87.6460	0.5909	0	no	no
H6UT00	discarded	5	17.4315	0.1518	17.1683	17.5385	92.0240	0.7520	79.6320	1.1578	3,4	no	89.1700	0.7262	0	no	no
H6UT01	discarded	5	18.3649	1.2603	17.3303	19.8531	94.7520	0.1994	79.2620	4.0849	3,4	no	91.4600	0.3133	0	no	no
H6UT02	discarded	5	17.1659	5.1624	8.2202	21.0740	87.3180	1.3088	70.7120	16.5638	3,4,5	no	81.6460	1.3893	0	no	no
H6UT03	discarded	5	19.8582	1.2995	17.6334	20.9903	82.3720	2.4732	75.9420	4.0203	3,4	no	73.2180	2.4451	0	no	no
H6UT04	discarded	5	18.2393	1.3480	17.2403	20.1738	91.8540	0.8184	79.4300	5.3463	3,4	no	85.5440	0.9314	0	no	no
H6UT05	discarded	5	18.3506	1.4334	17.2032	20.5187	94.7600	0.3290	78.5020	4.1500	3,4	no	92.0600	0.4759	0	no	no
H6UT06	discarded	5	11.0901	8.1982	2.0407	17.2975	64.5260	2.3849	58.2300	16.7296	2,3	no	56.6820	8.3797	0	no	no
H6UT09	discarded	5	17.7834	1.4292	15.5501	19.3449	68.3540	1.6335	81.1060	3.0200	3,4	no	52.8040	2.7138	0	no	no
H6UT11	discarded	5	17.5601	0.9545	16.6232	18.6307	70.6700	1.5400	78.5440	0.7355	3,4	no	64.7880	7.6269	0	no	no
H6UT13	discarded	5	22.2244	3.1900	17.5698	24.5990	75.0100	1.4252	75.1860	3.1197	3,4	no	66.4920	2.0319	0	no	no
H6UT14	discarded	5	22.4609	2.6572	18.5188	24.4865	87.7040	0.9086	77.1320	1.6191	4	yes	82.3240	1.2115	0	no	no
H6UT15	discarded	5	17.9797	0.8105	17.2587	19.1126	70.2000	1.4184	76.6520	2.7309	3,4	no	58.8880	1.9448	0	no	no
H6UT16	discarded	5	18.1691	1.2376	17.0815	19.7213	75.6060	1.8532	75.4220	3.6331	3,4	no	65.4260	1.1989	0	no	no
H6UT17	discarded	5	23.4384	1.5755	20.6547	24.5306	80.2260	1.5891	75.8780	0.5913	4	yes	73.1880	2.2998	0	no	no
H6UT18	discarded	5	17.4681	0.5263	17.0405	18.3781	82.4640	1.1760	77.0240	2.9541	3,4	no	72.6400	0.6904	0	no	no
H6UT19	discarded	5	18.4669	1.5625	16.6356	20.7626	82.3800	1.6792	76.5720	3.6794	4	yes	75.0320	2.5059	0	no	no
H6UT22	discarded	5	17.4745	0.3640	17.1259	18.0768	69.7080	1.3398	77.6220	1.8514	3,4	no	63.3900	1.4888	0	no	no
H6UT23	discarded	5	18.7067	1.8840	16.6789	20.8065	78.3400	2.3739	78.2500	5.2371	3,4	no	69.6220	2.5781	0	no	no
H6UT24	discarded	5	18.2068	1.0922	16.6755	19.5173	69.5580	1.1717	80.1860	1.2770	3,4	no	56.7980	2.1973	0	no	no
H6UT26	discarded	5	22.9319	2.0045	20.4868	24.5569	88.9880	0.6359	76.2980	1.7377	4	yes	83.3300	0.9638	0	no	no
H6UT27	discarded	5	18.8309	1.3692	17.3901	20.6572	90.0940	1.3464	80.3140	3.4263	3,4	no	85.4700	2.1595	0	no	no
H6UT29	discarded	5	21.8669	2.3839	18.1794	24.0172	69.9460	1.9182	79.6020	2.7610	4	yes	60.9720	1.1873	0	no	no
H6UT31	discarded	5	18.4581	1.5137	17.3092	20.7288	87.7420	0.7221	79.0300	3.6893	3,4	no	82.5200	1.0288	0	no	no
H6UT32	discarded	5	22.4633	2.3221	19.3231	24.4001	86.7680	1.6718	78.7940	2.9161	4	yes	81.4140	2.1123	0	no	no
H6UT36	discarded	5	9.2862	8.6670	2.1568	19.5157	62.0540	2.8026	49.8380	19.9009	3,4	no	52.3460	4.0049	0	no	no
H6UT38	discarded	5	9.1739	8.5856	2.1477	19.5195	62.5380	2.2452	52.4620	18.6099	2,3,4	no	56.0120	7.1553	0	no	no
H6UT39	discarded	5	18.7544	1.3313	17.3286	20.2989	91.3460	0.6569	78.0120	4.2417	3,4	no	86.4480	0.8087	0	no	no
H6UT40	discarded	5	15.2383	6.0616	4.4951	18.7947	71.1140	1.6468	71.2800	17.8655	3,4	no	59.9780	2.7936	0	no	no
H6UT41	discarded	5	18.1792	1.4557	17.0679	20.5761	82.8060	1.3012	79.5600	2.3912	3,4	no	72.2380	2.3703	0	no	no
H6UT42	discarded	5	18.7596	1.4097	17.2703	20.5900	91.2200	1.8759	78.9160	2.9667	3,4	no	85.8300	3.0207	0	no	no
H6UT43	discarded	5	17.9379	1.1688	17.3506	20.0239	88.5480	1.2188	76.9560	5.0878	3,4	no	84.3760	1.4333	0	no	no
H6UT44	discarded	5	17.7065	0.9086	17.1569	19.3185	91.6080	0.7569	79.4160	3.5444	3,4	no	85.9560	0.5565	0	no	no
H6UT47	discarded	5	17.1776	0.1674	16.9726	17.4185	91.3320	0.5000	80.1560	1.2860	3	yes	85.6540	0.4181	0	no	no
H6UT48	discarded	5	12.8785	9.1969	2.5463	20.4973	81.4660	0.9195	66.9160	21.6589	3,4	no	61.0100	1.9988	0	no	no
H6UT49	discarded	5	17.1524	0.1483	17.0002	17.3655	68.2920	0.9990	79.2580	1.1100	3	yes	60.4920	1.7836	0	no	no
H6UT50	discarded	5	14.2067	6.3691	2.8202	17.3229	80.8260	0.8932	68.4740	13.7144	3,4	no	71.2000	1.2843	0	no	no
H6UT52	discarded	5	19.1525	1.8161	17.2333	21.2450	90.4780	2.4558	83.5900	4.5808	3,4,5	no	79.9400	4.9589	0	no	no
H6UT53	discarded	5	17.4516	0.9569	16.4674	18.5224	69.3600	1.4019	75.8920	1.8995	3,4	no	57.8880	2.0611	0	no	no
H6UT54	discarded	5	18.8811	1.4733	17.3197	20.6805	92.5960	0.2900	79.5100	3.6773	3,4	no	86.8320	0.3971	0	no	no
H6UT55	discarded	5	18.9131	1.4281	17.4800	20.8543	95.0440	0.4747	81.1260	3.2388	3,4	no	93.3080	0.3725	0	no	no
H6UT56	discarded	5	18.5111	1.3996	17.2343	20.6553	90.5560	0.7420	79.1640	2.3435	3,4	no	81.4800	1.4240	0	no	no
H6UT57	discarded	5	18.5738	1.5224	17.0692	20.8046	88.3980	1.3323	79.9140	4.2105	3,4	no	79.0840	1.3258	0	no	no
H6UT58	discarded	5	8.5608	8.6229	1.8477	18.5986	63.6220	1.4931	50.4140	19.1065	2,3	no	59.8760	9.4847	0	no	no
H6UT59	discarded	5	11.9572	8.4407	2.1281	18.4112	61.9780	2.8115	57.2100	18.6983	2,3,4	no	55.4640	6.6901	0	no	no
H6UT60	discarded	5	18.2447	1.4529	17.1870	20.5282	91.5400	1.2158	79.4640	3.0652	3,4	no	86.5060	1.5902	0	no	no
H6UT61	discarded	5	17.5278	0.7919	16.9985	18.9281	83.2720	0.4427	76.6260	4.0146	3,4	no	75.8340	1.3213	0	no	no
H6UT62	discarded	5	17.7387	0.9147	17.2318	19.3689	77.7320	1.5432	76.5860	3.4965	3,4	no	69.0620	1.2210	0	no	no
H6UT63	discarded	5	2.8858	0.2752	2.5965	3.2235	63.6580	1.7848	37.2860	1.2089	3	yes	54.0960	2.9261	0	no	no
H6UT70	discarded	5	3.0890	0.4843	2.7051	3.8971	67.1820	2.1961	38.2220	2.7396	3	yes	58.0220	4.5531	0	no	no
H6UT81	discarded	5	2.6907	0.2808	2.4026	2.9873	72.0340	0.7226	40.1200	2.8913	3	yes	60.1460	1.5614	0	no	no
H6UT82	discarded	5	3.0212	0.4384	2.5896	3.5732	68.5380	2.0485	37.7300	3.4760	3	yes	60.5200	4.2478	0	no	no
H6UT89	discarded	5	2.9124	0.4000	2.5119	3.4670	68.5840	1.7896	35.2140	2.3633	3	yes	54.4640	2.4225	0	no	no
H6UT90	discarded	5	3.0182	0.3201	2.7010	3.3657	65.5760	1.5097	38.0900	2.0146	3	yes	56.4440	3.0001	0	no	no
H6UT94	discarded	5	7.5656	7.7118	2.9630	21.2709	76.3080	1.1842	43.3660	18.0326	3,4	no	62.9440	1.2172	0	no	no
H6UT95	discarded	5	2.8577	0.3288	2.5022	3.3437	59.3140	2.1427	35.1500	0.7203	3	yes	54.3100	2.3164	0	no	no
H6UT97	discarded	5	3.0560	0.5092	2.6652	3.9052	77.6220	1.8342	38.0100	5.8635	3	yes	67.8160	1.9442	0	no	no
H6UTA0	discarded	5	2.9808	0.2838	2.4940	3.2252	67.5860	1.5650	38.0000	2.3167	3	yes	58.5680	2.9706	0	no	no
H6UTA4	discarded	5	6.9675	8.8566	2.5862	22.8038	63.6700	2.5991	33.8360	5.2531	3	yes	53.8160	3.4835	0	no	no
H6UTA9	discarded	5	2.9676	0.3548	2.5530	3.3039	70.1040	2.3091	39.0700	1.9395	3	yes	57.0180	4.9506	0	no	no
H6UTB2	discarded	5	10.5907	9.5003	3.1096	21.3487	87.7360	2.1843	49.2640	17.9241	3,4	no	84.7840	2.2265	0	no	no
H6UTB4	discarded	5	3.5013	0.5471	3.0466	4.2723	67.8320	1.1916	38.9360	0.8337	3	yes	56.6260	2.7009	0	no	no
H6UTB5	discarded	5	2.8200	0.3349	2.4180	3.1559	61.1600	0.3285	38.0740	0.8099	3	yes	53.2480	1.4092	0	no	no
H6UTB6	discarded	5	2.7843	0.2444	2.5798	3.1894	63.3700	1.8032	40.9060	1.0769	3	yes	56.6040	3.2610	0	no	no
H6UTB7	discarded	5	3.1049	0.3602	2.5342	3.4457	67.9200	0.6378	39.7080	0.8204	3	yes	56.3480	1.1619	0	no	no
H6UTB8	discarded	5	3.0729	0.2775	2.6202	3.3139	68.9640	1.2091	40.5560	0.7916	3	yes	57.2880	3.0156	0	no	no
H6UTC6	discarded	5	2.8111	0.2860	2.5038	3.1708	71.5680	1.1197	40.5460	2.1224	3	yes	59.6540	2.0791	0	no	no
H6UTD4	discarded	5	2.9137	0.3286	2.5963	3.2992	69.5740	1.2836	38.3900	1.1145	3	yes	56.5560	1.5922	0	no	no
H6UTD5	discarded	5	7.1133	8.4992	2.8987	22.2884	85.8120	1.8327	46.0040	12.2074	3	yes	81.5460	4.3507	0	no	no
H6UTD9	discarded	5	3.5315	0.3530	3.0564	3.9062	83.4800	2.2555	41.9120	3.1867	3	yes	77.4920	3.0337	0	no	no
H6UTE0	discarded	5	4.5385	2.4663	2.9560	8.7956	49.2480	2.8536	33.6960	3.6620	2,3	no	54.3240	6.7118	0	no	no
H6UTE1	discarded	5	11.0684	10.2461	2.5670	23.3939	86.8860	1.7371	62.1560	18.3915	3,4	no	80.0080	2.3023	0	no	no
H6UTE2	discarded	5	2.3177	0.4518	1.7206	2.8180	78.0320	0.9948	50.8100	2.8379	3	yes	62.0920	2.7833	0	no	no
H6UTE7	discarded	5	15.7194	7.4047	2.8097	20.7335	84.5200	2.5628	71.9000	11.5952	3,4	no	78.2120	3.0701	0	no	no
H6UTF8	discarded	5	18.4943	1.2415	17.3049	19.9632	85.6600	2.2557	76.1920	3.4384	3,4	no	78.2160	3.9160	0	no	no
H6UTG1	discarded	5	18.1016	1.1200	17.3685	20.0588	85.8240	1.3475	77.4500	3.3823	3,4	no	82.2320	1.4052	0	no	no
H6UTG7	discarded	5	15.1355	6.9711	2.8442	20.2344	84.7760	2.6036	73.4080	11.1793	3,4	no	78.6120	3.8201	0	no	no
H6UTG9	discarded	5	9.2596	8.9466	2.5631	20.5599	85.9460	2.1846	61.5640	12.2195	3,4	no	79.2560	3.2732	0	no	no
H6UTH4	discarded	5	2.7100	0.1268	2.5414	2.8806	86.0500	1.3502	50.2040	3.2781	3	yes	80.3940	2.0065	0	no	no
H6UTH6	discarded	5	15.5587	7.2905	2.7580	20.5602	84.2060	2.0126	72.0380	9.4451	3,4	no	80.3600	2.8714	0	no	no
H6UTJ7	discarded	5	2.5790	0.1009	2.4512	2.7029	75.2020	2.5061	41.8120	4.1625	3	yes	61.2600	4.3903	0	no	no
H6UTJ9	discarded	5	11.9498	8.4322	2.3489	18.7565	53.5140	1.6214	54.7580	18.5579	3,4	no	48.0240	1.6802	0	no	no
H6UTK0	discarded	5	18.0813	1.4582	17.2210	20.6794	82.1220	2.7947	80.0120	3.9219	3,4	no	74.0640	3.6986	0	no	no
H6UTK8	discarded	5	15.5422	7.2580	2.8123	20.8033	89.5180	1.3282	73.7940	10.9160	3,4	no	84.4760	1.8079	0	no	no
H6UTL2	discarded	5	18.6572	1.6849	17.2884	20.8235	86.0400	1.2952	76.5000	4.7925	3,4	no	80.7180	1.5569	0	no	no
H6UTL4	discarded	5	17.5960	1.5347	16.7279	20.3264	88.1240	0.7858	77.3400	3.6571	3,4	no	85.0060	1.3804	0	no	no
H6UTL5	discarded	5	15.7687	7.4139	2.8299	20.8626	86.3400	1.3542	71.1200	12.6779	3,4	no	77.2000	1.6422	0	no	no
H6UTM0	discarded	5	2.5510	0.1570	2.3857	2.7697	75.3740	2.8748	42.3200	3.0696	3	yes	66.0980	3.4647	0	no	no
H6UTM2	discarded	5	2.6574	0.2487	2.4111	2.9780	84.5140	1.8466	47.4460	4.0154	3	yes	72.6120	3.2626	0	no	no
H6UTM3	discarded	5	14.8799	6.7922	2.7836	18.7115	84.6600	2.0264	73.8220	12.8609	3,4	no	78.6940	2.4016	0	no	no
H6UTM4	discarded	5	17.2720	0.1209	17.1658	17.4466	87.9860	1.1097	81.8580	0.4891	3	yes	82.5660	1.5572	0	no	no
H6UTM5	discarded	5	12.1845	8.7312	2.6182	20.6971	87.4740	2.6579	69.9560	12.7135	3,4	no	82.7720	3.8293	0	no	no
H6UTM7	discarded	5	15.2494	7.0788	2.7699	20.2075	78.8380	1.8359	70.4460	14.8340	3,4	no	68.5560	1.7737	0	no	no
H6UTM8	discarded	5	15.5459	7.3542	2.7034	20.6935	84.0560	1.5011	70.8220	12.7987	3,4	no	76.9540	1.7151	0	no	no
H6UTM9	discarded	5	15.1388	6.9854	2.8203	20.1971	81.1340	1.2260	70.2180	13.8143	3,4	no	75.4360	0.8499	0	no	no
H6UTN0	discarded	5	11.4728	8.0260	2.5998	17.5394	86.7000	2.1503	72.0660	15.6063	3	yes	82.2260	2.1235	0	no	no
H6UTN1	discarded	5	15.1514	7.0815	2.7610	20.7889	84.8860	2.1799	77.0840	10.9862	3,4	no	79.3940	2.3112	0	no	no
H6UTN3	discarded	5	15.1388	6.9854	2.8203	20.1971	81.1340	1.2260	70.2180	13.8143	3,4	no	75.4360	0.8499	0	no	no
H6UTN4	discarded	5	15.1355	6.9711	2.8442	20.2344	84.7760	2.6036	73.4080	11.1793	3,4	no	78.6120	3.8201	0	no	no
H6UTN7	discarded	5	18.1305	1.4202	17.3305	20.6558	87.7140	1.0682	76.6940	2.8604	3,4	no	83.7620	1.8496	0	no	no
H6UTP5	discarded	5	18.7484	1.6375	17.2199	20.6860	85.3240	1.3783	74.8960	4.7794	3,4	no	82.8660	1.5140	0	no	no
H6UTP7	discarded	5	18.2381	1.3719	17.3340	20.6285	88.1800	1.8704	77.1920	3.1633	3,4	no	83.9680	3.2976	0	no	no
H6UTQ1	discarded	5	8.5781	7.9272	2.7395	17.2750	84.8440	1.8638	60.0100	18.5374	3	yes	77.3340	2.6872	0	no	no
H6UTQ2	discarded	5	5.5132	6.5578	2.3388	17.2383	79.0820	3.1526	53.7220	17.7992	3	yes	70.1620	4.4036	0	no	no
H6UTQ3	discarded	5	15.1838	7.0310	2.8763	20.7570	85.5280	2.3031	71.4400	12.6623	3,4	no	77.7220	2.5144	0	no	no
H6UTQ7	discarded	5	12.3889	8.5406	2.8672	20.8405	85.8400	2.3418	65.2760	16.5327	3,4	no	79.3520	2.0585	0	no	no
H6UTR1	discarded	5	12.2903	8.7484	2.8123	20.9220	80.1740	2.9804	64.3400	14.7580	3,4	no	71.8840	3.4904	0	no	no
H6UTR2	discarded	5	17.3789	0.1751	17.2115	17.6369	85.0800	1.1559	80.0460	0.2659	3	yes	78.6660	1.1668	0	no	no
H6UTS7	discarded	5	15.1414	7.0584	2.7796	20.7062	85.6900	2.1208	72.4760	12.3469	3,4	no	82.5180	2.3799	0	no	no
H6UTT2	discarded	5	15.1953	7.0508	2.8712	20.8616	84.9300	2.3275	73.0580	12.6400	3,4	no	78.2480	3.8080	0	no	no
H6UTT5	discarded	5	11.2880	7.7253	2.8244	17.2557	83.6400	1.4066	67.1760	16.7903	3	yes	79.1540	1.7050	0	no	no
H6UTV0	discarded	5	2.9268	0.1027	2.8202	3.0798	83.3520	1.0453	42.7920	3.3204	3	yes	78.5860	1.3421	0	no	no
H6UTV6	discarded	5	15.1902	7.1185	2.7481	20.9192	83.5560	2.1464	72.7540	12.0114	3,4	no	81.0100	1.6837	0	no	no
H6UTV9	discarded	5	15.8610	7.4380	2.8253	20.8515	88.6460	1.7936	72.4540	11.9482	3,4,5	no	84.0380	2.0780	0	no	no
H6UTW0	discarded	5	12.1448	8.7726	2.5190	20.6559	84.3900	1.8958	67.6740	15.4997	3,4	no	79.7200	2.0996	0	no	no
H6UTW2	discarded	5	15.3469	7.0940	2.7836	19.7796	85.8200	1.5671	70.4800	10.9916	3,4,5	no	81.9920	2.1625	0	no	no
H6UTW3	discarded	5	12.1448	8.7726	2.5190	20.6559	84.3900	1.8958	67.6740	15.4997	3,4	no	79.7200	2.0996	0	no	no
