accession,ref,qtmscore,a1_cov,a2_cov,a3_cov,a4_cov,n_helices
A0ACB9IQ81,ref_1BT3_Ibatatas,0.5426,1.000,1.000,1.000,1.000,4
A0ACB9IQL7,ref_5CE9_Jregia,0.4212,1.000,1.000,1.000,1.000,4
A0ACB9KBD4,ref_5CE9_Jregia,0.1599,0.000,0.000,0.500,1.000,2
A0ACB9KBE2,ref_1BT3_Ibatatas,0.5700,1.000,1.000,0.000,0.000,2
A0ACB9KHH2,ref_5CE9_Jregia,0.5247,1.000,1.000,1.000,1.000,4
A0ACB9KHK2,ref_5CE9_Jregia,0.5433,1.000,1.000,1.000,1.000,4
A0ACB9KHK9,ref_5CE9_Jregia,0.5437,1.000,1.000,1.000,1.000,4
A0ACB9KHL1,ref_5CE9_Jregia,0.5882,1.000,1.000,1.000,1.000,4
A0ACB9KHN3,ref_5CE9_Jregia,0.5468,1.000,1.000,1.000,1.000,4
A0ACB9KPZ2,ref_1BT3_Ibatatas,0.5959,1.000,1.000,1.000,1.000,4
A0ACB9KQ01,ref_5CE9_Jregia,0.5446,1.000,1.000,1.000,1.000,4
A0ACB9KQH6,ref_5CE9_Jregia,0.5569,1.000,1.000,1.000,1.000,4
A0ACB9KQN4,ref_5CE9_Jregia,0.6192,1.000,1.000,1.000,1.000,4
A0ACB9P225,ref_5CE9_Jregia,0.5526,1.000,1.000,1.000,1.000,4
A0ACB9R5F0,ref_5CE9_Jregia,0.5563,1.000,1.000,1.000,1.000,4
A0ACB9R753,ref_5CE9_Jregia,0.5654,1.000,1.000,1.000,1.000,4
A0ACB9U9R6,ref_5M8L_human,0.6547,1.000,1.000,1.000,1.000,4
A0ACB9UVB8,ref_5M8L_human,0.6395,1.000,1.000,1.000,1.000,4
A0ACB9VGP2,ref_5M8L_human,0.5818,1.000,1.000,1.000,1.000,4
A0ACB9W011,ref_5M8L_human,0.6775,1.000,1.000,1.000,1.000,4
A0ACB9W7D3,ref_5M8L_human,0.6895,1.000,1.000,1.000,1.000,4
A0ACB9WLP5,ref_5M8L_human,0.6390,1.000,1.000,1.000,1.000,4
A0ACB9WNG6,ref_5M8L_human,0.6426,1.000,1.000,1.000,1.000,4
A0ACB9XZD2,ref_5CE9_Jregia,0.2644,0.667,0.947,1.000,1.000,4
A0ACB9YLA3,ref_PmTYR,0.5571,1.000,1.000,1.000,1.000,4
A0ACB9YLY3,ref_PmTYR,0.5436,1.000,1.000,0.778,1.000,4
A0ACB9YLZ4,ref_A0A9N8ELP9_oomycota,0.5484,1.000,1.000,1.000,0.947,4
A0ACB9YNP1,ref_2Y9W_Abisporus,0.4661,0.875,1.000,0.923,1.000,4
A0ACB9YV20,ref_PmTYR,0.7541,1.000,1.000,0.889,1.000,4
A0ACB9YZX1,ref_A0A9N8ELP9_oomycota,0.4565,1.000,1.000,1.000,1.000,4
A0ACB9Z153,ref_PmTYR,0.5731,1.000,1.000,1.000,1.000,4
A0ACB9Z4F5,ref_PmTYR,0.5887,1.000,1.000,1.000,1.000,4
A0ACB9ZAH5,ref_2Y9W_Abisporus,0.4945,1.000,1.000,1.000,1.000,4
A0ACB9ZET7,ref_PmTYR,0.5616,1.000,1.000,0.778,1.000,4
A0ACB9ZF75,ref_A0A9N8ELP9_oomycota,0.5753,1.000,1.000,1.000,1.000,4
A0ACB9ZHP1,ref_2Y9W_Abisporus,0.4719,1.000,1.000,0.923,1.000,4
A0ACC0AC67,ref_5CE9_Jregia,0.5483,1.000,1.000,1.000,1.000,4
A0ACC0CIU2,ref_PmTYR,0.5540,1.000,1.000,0.778,0.947,4
A0ACC0CLK3,ref_PmTYR,0.5260,1.000,1.000,0.778,0.947,4
A0ACC0CM42,ref_A0A9N8ELP9_oomycota,0.4810,1.000,1.000,1.000,1.000,4
A0ACC0CP42,ref_A0A9N8ELP9_oomycota,0.5447,1.000,1.000,1.000,0.947,4
A0ACC0D1W7,ref_PmTYR,0.5633,1.000,1.000,1.000,1.000,4
A0ACC0D7T5,ref_2Y9W_Abisporus,0.4958,1.000,1.000,0.923,1.000,4
A0ACC0D8I2,ref_PmTYR,0.5915,1.000,1.000,1.000,1.000,4
A0ACC0DAY4,ref_PmTYR,0.5445,1.000,1.000,0.778,1.000,4
A0ACC0DDX5,ref_2Y9W_Abisporus,0.6360,1.000,1.000,1.000,1.000,4
A0ACC0DGB4,ref_PmTYR,0.5174,1.000,1.000,1.000,1.000,4
A0ACC0DM41,ref_2Y9W_Abisporus,0.5085,1.000,1.000,1.000,1.000,4
A0ACC0DTL1,ref_PmTYR,0.4200,1.000,1.000,1.000,1.000,4
A0ACC0DTU8,ref_PmTYR,0.6284,1.000,1.000,1.000,1.000,4
A0ACC0DTX9,ref_PmTYR,0.5556,1.000,1.000,1.000,1.000,4
A0ACC0DUH9,ref_PmTYR,0.4790,0.923,1.000,1.000,1.000,4
A0ACC0DUP5,ref_1JS8_squid,0.2891,0.000,0.000,0.000,0.696,1
A0ACC0DV82,ref_PmTYR,0.4774,1.000,1.000,1.000,0.526,4
A0ACC0DWE1,ref_PmTYR,0.5916,1.000,1.000,1.000,0.895,4
A0ACC0ETT0,ref_PmTYR,0.5922,0.769,1.000,1.000,0.947,4
A0ACC0GFR3,ref_5CE9_Jregia,0.5757,1.000,1.000,1.000,1.000,4
A0ACC0GG18,ref_5CE9_Jregia,0.5583,1.000,1.000,1.000,1.000,4
A0ACC0GGQ9,ref_1JS8_squid,0.2975,1.000,0.611,1.000,0.783,4
A0ACC0GM13,ref_5CE9_Jregia,0.5583,1.000,1.000,1.000,1.000,4
A0ACC0LAU0,ref_5CE9_Jregia,0.5636,1.000,1.000,1.000,1.000,4
A0ACC0PR38,ref_5CE9_Jregia,0.5592,1.000,1.000,1.000,1.000,4
A0ACC0QB30,ref_A0A9N8ELP9_oomycota,0.6098,1.000,1.000,1.000,1.000,4
A0ACC0QEY9,ref_2Y9W_Abisporus,0.4111,1.000,1.000,1.000,1.000,4
A0ACC0QG35,ref_PmTYR,0.5330,1.000,1.000,1.000,1.000,4
A0ACC0QHU8,ref_A0A9N8ELP9_oomycota,0.5292,0.917,1.000,1.000,1.000,4
A0ACC0QMC4,ref_2Y9W_Abisporus,0.5017,1.000,1.000,0.923,1.000,4
A0ACC0QWU4,ref_2Y9W_Abisporus,0.4958,1.000,1.000,1.000,1.000,4
A0ACC0R369,ref_2Y9W_Abisporus,0.3827,1.000,1.000,1.000,1.000,4
A0ACC0RA38,ref_2Y9W_Abisporus,0.5221,1.000,1.000,0.846,1.000,4
A0ACC0RIA1,ref_2Y9W_Abisporus,0.3780,1.000,1.000,1.000,1.000,4
A0ACC0S972,ref_5CE9_Jregia,0.5448,1.000,1.000,1.000,1.000,4
A0ACC0T4S4,ref_5CE9_Jregia,0.5412,1.000,1.000,1.000,1.000,4
A0ACC0T5F3,ref_5CE9_Jregia,0.5412,1.000,1.000,1.000,1.000,4
A0ACC0T5J0,ref_5CE9_Jregia,0.5412,1.000,1.000,1.000,1.000,4
A0ACC0TNQ4,ref_5CE9_Jregia,0.5763,1.000,1.000,1.000,1.000,4
A0ACC0TNS4,ref_5CE9_Jregia,0.5746,1.000,1.000,1.000,1.000,4
A0ACC0TNT1,ref_5CE9_Jregia,0.5744,1.000,1.000,1.000,1.000,4
A0ACC0TNW6,ref_5CE9_Jregia,0.5742,1.000,1.000,1.000,1.000,4
A0ACC0TP89,ref_5CE9_Jregia,0.5741,1.000,1.000,1.000,1.000,4
A0ACC0TPD0,ref_1BT3_Ibatatas,0.4052,0.000,0.000,1.000,1.000,2
A0ACC0TPJ8,ref_5CE9_Jregia,0.5741,1.000,1.000,1.000,1.000,4
A0ACC0TPP5,ref_5CE9_Jregia,0.6236,1.000,1.000,1.000,1.000,4
A0ACC0TPQ2,ref_5CE9_Jregia,0.6388,1.000,1.000,1.000,1.000,4
A0ACC0UB63,ref_2Y9W_Abisporus,0.5130,1.000,1.000,1.000,1.000,4
A0ACC0UBD5,ref_2Y9W_Abisporus,0.5078,0.875,1.000,1.000,1.000,4
A0ACC0UCN6,ref_2Y9W_Abisporus,0.5097,1.000,1.000,1.000,1.000,4
A0ACC0UUS7,ref_2Y9W_Abisporus,0.4730,1.000,1.000,0.846,1.000,4
A0ACC0V4A4,ref_2Y9W_Abisporus,0.3595,1.000,1.000,0.846,1.000,4
A0ACC0W1T7,ref_A0A9N8ELP9_oomycota,0.3008,1.000,1.000,0.667,1.000,4
A0ACC0W3B6,ref_PmTYR,0.6167,1.000,1.000,1.000,0.000,3
A0ACC0W4L4,ref_PmTYR,0.4302,1.000,0.632,0.556,1.000,4
A0ACC0W512,ref_I3D139_archaea,0.3119,1.000,1.000,1.000,1.000,4
A0ACC0WCW2,ref_1JS8_squid,0.2054,1.000,1.000,0.800,1.000,4
A0ACC0WDW4,ref_1JS8_squid,0.2983,1.000,1.000,0.800,1.000,4
A0ACC0XL08,ref_5CE9_Jregia,0.5560,1.000,1.000,1.000,1.000,4
A0ACC0XMJ2,ref_5CE9_Jregia,0.5178,1.000,0.842,1.000,1.000,4
A0ACC1A5Y2,ref_5CE9_Jregia,0.5181,1.000,0.842,1.000,1.000,4
A0ACC1A6H9,ref_1JS8_squid,0.2802,0.875,0.333,0.950,0.696,3
A0ACC1H813,ref_PmTYR,0.7027,1.000,1.000,0.000,0.000,2
A0ACC1HAC4,ref_I3D139_archaea,0.5548,1.000,1.000,0.556,0.000,3
A0ACC1HB73,ref_PmTYR,0.6390,1.000,1.000,0.000,0.000,2
A0ACC1HEN0,ref_PmTYR,0.4232,1.000,1.000,1.000,1.000,4
A0ACC1HGN9,ref_PmTYR,0.4733,1.000,1.000,1.000,1.000,4
A0ACC1HJ19,ref_PmTYR,0.5338,1.000,1.000,1.000,1.000,4
A0ACC1HJM1,ref_PmTYR,0.5336,1.000,1.000,1.000,1.000,4
A0ACC1HJT6,ref_PmTYR,0.5342,1.000,1.000,1.000,0.947,4
A0ACC1HMD0,ref_I3D139_archaea,0.2294,0.000,0.000,1.000,1.000,2
A0ACC1HNE3,ref_PmTYR,0.5307,1.000,1.000,1.000,1.000,4
A0ACC1HST6,ref_PmTYR,0.5331,1.000,1.000,1.000,1.000,4
A0ACC1HT59,ref_PmTYR,0.3117,0.000,0.316,0.778,1.000,2
A0ACC1HXC0,ref_PmTYR,0.3905,1.000,1.000,1.000,1.000,4
A0ACC1I5X4,ref_PmTYR,0.3645,0.000,0.000,0.889,1.000,2
A0ACC1IV89,ref_PmTYR,0.5458,1.000,1.000,1.000,1.000,4
A0ACC1IVC9,ref_PmTYR,0.5060,0.692,1.000,1.000,1.000,4
A0ACC1IVF6,ref_PmTYR,0.5660,1.000,1.000,1.000,1.000,4
A0ACC1IVG8,ref_PmTYR,0.5305,1.000,1.000,1.000,1.000,4
A0ACC1IVH2,ref_PmTYR,0.4430,1.000,1.000,1.000,1.000,4
A0ACC1IX00,ref_PmTYR,0.3630,1.000,1.000,1.000,1.000,4
A0ACC1IX38,ref_PmTYR,0.5170,1.000,1.000,1.000,1.000,4
A0ACC1IXB4,ref_PmTYR,0.5218,1.000,1.000,0.778,1.000,4
A0ACC1IYU5,ref_PmTYR,0.7860,1.000,1.000,1.000,1.000,4
A0ACC1IZ56,ref_PmTYR,0.7113,1.000,1.000,0.000,0.000,2
A0ACC1J0W3,ref_1BT3_Ibatatas,0.6558,1.000,1.000,0.000,0.000,2
A0ACC1J7K1,ref_PmTYR,0.4813,1.000,1.000,1.000,1.000,4
A0ACC1J7P6,ref_PmTYR,0.4289,0.000,0.000,1.000,0.947,2
A0ACC1J855,ref_PmTYR,0.6566,1.000,1.000,0.000,0.000,2
A0ACC1JAA5,ref_PmTYR,0.5653,1.000,1.000,1.000,1.000,4
A0ACC1JF33,ref_PmTYR,0.6931,1.000,0.947,0.000,0.000,2
A0ACC1JF58,ref_PmTYR,0.4278,1.000,1.000,1.000,1.000,4
A0ACC1JFB1,ref_PmTYR,0.3851,0.000,0.000,1.000,1.000,2
A0ACC1JQG4,ref_PmTYR,0.5411,1.000,1.000,1.000,1.000,4
A0ACC1K0H3,ref_PmTYR,0.7851,1.000,1.000,1.000,1.000,4
A0ACC1K1L7,ref_PmTYR,0.3797,1.000,1.000,0.889,1.000,4
A0ACC1K240,ref_PmTYR,0.5189,1.000,1.000,1.000,1.000,4
A0ACC1K3Z8,ref_PmTYR,0.4619,1.000,1.000,0.778,1.000,4
A0ACC1K6Z3,ref_A0A9N8ELP9_oomycota,0.4886,1.000,1.000,1.000,0.947,4
A0ACC1K707,ref_PmTYR,0.5427,1.000,1.000,1.000,1.000,4
A0ACC1K810,ref_PmTYR,0.5694,1.000,1.000,1.000,1.000,4
A0ACC1K9H8,ref_PmTYR,0.5539,1.000,1.000,1.000,1.000,4
A0ACC1KH38,ref_PmTYR,0.7616,1.000,1.000,1.000,1.000,4
A0ACC1KJ20,ref_PmTYR,0.5008,1.000,1.000,1.000,1.000,4
A0ACC1KKM5,ref_PmTYR,0.4336,1.000,1.000,0.889,1.000,4
A0ACC1KLX8,ref_PmTYR,0.5511,1.000,1.000,1.000,1.000,4
A0ACC1KMS8,ref_PmTYR,0.5778,1.000,1.000,1.000,1.000,4
A0ACC1KNB5,ref_PmTYR,0.6080,1.000,1.000,1.000,1.000,4
A0ACC1KNJ3,ref_PmTYR,0.3759,1.000,1.000,1.000,1.000,4
A0ACC1KQ89,ref_PmTYR,0.5432,1.000,1.000,1.000,1.000,4
A0ACC1KQZ4,ref_PmTYR,0.7135,1.000,1.000,1.000,1.000,4
A0ACC1KWA2,ref_PmTYR,0.5427,1.000,1.000,1.000,1.000,4
A0ACC1KZ88,ref_A0A9N8ELP9_oomycota,0.5270,0.750,1.000,1.000,1.000,4
A0ACC1L1J2,ref_2Y9W_Abisporus,0.1716,0.000,0.000,0.846,1.000,2
A0ACC1L551,ref_PmTYR,0.6690,1.000,1.000,0.000,0.000,2
A0ACC1L5T1,ref_PmTYR,0.3763,1.000,1.000,0.889,1.000,4
A0ACC1LB22,ref_PmTYR,0.5413,0.000,1.000,1.000,1.000,3
A0ACC1LBK3,ref_PmTYR,0.5044,1.000,1.000,1.000,1.000,4
A0ACC1LGB1,ref_PmTYR,0.5694,1.000,1.000,1.000,1.000,4
A0ACC1LH49,ref_PmTYR,0.5361,1.000,1.000,1.000,1.000,4
A0ACC1LIP9,ref_PmTYR,0.5061,1.000,1.000,1.000,0.947,4
A0ACC1LR57,ref_PmTYR,0.5302,1.000,1.000,1.000,1.000,4
A0ACC1LSD8,ref_PmTYR,0.3878,1.000,1.000,0.889,1.000,4
A0ACC1LSM4,ref_PmTYR,0.5135,1.000,1.000,0.778,1.000,4
A0ACC1LU45,ref_PmTYR,0.5497,1.000,1.000,1.000,1.000,4
A0ACC1M2K4,ref_PmTYR,0.7219,1.000,1.000,0.889,1.000,4
A0ACC1M2R8,ref_PmTYR,0.5309,1.000,1.000,1.000,1.000,4
A0ACC1M753,ref_PmTYR,0.4902,1.000,1.000,1.000,1.000,4
A0ACC1M7I5,ref_PmTYR,0.5798,1.000,1.000,1.000,1.000,4
A0ACC1M831,ref_PmTYR,0.5602,1.000,1.000,1.000,1.000,4
A0ACC1M8E0,ref_PmTYR,0.3921,1.000,1.000,1.000,1.000,4
A0ACC1M8E6,ref_PmTYR,0.4988,1.000,1.000,1.000,1.000,4
A0ACC1M9L5,ref_PmTYR,0.5522,1.000,1.000,1.000,1.000,4
A0ACC1MA39,ref_PmTYR,0.5660,1.000,1.000,1.000,1.000,4
A0ACC1MA94,ref_PmTYR,0.4946,1.000,1.000,1.000,1.000,4
A0ACC1MLA8,ref_2Y9W_Abisporus,0.5054,1.000,1.000,0.923,1.000,4
A0ACC1MNU8,ref_2Y9W_Abisporus,0.6536,1.000,1.000,0.846,0.105,3
A0ACC1MVB6,ref_2Y9W_Abisporus,0.4912,1.000,1.000,0.923,1.000,4
A0ACC1MXU3,ref_PmTYR,0.6223,1.000,1.000,1.000,1.000,4
A0ACC1MZH6,ref_2Y9W_Abisporus,0.4479,1.000,1.000,1.000,1.000,4
A0ACC1NH54,ref_PmTYR,0.5753,1.000,1.000,0.889,1.000,4
A0ACC1NHK1,ref_A0A9N8ELP9_oomycota,0.6074,0.917,1.000,1.000,1.000,4
A0ACC1NLV5,ref_A0A9N8ELP9_oomycota,0.3619,1.000,1.000,1.000,1.000,4
A0ACC1NNE9,ref_2Y9W_Abisporus,0.3697,1.000,1.000,1.000,1.000,4
A0ACC1NWS4,ref_PmTYR,0.6043,1.000,1.000,1.000,1.000,4
A0ACC1P0Q8,ref_2Y9W_Abisporus,0.4725,1.000,1.000,1.000,1.000,4
A0ACC1P356,ref_A0A9N8ELP9_oomycota,0.4661,1.000,1.000,0.750,0.895,4
A0ACC1P414,ref_2Y9W_Abisporus,0.5534,1.000,1.000,1.000,1.000,4
A0ACC1P604,ref_A0A9N8ELP9_oomycota,0.4489,1.000,1.000,0.000,0.000,2
A0ACC1PCP6,ref_A0A9N8ELP9_oomycota,0.4874,1.000,1.000,0.000,0.000,2
A0ACC1PD21,ref_2Y9W_Abisporus,0.3324,1.000,0.750,1.000,1.000,4
A0ACC1PEW3,ref_PmTYR,0.5420,1.000,1.000,0.778,1.000,4
A0ACC1PKT5,ref_2Y9W_Abisporus,0.3839,1.000,1.000,1.000,1.000,4
A0ACC1PLZ8,ref_A0A9N8ELP9_oomycota,0.4336,1.000,1.000,1.000,1.000,4
A0ACC1PMJ2,ref_A0A9N8ELP9_oomycota,0.4983,0.917,1.000,0.750,1.000,4
A0ACC1PQ96,ref_PmTYR,0.2525,0.846,1.000,1.000,1.000,4
A0ACC1Q4L3,ref_5M8L_human,0.4482,1.000,1.000,1.000,0.105,3
A0ACC1Q503,ref_2Y9W_Abisporus,0.4494,1.000,1.000,0.923,1.000,4
A0ACC1QHQ0,ref_2Y9W_Abisporus,0.5054,1.000,1.000,1.000,1.000,4
A0ACC1QM86,ref_I3D139_archaea,0.4406,0.000,0.842,1.000,1.000,3
A0ACC1QNQ0,ref_I3D139_archaea,0.6239,1.000,1.000,1.000,1.000,4
A0ACC1QU05,ref_1JS8_squid,0.2876,1.000,0.556,0.900,1.000,4
A0ACC1R809,ref_2Y9W_Abisporus,0.5410,1.000,1.000,0.846,1.000,4
A0ACC1R8A6,ref_2Y9W_Abisporus,0.4395,1.000,1.000,1.000,1.000,4
A0ACC1RGF0,ref_2Y9W_Abisporus,0.4450,1.000,1.000,0.846,1.000,4
A0ACC1RIB5,ref_2Y9W_Abisporus,0.4953,1.000,1.000,0.923,1.000,4
A0ACC1RTN0,ref_2Y9W_Abisporus,0.6541,1.000,1.000,1.000,1.000,4
A0ACC1RX66,ref_PmTYR,0.5909,1.000,1.000,1.000,1.000,4
A0ACC1RYM5,ref_2Y9W_Abisporus,0.5782,1.000,0.792,0.846,1.000,4
A0ACC1S0F4,ref_PmTYR,0.6770,1.000,1.000,0.889,1.000,4
A0ACC1S0V9,ref_PmTYR,0.4708,1.000,1.000,0.000,0.000,2
A0ACC1S194,ref_2Y9W_Abisporus,0.3669,1.000,1.000,1.000,1.000,4
A0ACC1S227,ref_2Y9W_Abisporus,0.3860,1.000,1.000,1.000,1.000,4
A0ACC1S3L9,ref_A0A9N8ELP9_oomycota,0.5778,1.000,1.000,0.917,0.947,4
A0ACC1S912,ref_PmTYR,0.4858,1.000,1.000,1.000,1.000,4
A0ACC1SAF0,ref_PmTYR,0.6001,1.000,1.000,0.778,1.000,4
A0ACC1SAF6,ref_PmTYR,0.5952,1.000,1.000,1.000,1.000,4
A0ACC1SF13,ref_2Y9W_Abisporus,0.4644,1.000,1.000,1.000,1.000,4
A0ACC1SFB7,ref_2Y9W_Abisporus,0.4130,1.000,1.000,1.000,1.000,4
A0ACC1SKZ7,ref_2Y9W_Abisporus,0.3661,1.000,1.000,1.000,1.000,4
A0ACC1SLU8,ref_2Y9W_Abisporus,0.4252,1.000,1.000,1.000,1.000,4
A0ACC1SMW6,ref_PmTYR,0.6299,1.000,1.000,1.000,1.000,4
A0ACC1STZ8,ref_2Y9W_Abisporus,0.4418,1.000,1.000,1.000,1.000,4
A0ACC1T5A6,ref_2Y9W_Abisporus,0.7122,1.000,1.000,1.000,1.000,4
A0ACC1T874,ref_2Y9W_Abisporus,0.4192,1.000,1.000,1.000,1.000,4
A0ACC1T8E7,ref_2Y9W_Abisporus,0.4371,1.000,1.000,1.000,1.000,4
A0ACC1T8H4,ref_2Y9W_Abisporus,0.5175,1.000,0.708,0.000,0.000,2
A0ACC1T8L1,ref_2Y9W_Abisporus,0.4645,1.000,1.000,1.000,1.000,4
A0ACC1TW98,ref_2Y9W_Abisporus,0.4239,1.000,1.000,1.000,1.000,4
A0ACC1U033,ref_PmTYR,0.5327,1.000,1.000,0.778,1.000,4
A0ACC1UC83,ref_A0A9N8ELP9_oomycota,0.5508,1.000,1.000,1.000,1.000,4
A0ACC1UCT7,ref_2Y9W_Abisporus,0.5154,1.000,1.000,1.000,1.000,4
A0ACC1WWQ1,ref_5CE9_Jregia,0.5593,1.000,1.000,1.000,1.000,4
A0ACC2AB39,ref_5CE9_Jregia,0.4905,1.000,1.000,1.000,1.000,4
A0ACC2AB81,ref_5CE9_Jregia,0.5859,1.000,1.000,1.000,1.000,4
A0ACC2AB83,ref_5CE9_Jregia,0.6157,1.000,1.000,1.000,1.000,4
A0ACC2ABA4,ref_5CE9_Jregia,0.5896,1.000,1.000,1.000,1.000,4
A0ACC2ABB5,ref_5CE9_Jregia,0.4879,1.000,1.000,1.000,1.000,4
A0ACC2ABC4,ref_5CE9_Jregia,0.4880,1.000,1.000,1.000,1.000,4
A0ACC2ABE5,ref_5CE9_Jregia,0.6137,1.000,1.000,1.000,1.000,4
A0ACC2ASW8,ref_5CE9_Jregia,0.4955,1.000,1.000,1.000,1.000,4
A0ACC2ASX2,ref_5CE9_Jregia,0.4955,1.000,1.000,1.000,1.000,4
A0ACC2ASX3,ref_5CE9_Jregia,0.5256,1.000,1.000,1.000,1.000,4
A0ACC2ASX7,ref_5CE9_Jregia,0.4867,1.000,1.000,1.000,1.000,4
A0ACC2ASY1,ref_5CE9_Jregia,0.5247,1.000,1.000,1.000,1.000,4
A0ACC2AT13,ref_5CE9_Jregia,0.2873,0.000,0.000,0.000,1.000,1
A0ACC2AT34,ref_5CE9_Jregia,0.4955,1.000,1.000,1.000,1.000,4
A0ACC2AT69,ref_5CE9_Jregia,0.4955,1.000,1.000,1.000,1.000,4
A0ACC2ATP7,ref_5CE9_Jregia,0.5247,1.000,1.000,1.000,1.000,4
A0ACC2AUB8,ref_5CE9_Jregia,0.5247,1.000,1.000,1.000,1.000,4
A0ACC2BF43,ref_2Y9W_Abisporus,0.4339,1.000,1.000,1.000,1.000,4
A0ACC2BF89,ref_2Y9W_Abisporus,0.4339,1.000,1.000,1.000,1.000,4
A0ACC2BG01,ref_2Y9W_Abisporus,0.4852,1.000,1.000,1.000,1.000,4
A0ACC2FVI2,ref_5M8L_human,0.6438,1.000,1.000,1.000,1.000,4
A0ACC2G207,ref_5M8L_human,0.5639,1.000,1.000,1.000,1.000,4
A0ACC2GA98,ref_5M8L_human,0.6756,1.000,1.000,1.000,1.000,4
A0ACC2GX59,ref_5M8L_human,0.6870,1.000,1.000,1.000,1.000,4
A0ACC2HA47,ref_5M8L_human,0.3886,1.000,1.000,1.000,1.000,4
A0ACC2HR65,ref_A0A9N8ELP9_oomycota,0.5022,1.000,1.000,1.000,1.000,4
A0ACC2I1D4,ref_PmTYR,0.3748,1.000,1.000,1.000,1.000,4
A0ACC2I3M2,ref_PmTYR,0.6666,0.846,1.000,1.000,1.000,4
A0ACC2I6K2,ref_PmTYR,0.5622,1.000,1.000,1.000,1.000,4
A0ACC2I9J7,ref_2Y9W_Abisporus,0.4325,1.000,0.958,0.923,1.000,4
A0ACC2IC80,ref_2Y9W_Abisporus,0.4835,1.000,1.000,1.000,1.000,4
A0ACC2ID33,ref_I3D139_archaea,0.5468,1.000,1.000,0.889,1.000,4
A0ACC2IGC0,ref_PmTYR,0.2389,1.000,1.000,0.778,1.000,4
A0ACC2IGE6,ref_A0A9N8ELP9_oomycota,0.5883,1.000,1.000,1.000,1.000,4
A0ACC2IIZ4,ref_PmTYR,0.2879,1.000,1.000,1.000,1.000,4
A0ACC2IJE4,ref_1JS8_squid,0.4183,1.000,1.000,0.750,0.870,4
A0ACC2IJR9,ref_2Y9W_Abisporus,0.4512,1.000,1.000,1.000,1.000,4
A0ACC2IM76,ref_PmTYR,0.5501,1.000,1.000,1.000,1.000,4
A0ACC2IMW5,ref_A0A9N8ELP9_oomycota,0.5840,1.000,1.000,1.000,0.947,4
A0ACC2IP30,ref_A0A9N8ELP9_oomycota,0.4221,0.917,1.000,1.000,1.000,4
A0ACC2IQ67,ref_A0A9N8ELP9_oomycota,0.3269,1.000,1.000,1.000,0.947,4
A0ACC2IQ68,ref_A0A9N8ELP9_oomycota,0.5559,0.917,0.950,1.000,0.947,4
A0ACC2IQW7,ref_PmTYR,0.5988,1.000,1.000,0.778,1.000,4
A0ACC2IRA4,ref_A0A9N8ELP9_oomycota,0.2935,1.000,1.000,0.750,1.000,4
A0ACC2IRN5,ref_2Y9W_Abisporus,0.2062,0.000,0.000,0.000,1.000,1
A0ACC2ISR5,ref_PmTYR,0.4283,0.923,1.000,1.000,0.842,4
A0ACC2IT86,ref_PmTYR,0.5302,0.923,1.000,1.000,1.000,4
A0ACC2J0Z3,ref_A0A9N8ELP9_oomycota,0.5792,1.000,1.000,1.000,1.000,4
A0ACC2J3A9,ref_A0A9N8ELP9_oomycota,0.2638,0.000,0.000,0.167,1.000,1
A0ACC2J4D6,ref_A0A9N8ELP9_oomycota,0.4698,1.000,1.000,1.000,1.000,4
A0ACC2J646,ref_I3D139_archaea,0.4189,1.000,1.000,1.000,0.947,4
A0ACC2J678,ref_2Y9W_Abisporus,0.4856,1.000,0.833,1.000,1.000,4
A0ACC2J732,ref_PmTYR,0.6814,1.000,1.000,0.778,1.000,4
A0ACC2J9D2,ref_2Y9W_Abisporus,0.5069,1.000,1.000,1.000,1.000,4
A0ACC2JAG6,ref_1JS8_squid,0.3480,1.000,1.000,0.750,1.000,4
A0ACC2JAQ4,ref_A0A9N8ELP9_oomycota,0.5227,0.917,1.000,1.000,1.000,4
A0ACC2JBL3,ref_PmTYR,0.6538,0.846,1.000,1.000,1.000,4
A0ACC2JBW3,ref_A0A9N8ELP9_oomycota,0.4600,1.000,1.000,0.000,0.000,2
A0ACC2JI51,ref_2Y9W_Abisporus,0.3894,1.000,1.000,1.000,1.000,4
A0ACC2JJ36,ref_PmTYR,0.4177,1.000,1.000,0.000,0.000,2
A0ACC2JLY7,ref_2Y9W_Abisporus,0.4802,1.000,0.875,1.000,1.000,4
A0ACC2JQ89,ref_2Y9W_Abisporus,0.4679,1.000,0.750,1.000,1.000,4
A0ACC2JU58,ref_PmTYR,0.5565,1.000,1.000,0.778,1.000,4
A0ACC2JUU5,ref_5M8L_human,0.4078,0.000,0.000,1.000,1.000,2
A0ACC2JUV3,ref_2Y9W_Abisporus,0.4527,1.000,0.708,1.000,1.000,4
A0ACC2JVL0,ref_PmTYR,0.6971,1.000,1.000,0.889,1.000,4
A0ACC2JVS6,ref_PmTYR,0.5961,1.000,1.000,0.778,1.000,4
A0ACC2JW02,ref_I3D139_archaea,0.2603,0.583,0.526,1.000,1.000,4
A0ACC2KB47,ref_5CE9_Jregia,0.5364,1.000,1.000,1.000,1.000,4
A0ACC2KJ36,ref_5CE9_Jregia,0.5338,1.000,1.000,1.000,1.000,4
A0ACC2KJ49,ref_5CE9_Jregia,0.5356,1.000,1.000,1.000,1.000,4
A0ACC2KJH7,ref_5CE9_Jregia,0.4003,0.000,0.000,1.000,1.000,2
