accession	length	ndom_chainsaw	all_pfam	extra_pfam	domain_annotations
A0ABW9IRU2	307	2	PF00264 (Tyrosinase)	—	243-254: Tyrosinase copper-binding
A0ABX1AHC8	273	2	PF00264 (Tyrosinase)	—	54-71: Tyrosinase copper-binding; 209-220: Tyrosinase copper-binding
A0ABX1INI2	274	2	PF00264 (Tyrosinase)	—	54-71: Tyrosinase copper-binding; 209-220: Tyrosinase copper-binding
A0ABX2C6M7	569	2	PF00264 (Tyrosinase)	—	46-63: Tyrosinase copper-binding
A0ABX2QSF3	595	3	PF00264 (Tyrosinase)	—	152-378: Tyrosinase copper-binding
A0ABX7K4S3	604	3	PF00264 (Tyrosinase)	—	152-378: Tyrosinase copper-binding
A0ABY0FWW0	640	2	PF00264 (Tyrosinase); PF18132 (Tyrosinase_C)	PF18132 (Tyrosinase_C)	123-140: Tyrosinase copper-binding; 339-350: Tyrosinase copper-binding
A0ABY0G5N1	254	1	PF00264 (Tyrosinase)	—	181-192: Tyrosinase copper-binding
A0ABY0HL93	343	1	PF00264 (Tyrosinase)	—	93-110: Tyrosinase copper-binding
A0ABY0T4X6	595	3	PF00264 (Tyrosinase)	—	152-378: Tyrosinase copper-binding
A0ABY3YVG1	426	2	PF06236 (MelC1); PF00264 (Tyrosinase)	PF06236 (MelC1)	361-372: Tyrosinase copper-binding
A0ABY6UFL4	338	1	PF00264 (Tyrosinase)	—	88-105: Tyrosinase copper-binding
A0ABY6UQ04	297	1	PF00264 (Tyrosinase)	—	81-98: Tyrosinase copper-binding; 222-233: Tyrosinase copper-binding
A0ABY7E0K8	775	3	PF00264 (Tyrosinase)	—	158-175: Tyrosinase copper-binding; 298-309: Tyrosinase copper-binding
A0ABY7E8M5	761	2	PF00264 (Tyrosinase)	—	190-207: Tyrosinase copper-binding; 330-341: Tyrosinase copper-binding
A0ABY7ESX1	629	2	PF00264 (Tyrosinase)	—	52-69: Tyrosinase copper-binding; 191-202: Tyrosinase copper-binding
A0ABY7ET59	627	2	PF00264 (Tyrosinase)	—	50-67: Tyrosinase copper-binding; 189-200: Tyrosinase copper-binding
A0ABY7EUY5	625	3	PF00264 (Tyrosinase)	—	96-113: Tyrosinase copper-binding; 235-246: Tyrosinase copper-binding
A0ABY7EVT5	665	2	PF00264 (Tyrosinase)	—	119-136: Tyrosinase copper-binding; 260-271: Tyrosinase copper-binding
A0ABY7EVT9	640	3	PF00264 (Tyrosinase)	—	111-128: Tyrosinase copper-binding; 250-261: Tyrosinase copper-binding
A0ABY7EW52	691	2	PF00264 (Tyrosinase)	—	163-180: Tyrosinase copper-binding; 302-313: Tyrosinase copper-binding
A0ABY7EX19	691	2	PF00264 (Tyrosinase)	—	163-180: Tyrosinase copper-binding; 302-313: Tyrosinase copper-binding
A0ABY9SUW3	608	3	PF00264 (Tyrosinase)	—	152-378: Tyrosinase copper-binding
A0ABZ1ADG6	595	3	PF00264 (Tyrosinase)	—	152-378: Tyrosinase copper-binding
A0ABZ1QTL9	307	2	PF00264 (Tyrosinase)	—	243-254: Tyrosinase copper-binding
A0ABZ1SYY9	278	1	PF00264 (Tyrosinase)	—	65-230: Tyrosinase copper-binding
A0ABZ1W8D9	318	2	PF00264 (Tyrosinase)	—	250-261: Tyrosinase copper-binding
A0ABZ1XJX8	305	2	PF00264 (Tyrosinase)	—	58-75: Tyrosinase copper-binding; 241-252: Tyrosinase copper-binding
A0ABZ1ZKP5	306	2	PF00264 (Tyrosinase)	—	58-75: Tyrosinase copper-binding; 241-252: Tyrosinase copper-binding
A0ABZ2X6I5	332	1	PF00264 (Tyrosinase)	—	75-277: Tyrosinase copper-binding
A0ACA9UMC9	335	2	PF00264 (Tyrosinase)	—	88-105: Tyrosinase copper-binding
A0ACB0Y497	405	2	PF00264 (Tyrosinase)	—	75-92: Tyrosinase copper-binding; 234-245: Tyrosinase copper-binding
A0ACB0Y7T5	474	2	PF00264 (Tyrosinase)	—	144-161: Tyrosinase copper-binding; 303-314: Tyrosinase copper-binding
A0ACB0YFD1	495	3	PF00264 (Tyrosinase)	—	327-344: Tyrosinase copper-binding
A0ACB6FRC5	616	2	PF00264 (Tyrosinase); PF18132 (Tyrosinase_C)	PF18132 (Tyrosinase_C)	123-140: Tyrosinase copper-binding
A0ACB6QHH6	613	2	PF00264 (Tyrosinase); PF18132 (Tyrosinase_C)	PF18132 (Tyrosinase_C)	90-107: Tyrosinase copper-binding; 291-302: Tyrosinase copper-binding
A0ACB6Z417	370	2	PF00264 (Tyrosinase)	—	99-116: Tyrosinase copper-binding; 284-295: Tyrosinase copper-binding
A0ACB6Z4V4	369	2	PF00264 (Tyrosinase)	—	98-115: Tyrosinase copper-binding; 284-295: Tyrosinase copper-binding
A0ACB6Z8Q8	364	2	PF00264 (Tyrosinase)	—	97-114: Tyrosinase copper-binding; 278-289: Tyrosinase copper-binding
A0ACB6Z8T5	314	2	PF00264 (Tyrosinase)	—	50-67: Tyrosinase copper-binding; 228-239: Tyrosinase copper-binding
A0ACB6ZCG4	363	2	PF00264 (Tyrosinase)	—	96-113: Tyrosinase copper-binding; 277-288: Tyrosinase copper-binding
A0ACB6ZD36	360	1	PF00264 (Tyrosinase)	—	96-113: Tyrosinase copper-binding; 274-285: Tyrosinase copper-binding
A0ACB6ZF33	369	2	PF00264 (Tyrosinase)	—	104-121: Tyrosinase copper-binding; 283-294: Tyrosinase copper-binding
A0ACB6ZI71	326	1	PF00264 (Tyrosinase)	—	74-91: Tyrosinase copper-binding; 240-251: Tyrosinase copper-binding
A0ACB6ZPA1	363	2	PF00264 (Tyrosinase)	—	96-113: Tyrosinase copper-binding; 277-288: Tyrosinase copper-binding
A0ACB7IK85	342	1	PF00264 (Tyrosinase)	—	93-110: Tyrosinase copper-binding; 267-278: Tyrosinase copper-binding
A0ACB8QEM8	360	2	PF00264 (Tyrosinase)	—	95-112: Tyrosinase copper-binding
A0ACB8S060	362	1	PF00264 (Tyrosinase)	—	100-117: Tyrosinase copper-binding
A0ACB8SK53	362	1	PF00264 (Tyrosinase)	—	101-118: Tyrosinase copper-binding
A0ACC0DTX9	357	2	PF00264 (Tyrosinase)	—	78-262: Tyrosinase copper-binding
A0ACC0W512	537	2	PF00264 (Tyrosinase)	—	116-306: Tyrosinase copper-binding
A0ACC1HST6	425	2	PF00264 (Tyrosinase)	—	68-241: Tyrosinase copper-binding
A0ACC1K810	391	2	PF00264 (Tyrosinase)	—	76-93: Tyrosinase copper-binding
A0ACC1KJ20	431	2	PF00264 (Tyrosinase)	—	72-89: Tyrosinase copper-binding
A0ACC1LGB1	391	2	PF00264 (Tyrosinase)	—	76-93: Tyrosinase copper-binding
A0ACC1LIP9	426	2	PF00264 (Tyrosinase)	—	72-89: Tyrosinase copper-binding
A0ACC1M753	450	2	PF00264 (Tyrosinase)	—	57-234: Tyrosinase copper-binding
A0ACC1M7I5	385	2	PF00264 (Tyrosinase)	—	50-67: Tyrosinase copper-binding
A0ACC1P0Q8	594	2	PF00264 (Tyrosinase); PF18132 (Tyrosinase_C)	PF18132 (Tyrosinase_C)	90-107: Tyrosinase copper-binding; 346-357: Tyrosinase copper-binding
A0ACC1QNQ0	315	1	PF00264 (Tyrosinase)	—	236-247: Tyrosinase copper-binding
A0ACC1SAF0	324	1	PF00264 (Tyrosinase)	—	83-100: Tyrosinase copper-binding; 248-259: Tyrosinase copper-binding
A0ACC1TW98	683	2	PF00264 (Tyrosinase)	—	88-105: Tyrosinase copper-binding; 353-364: Tyrosinase copper-binding
A0ACC1U033	370	2	PF00264 (Tyrosinase)	—	96-113: Tyrosinase copper-binding
A0ACC1UC83	376	2	PF00264 (Tyrosinase)	—	93-110: Tyrosinase copper-binding
A0ACC2ID33	362	1	PF00264 (Tyrosinase)	—	287-298: Tyrosinase copper-binding
A0ACC2JU58	370	1	PF00264 (Tyrosinase)	—	293-304: Tyrosinase copper-binding
A0ACC2SF11	420	2	PF00264 (Tyrosinase)	—	110-127: Tyrosinase copper-binding; 253-264: Tyrosinase copper-binding
A0ACC2TPI5	562	2	PF00264 (Tyrosinase)	—	232-243: Tyrosinase copper-binding
A0ACC2TVV6	597	2	PF00264 (Tyrosinase)	—	232-243: Tyrosinase copper-binding
A0ACC2U9E0	412	2	PF00264 (Tyrosinase)	—	102-119: Tyrosinase copper-binding; 245-256: Tyrosinase copper-binding
A0ACC2UQA1	470	2	PF00264 (Tyrosinase)	—	85-102: Tyrosinase copper-binding; 229-240: Tyrosinase copper-binding
A0ACC2ZZX6	384	1	PF00264 (Tyrosinase)	—	115-132: Tyrosinase copper-binding
A0ACC3AAT4	423	1	PF00264 (Tyrosinase)	—	100-117: Tyrosinase copper-binding
A0ACC3AFN8	368	1	PF00264 (Tyrosinase)	—	287-298: Tyrosinase copper-binding
A0ACC3SCJ8	488	2	PF00264 (Tyrosinase)	—	150-167: Tyrosinase copper-binding; 309-320: Tyrosinase copper-binding
A0ACC3YE67	338	1	PF00264 (Tyrosinase)	—	88-105: Tyrosinase copper-binding
A0ACC3YJX9	411	2	PF00264 (Tyrosinase)	—	136-153: Tyrosinase copper-binding
A0ACC3YNG7	324	1	PF00264 (Tyrosinase)	—	83-100: Tyrosinase copper-binding; 248-259: Tyrosinase copper-binding
A0ACC3YY16	332	1	PF00264 (Tyrosinase)	—	85-102: Tyrosinase copper-binding; 255-266: Tyrosinase copper-binding
A0ACC6LFG7	595	3	PF00264 (Tyrosinase)	—	152-378: Tyrosinase copper-binding
A0ACD1GE84	329	1	PF00264 (Tyrosinase)	—	99-116: Tyrosinase copper-binding; 247-258: Tyrosinase copper-binding
A0ACD1GJU9	338	1	PF00264 (Tyrosinase)	—	108-125: Tyrosinase copper-binding; 256-267: Tyrosinase copper-binding
A0ACD1GX66	338	1	PF00264 (Tyrosinase)	—	108-125: Tyrosinase copper-binding; 256-267: Tyrosinase copper-binding
A0ACD1HPQ9	329	1	PF00264 (Tyrosinase)	—	99-116: Tyrosinase copper-binding; 247-258: Tyrosinase copper-binding
A0ACD1I4V8	348	1	PF00264 (Tyrosinase)	—	118-135: Tyrosinase copper-binding; 266-277: Tyrosinase copper-binding
A0ACD1IDW1	334	1	PF00264 (Tyrosinase)	—	103-120: Tyrosinase copper-binding; 251-262: Tyrosinase copper-binding
A0ACD3ALF2	366	2	PF00264 (Tyrosinase)	—	104-121: Tyrosinase copper-binding
A0ACD3AUA0	368	2	PF00264 (Tyrosinase)	—	98-115: Tyrosinase copper-binding; 281-292: Tyrosinase copper-binding
A0ACD3AWL0	403	1	PF00264 (Tyrosinase)	—	313-324: Tyrosinase copper-binding
A0ACD3AYU9	433	1	PF00264 (Tyrosinase)	—	343-354: Tyrosinase copper-binding
A0ACD3B3W8	423	1	PF00264 (Tyrosinase)	—	153-170: Tyrosinase copper-binding; 336-347: Tyrosinase copper-binding
A0ACD3YYX0	618	3	PF00264 (Tyrosinase)	—	371-382: Tyrosinase copper-binding
A1BB10	599	3	PF00264 (Tyrosinase)	—	359-370: Tyrosinase copper-binding
A1D120	595	2	PF00264 (Tyrosinase); PF18132 (Tyrosinase_C)	PF18132 (Tyrosinase_C)	92-109: Tyrosinase copper-binding; 353-364: Tyrosinase copper-binding
A2R6E6	344	1	PF00264 (Tyrosinase)	—	262-273: Tyrosinase copper-binding
A6GK98	420	2	PF00264 (Tyrosinase)	—	355-366: Tyrosinase copper-binding
A7RQY2	378	2	PF00264 (Tyrosinase)	—	115-132: Tyrosinase copper-binding
A7RXW5	381	2	PF00264 (Tyrosinase)	—	167-185: Tyrosinase copper-binding
A7SSF6	855	4	PF00024 (PAN_1); PF00264 (Tyrosinase); PF00092 (VWA)	PF00024 (PAN_1); PF00092 (VWA)	61-237: VWFA; 634-673: EGF-like
A8MZV5	346	1	PF00264 (Tyrosinase)	—	268-279: Tyrosinase copper-binding
B0XPC0	616	2	PF00264 (Tyrosinase); PF18132 (Tyrosinase_C)	PF18132 (Tyrosinase_C)	92-109: Tyrosinase copper-binding; 339-350: Tyrosinase copper-binding
B1VTI5	306	2	PF00264 (Tyrosinase)	—	—
B6HTY5	552	3	PF00264 (Tyrosinase)	—	129-146: Tyrosinase copper-binding; 311-322: Tyrosinase copper-binding
B8J766	874	6	PF00264 (Tyrosinase); PF00092 (VWA)	PF00092 (VWA)	344-533: VWFA
B8NWK1	341	1	PF00264 (Tyrosinase)	—	—
C0NAP3	638	2	PF00264 (Tyrosinase); PF18132 (Tyrosinase_C)	PF18132 (Tyrosinase_C)	103-120: Tyrosinase copper-binding; 295-306: Tyrosinase copper-binding
C6H4P2	0	2	—	—	—
C7FF04	576	2	PF00264 (Tyrosinase); PF18132 (Tyrosinase_C)	PF18132 (Tyrosinase_C)	—
C7Z2S7	711	2	PF00264 (Tyrosinase); PF18132 (Tyrosinase_C)	PF18132 (Tyrosinase_C)	105-122: Tyrosinase copper-binding; 326-337: Tyrosinase copper-binding
C9SDX6	237	1	PF00264 (Tyrosinase)	—	113-179: Tyrosinase copper-binding
C9SL09	341	1	PF00264 (Tyrosinase)	—	89-106: Tyrosinase copper-binding; 234-245: Tyrosinase copper-binding
D0NAA1	255	2	PF00264 (Tyrosinase)	—	75-255: Tyrosinase copper-binding
D5GL91	604	3	PF00264 (Tyrosinase)	—	183-200: Tyrosinase copper-binding; 378-389: Tyrosinase copper-binding
D6RTB9	305	2	PF00264 (Tyrosinase)	—	58-75: Tyrosinase copper-binding; 241-252: Tyrosinase copper-binding
D7F7N7	0	2	—	—	—
D8QCT3	0	2	—	—	—
E3KSA5	367	1	PF00264 (Tyrosinase)	—	127-311: Tyrosinase copper-binding
E3QW88	679	2	PF00264 (Tyrosinase); PF18132 (Tyrosinase_C)	PF18132 (Tyrosinase_C)	98-115: Tyrosinase copper-binding; 310-321: Tyrosinase copper-binding
E3QWQ8	370	1	PF00264 (Tyrosinase)	—	297-308: Tyrosinase copper-binding
E6X453	452	2	PF18962 (Por_Secre_tail); PF00264 (Tyrosinase)	PF18962 (Por_Secre_tail)	200-211: Tyrosinase copper-binding
E7CLR6	274	1	PF00264 (Tyrosinase)	—	108-119: Tyrosinase copper-binding; 243-260: Tyrosinase copper-binding
E9FAB7	314	1	PF00264 (Tyrosinase)	—	235-246: Tyrosinase copper-binding
F0UIU7	0	2	—	—	—
F0WYB1	0	2	—	—	—
F0Y9F1	717	3	PF00264 (Tyrosinase)	—	326-337: Tyrosinase copper-binding
F4PG32	272	1	PF00264 (Tyrosinase)	—	193-204: Tyrosinase copper-binding
F4S769	306	1	PF00264 (Tyrosinase)	—	102-119: Tyrosinase copper-binding
F4S770	348	1	PF00264 (Tyrosinase)	—	133-150: Tyrosinase copper-binding; 275-286: Tyrosinase copper-binding
F9FH57	0	1	—	—	—
F9G095	0	1	—	—	—
F9G0F0	0	3	—	—	—
G0RFJ8	596	3	PF00264 (Tyrosinase)	—	345-356: Tyrosinase copper-binding
G2QVS9	266	2	PF00264 (Tyrosinase)	—	218-229: Tyrosinase copper-binding
G2X9U2	341	1	PF00264 (Tyrosinase)	—	—
G2XHL1	339	1	PF00264 (Tyrosinase)	—	88-105: Tyrosinase copper-binding
G3XX77	0	1	—	—	—
G4NKN0	335	2	PF00264 (Tyrosinase)	—	87-104: Tyrosinase copper-binding; 259-270: Tyrosinase copper-binding
G4Z7X0	261	2	PF00264 (Tyrosinase)	—	81-261: Tyrosinase copper-binding
G5ABA8	535	2	PF00264 (Tyrosinase)	—	253-264: Tyrosinase copper-binding
G9MT56	319	1	PF00264 (Tyrosinase)	—	69-86: Tyrosinase copper-binding
H1V3M6	0	2	—	—	—
H2A0L0	492	2	PF00264 (Tyrosinase)	—	—
H2KPL1	476	2	PF00264 (Tyrosinase)	—	211-228: Tyrosinase copper-binding
H3GEM4	474	3	PF00264 (Tyrosinase)	—	54-243: Tyrosinase copper-binding
H3GPM1	670	2	PF00264 (Tyrosinase)	—	76-93: Tyrosinase copper-binding; 243-254: Tyrosinase copper-binding
H6BWF1	381	1	PF00264 (Tyrosinase)	—	112-129: Tyrosinase copper-binding
H6C0Q8	379	1	PF00264 (Tyrosinase)	—	109-126: Tyrosinase copper-binding
I1RIA1	337	1	PF00264 (Tyrosinase)	—	87-104: Tyrosinase copper-binding
I1RKU0	330	1	PF00264 (Tyrosinase)	—	74-275: Tyrosinase copper-binding
I1S3N0	509	3	PF00264 (Tyrosinase)	—	56-73: Tyrosinase copper-binding; 294-305: Tyrosinase copper-binding
I1S6D3	610	3	PF00264 (Tyrosinase)	—	359-370: Tyrosinase copper-binding
I8A8A1	0	1	—	—	—
I8TNZ4	0	1	—	—	—
J3L4U3	585	2	PF12142 (PPO1_DWL); PF12143 (PPO1_KFDV); PF00264 (Tyrosinase)	PF12142 (PPO1_DWL); PF12143 (PPO1_KFDV)	189-206: Tyrosinase copper-binding; 348-359: Tyrosinase copper-binding
J3P204	339	1	PF00264 (Tyrosinase)	—	69-280: Tyrosinase copper-binding
J9DAB6	326	1	PF00264 (Tyrosinase)	—	64-81: Tyrosinase copper-binding; 195-206: Tyrosinase copper-binding
K1Q1M0	0	3	—	—	—
K1QL10	0	2	—	—	—
K1QPB3	0	2	—	—	—
K1WLZ8	374	1	PF00264 (Tyrosinase)	—	294-305: Tyrosinase copper-binding
K3V476	337	1	PF00264 (Tyrosinase)	—	87-104: Tyrosinase copper-binding
K3V6C2	817	4	PF00264 (Tyrosinase)	—	727-810: Apple
K3VMY6	330	1	PF00264 (Tyrosinase)	—	74-275: Tyrosinase copper-binding
K3VNQ2	509	3	PF00264 (Tyrosinase)	—	56-73: Tyrosinase copper-binding; 294-305: Tyrosinase copper-binding
K3W2E2	322	1	PF00264 (Tyrosinase)	—	229-240: Tyrosinase copper-binding
K4CMI2	599	2	PF12142 (PPO1_DWL); PF12143 (PPO1_KFDV); PF00264 (Tyrosinase)	PF12142 (PPO1_DWL); PF12143 (PPO1_KFDV)	201-218: Tyrosinase copper-binding; 366-377: Tyrosinase copper-binding
K5X6W9	576	2	PF00264 (Tyrosinase); PF18132 (Tyrosinase_C)	PF18132 (Tyrosinase_C)	289-300: Tyrosinase copper-binding
L0N6P7	0	2	—	—	—
L2FJE7	328	1	PF00264 (Tyrosinase)	—	85-102: Tyrosinase copper-binding; 251-262: Tyrosinase copper-binding
L2G1G8	299	1	PF00264 (Tyrosinase)	—	83-100: Tyrosinase copper-binding; 224-235: Tyrosinase copper-binding
L7JFX0	0	2	—	—	—
L8WSR9	345	1	PF00264 (Tyrosinase)	—	120-137: Tyrosinase copper-binding
M1R095	476	2	PF00264 (Tyrosinase)	—	211-228: Tyrosinase copper-binding
M4C6D4	799	3	PF00264 (Tyrosinase)	—	105-289: Tyrosinase copper-binding
M5BK46	0	1	—	—	—
M5BUD5	0	2	—	—	—
M5BUU7	0	1	—	—	—
M5C284	279	1	PF00264 (Tyrosinase)	—	193-204: Tyrosinase copper-binding
M5C3H9	0	2	—	—	—
M5C3Z3	0	1	—	—	—
M5C4G3	0	2	—	—	—
M5CAY8	0	1	—	—	—
M5CEE4	0	2	—	—	—
M5CF11	0	2	—	—	—
M5CFB1	0	1	—	—	—
M5G7D8	675	2	PF00264 (Tyrosinase)	—	57-346: Tyrosinase copper-binding
M7C0T4	515	1	PF00264 (Tyrosinase)	—	214-231: Tyrosinase copper-binding; 375-386: Tyrosinase copper-binding
M7SCY3	339	1	PF00264 (Tyrosinase)	—	256-267: Tyrosinase copper-binding
M7SWL2	389	2	PF00264 (Tyrosinase)	—	306-317: Tyrosinase copper-binding
M9MF75	0	1	—	—	—
N1QEA3	331	1	PF00264 (Tyrosinase)	—	93-110: Tyrosinase copper-binding; 260-271: Tyrosinase copper-binding
N1RBZ8	338	2	PF00264 (Tyrosinase)	—	88-105: Tyrosinase copper-binding
N1RTX1	569	3	PF00264 (Tyrosinase)	—	324-335: Tyrosinase copper-binding
N4U6B2	0	3	—	—	—
N4UL04	0	1	—	—	—
N4UQ85	0	1	—	—	—
O97885	329	1	PF00264 (Tyrosinase)	—	32-49: Tyrosinase copper-binding
P55027	534	2	PF00053 (EGF_laminin); PF00264 (Tyrosinase)	PF00053 (EGF_laminin)	—
Q0FSM9	580	3	PF00264 (Tyrosinase)	—	343-354: Tyrosinase copper-binding
Q287T6	445	2	PF00264 (Tyrosinase)	—	308-319: Tyrosinase copper-binding
Q2KH48	0	2	—	—	—
Q2TWH3	318	1	PF00264 (Tyrosinase)	—	88-105: Tyrosinase copper-binding; 236-247: Tyrosinase copper-binding
Q2U7F6	364	1	PF00264 (Tyrosinase)	—	287-298: Tyrosinase copper-binding
Q5AXC0	674	2	PF00264 (Tyrosinase); PF18132 (Tyrosinase_C)	PF18132 (Tyrosinase_C)	90-107: Tyrosinase copper-binding; 384-395: Tyrosinase copper-binding
Q7PCK9	541	1	PF00264 (Tyrosinase)	—	215-232: Tyrosinase copper-binding
Q876W6	337	1	PF00264 (Tyrosinase)	—	87-104: Tyrosinase copper-binding
Q876X8	337	2	PF00264 (Tyrosinase)	—	87-104: Tyrosinase copper-binding
Q8J130	630	2	PF00264 (Tyrosinase); PF18132 (Tyrosinase_C)	PF18132 (Tyrosinase_C)	—
Q8J2V6	299	1	PF00264 (Tyrosinase)	—	87-104: Tyrosinase copper-binding
Q9ZN72	0	1	—	—	—
R1CU85	0	2	—	—	—
R1CV39	0	3	—	—	—
S0DQZ0	378	1	PF00264 (Tyrosinase)	—	290-301: Tyrosinase copper-binding
S0EEY2	324	1	PF00264 (Tyrosinase)	—	67-268: Tyrosinase copper-binding
S0EK23	338	1	PF00264 (Tyrosinase)	—	88-105: Tyrosinase copper-binding
S5UXE3	273	1	PF00264 (Tyrosinase)	—	54-71: Tyrosinase copper-binding; 209-220: Tyrosinase copper-binding
S7QB03	389	2	PF00264 (Tyrosinase)	—	290-301: Tyrosinase copper-binding
S7RR67	359	1	PF00264 (Tyrosinase)	—	273-284: Tyrosinase copper-binding
T0JYN4	0	1	—	—	—
T0JZ71	0	1	—	—	—
T0PRD1	497	2	PF00264 (Tyrosinase)	—	71-88: Tyrosinase copper-binding; 243-254: Tyrosinase copper-binding
T0PU14	815	5	PF00024 (PAN_1); PF14295 (PAN_4); PF00264 (Tyrosinase)	PF00024 (PAN_1); PF14295 (PAN_4)	20-83: Apple; 166-233: Apple
T0PYC1	485	2	PF00264 (Tyrosinase)	—	247-258: Tyrosinase copper-binding
T0QF04	465	2	PF00264 (Tyrosinase)	—	67-84: Tyrosinase copper-binding; 236-247: Tyrosinase copper-binding
T0R5J2	479	2	PF00264 (Tyrosinase)	—	71-88: Tyrosinase copper-binding; 243-254: Tyrosinase copper-binding
T0RZX0	485	2	PF00264 (Tyrosinase)	—	73-90: Tyrosinase copper-binding
T0S5P9	487	2	PF00264 (Tyrosinase)	—	74-91: Tyrosinase copper-binding
U1G4R5	594	2	PF00264 (Tyrosinase); PF18132 (Tyrosinase_C)	PF18132 (Tyrosinase_C)	100-117: Tyrosinase copper-binding; 289-300: Tyrosinase copper-binding
U1TTP3	0	2	—	—	—
U5Y6V7	699	2	PF00264 (Tyrosinase)	—	292-303: Tyrosinase copper-binding
V2X5U0	344	1	PF00264 (Tyrosinase)	—	90-107: Tyrosinase copper-binding; 269-280: Tyrosinase copper-binding
V2XA83	389	1	PF00264 (Tyrosinase)	—	140-157: Tyrosinase copper-binding
V2YHW2	346	1	PF00264 (Tyrosinase)	—	89-106: Tyrosinase copper-binding; 271-282: Tyrosinase copper-binding
V4AN59	525	1	PF00264 (Tyrosinase)	—	119-136: Tyrosinase copper-binding; 262-273: Tyrosinase copper-binding
V5F1K6	328	1	PF00264 (Tyrosinase)	—	96-113: Tyrosinase copper-binding
V6JZ27	288	2	PF00264 (Tyrosinase)	—	55-72: Tyrosinase copper-binding; 219-230: Tyrosinase copper-binding
V7D4V9	0	2	—	—	—
V9CZH8	0	1	—	—	—
V9DEV2	0	1	—	—	—
V9E917	495	2	PF00264 (Tyrosinase)	—	74-266: Tyrosinase copper-binding
V9EB77	450	3	PF00264 (Tyrosinase)	—	29-221: Tyrosinase copper-binding
V9EVI6	546	2	PF00264 (Tyrosinase)	—	256-267: Tyrosinase copper-binding
V9V1D4	0	3	—	—	—
W2I6U4	0	2	—	—	—
W2I6Y9	0	3	—	—	—
W2IN56	0	2	—	—	—
W2KB90	0	2	—	—	—
W2MH14	0	2	—	—	—
W2PMT3	0	3	—	—	—
W2PPJ1	0	2	—	—	—
W2PY30	0	2	—	—	—
W2RIM6	390	1	PF00264 (Tyrosinase)	—	117-134: Tyrosinase copper-binding
W2SF58	387	1	PF00264 (Tyrosinase)	—	113-130: Tyrosinase copper-binding
W2SHB1	363	1	PF00264 (Tyrosinase)	—	95-112: Tyrosinase copper-binding
W2W5P6	0	2	—	—	—
W2W6T1	0	3	—	—	—
W2WMR4	0	2	—	—	—
W2YEN6	0	2	—	—	—
W2YF51	0	2	—	—	—
W2YZ31	0	2	—	—	—
W3VR61	329	1	PF00264 (Tyrosinase)	—	98-115: Tyrosinase copper-binding
W3XKA5	338	1	PF00264 (Tyrosinase)	—	88-105: Tyrosinase copper-binding
W3XL66	339	1	PF00264 (Tyrosinase)	—	253-264: Tyrosinase copper-binding
W4FLQ6	0	4	—	—	—
W4FWJ0	0	3	—	—	—
W4H0X6	0	2	—	—	—
W4H175	0	3	—	—	—
W4HDG1	503	2	PF00264 (Tyrosinase)	—	92-109: Tyrosinase copper-binding
W4JV62	362	2	PF00264 (Tyrosinase)	—	95-112: Tyrosinase copper-binding
W4K9G6	329	2	PF00264 (Tyrosinase)	—	63-80: Tyrosinase copper-binding
W6XVD7	294	1	PF00264 (Tyrosinase)	—	82-99: Tyrosinase copper-binding
W7EVG9	334	1	PF00264 (Tyrosinase)	—	82-99: Tyrosinase copper-binding
W7F1D8	287	1	PF00264 (Tyrosinase)	—	68-230: Tyrosinase copper-binding
W7MX41	324	1	PF00264 (Tyrosinase)	—	67-268: Tyrosinase copper-binding
W7N1T7	307	1	PF00264 (Tyrosinase)	—	65-82: Tyrosinase copper-binding; 229-240: Tyrosinase copper-binding
W7N7V8	338	1	PF00264 (Tyrosinase)	—	88-105: Tyrosinase copper-binding
W9HKZ6	0	3	—	—	—
W9HTB0	0	1	—	—	—
W9HWL9	0	1	—	—	—
W9JDD1	0	1	—	—	—
W9JHD7	0	1	—	—	—
W9JX29	0	3	—	—	—
W9NIJ9	0	3	—	—	—
W9NP81	0	3	—	—	—
W9NQH6	0	1	—	—	—
W9PB89	0	1	—	—	—
W9VMR6	368	1	PF00264 (Tyrosinase)	—	98-115: Tyrosinase copper-binding
W9VXV1	384	1	PF00264 (Tyrosinase)	—	115-132: Tyrosinase copper-binding
W9W212	368	1	PF00264 (Tyrosinase)	—	98-115: Tyrosinase copper-binding
W9WQA9	387	1	PF00264 (Tyrosinase)	—	118-135: Tyrosinase copper-binding
W9XSH8	376	1	PF00264 (Tyrosinase)	—	106-123: Tyrosinase copper-binding
W9Y3F5	379	1	PF00264 (Tyrosinase)	—	109-126: Tyrosinase copper-binding
W9YKS7	384	1	PF00264 (Tyrosinase)	—	98-321: Tyrosinase copper-binding
W9YQ03	379	1	PF00264 (Tyrosinase)	—	93-317: Tyrosinase copper-binding
W9YYG2	0	2	—	—	—
W9YZK1	0	3	—	—	—
W9ZGG9	0	1	—	—	—
W9ZTK4	0	1	—	—	—
X0C1C7	600	3	PF00264 (Tyrosinase)	—	355-366: Tyrosinase copper-binding
X0C2Q9	324	1	PF00264 (Tyrosinase)	—	67-268: Tyrosinase copper-binding
X0HP82	0	3	—	—	—
X0HS28	0	1	—	—	—
X0HXW6	0	1	—	—	—
X0K306	0	2	—	—	—
X0KLF2	0	3	—	—	—
X0LE01	0	3	—	—	—
X0LKA4	0	1	—	—	—
X0MMS0	0	1	—	—	—
X8J2P3	0	2	—	—	—
X8J344	0	1	—	—	—
