accession	pool	length	ndom_chainsaw	pfam_id	pfam_name	env_from	env_to	dom_evalue	description
H2ZNM8	discarded	207	2	PF00264	Tyrosinase	2	69	3.1e-09	Common central domain of tyrosinase
H2ZY76	canonical	536	1	PF00264	Tyrosinase	179	414	7.4e-35	Common central domain of tyrosinase
H3ANN5	canonical	532	2	PF00264	Tyrosinase	171	404	1.2e-41	Common central domain of tyrosinase
H3AP72	canonical	521	2	PF00264	Tyrosinase	180	410	5.9e-33	Common central domain of tyrosinase
H3BZP5	canonical	519	2	PF00264	Tyrosinase	180	410	5.1e-33	Common central domain of tyrosinase
H3CJD0	discarded	419	2	PF00264	Tyrosinase	53	277	8.2e-26	Common central domain of tyrosinase
H3CJD3	discarded	408	1	PF00264	Tyrosinase	54	292	6.2e-27	Common central domain of tyrosinase
H3CX59	canonical	540	2	PF00264	Tyrosinase	174	408	2.1e-41	Common central domain of tyrosinase
H3D173	canonical	529	2	PF00264	Tyrosinase	179	415	4.4e-33	Common central domain of tyrosinase
H3D8Y8	canonical	513	2	PF00264	Tyrosinase	174	404	4.9e-33	Common central domain of tyrosinase
H3GCI8	canonical	532	2	PF00264	Tyrosinase	73	280	2.5e-22	Common central domain of tyrosinase
H3GEM4	noncanonical	474	3	PF00264	Tyrosinase	30	247	1.9e-11	Common central domain of tyrosinase
H3GFA6	canonical	528	2	PF00264	Tyrosinase	62	270	7.6e-25	Common central domain of tyrosinase
H3GFA7	canonical	537	2	PF00264	Tyrosinase	61	268	3.2e-26	Common central domain of tyrosinase
H3GI94	canonical	667	2	PF00264	Tyrosinase	71	272	1.4e-19	Common central domain of tyrosinase
H3GPM1	canonical	670	2	PF00264	Tyrosinase	56	262	7.1e-27	Common central domain of tyrosinase
H3GPM2	canonical	590	2	PF00264	Tyrosinase	54	260	5.2e-25	Common central domain of tyrosinase
H3GPM3	canonical	635	2	PF00264	Tyrosinase	55	262	1.5e-25	Common central domain of tyrosinase
H3GPM4	canonical	592	2	PF00264	Tyrosinase	56	262	2.5e-25	Common central domain of tyrosinase
H3GR62	canonical	528	2	PF00264	Tyrosinase	62	278	1.6e-22	Common central domain of tyrosinase
H3HCH2	canonical	566	2	PF00264	Tyrosinase	62	274	3.2e-20	Common central domain of tyrosinase
H6BWF1	canonical	381	1	PF00264	Tyrosinase	94	320	4.6e-43	Common central domain of tyrosinase
H6C0N0	canonical	405	1	PF00264	Tyrosinase	116	348	4.9e-61	Common central domain of tyrosinase
H6C0Q8	canonical	379	1	PF00264	Tyrosinase	91	316	4.1e-46	Common central domain of tyrosinase
H6C7R7	canonical	614	2	PF00264	Tyrosinase	78	324	8.7e-45	Common central domain of tyrosinase
H6C7R7	canonical	614	2	PF18132	Tyrosinase_C	451	573	3.2e-24	Tyrosinase C-terminal domain
H6QSQ9	discarded	367	1	PF00264	Tyrosinase	142	335	6.0e-27	Common central domain of tyrosinase
H6QX60	canonical	471	2	PF00264	Tyrosinase	171	406	8.5e-36	Common central domain of tyrosinase
H6S171	discarded	164	1	PF00264	Tyrosinase	106	164	7.4e-08	Common central domain of tyrosinase
H6S172	discarded	164	1	PF00264	Tyrosinase	106	164	9.2e-08	Common central domain of tyrosinase
H6S175	discarded	164	1	PF00264	Tyrosinase	106	164	7.4e-08	Common central domain of tyrosinase
H6U5Z7	canonical	442	2	PF00264	Tyrosinase	134	318	5.5e-33	Common central domain of tyrosinase
H6USR8	discarded	193	1	PF00264	Tyrosinase	111	193	1.2e-15	Common central domain of tyrosinase
H6USS0	discarded	156	1	PF00264	Tyrosinase	74	156	7.3e-16	Common central domain of tyrosinase
H6USS2	discarded	193	1	PF00264	Tyrosinase	111	193	1.5e-15	Common central domain of tyrosinase
H6USS3	discarded	190	1	PF00264	Tyrosinase	108	190	1.2e-15	Common central domain of tyrosinase
H6USS6	discarded	193	1	PF00264	Tyrosinase	111	193	1.2e-15	Common central domain of tyrosinase
H6USS7	discarded	193	1	PF00264	Tyrosinase	112	193	1.5e-15	Common central domain of tyrosinase
H6USS8	discarded	192	1	PF00264	Tyrosinase	110	192	1.2e-15	Common central domain of tyrosinase
H6USS9	discarded	173	1	PF00264	Tyrosinase	91	173	9.5e-16	Common central domain of tyrosinase
H6UST3	discarded	190	1	PF00264	Tyrosinase	108	190	1.2e-15	Common central domain of tyrosinase
H6UST6	discarded	189	1	PF00264	Tyrosinase	110	189	3.2e-15	Common central domain of tyrosinase
H6UST8	discarded	190	1	PF00264	Tyrosinase	111	190	3.2e-15	Common central domain of tyrosinase
H6USU2	discarded	193	1	PF00264	Tyrosinase	111	193	1.2e-15	Common central domain of tyrosinase
H6USU3	discarded	191	1	PF00264	Tyrosinase	110	191	1.5e-15	Common central domain of tyrosinase
H6USU4	discarded	194	1	PF00264	Tyrosinase	112	194	4.8e-15	Common central domain of tyrosinase
H6USU8	discarded	194	1	PF00264	Tyrosinase	112	194	1.2e-15	Common central domain of tyrosinase
H6USU9	discarded	194	1	PF00264	Tyrosinase	112	194	1.2e-15	Common central domain of tyrosinase
H6USV0	discarded	194	1	PF00264	Tyrosinase	112	194	1.2e-15	Common central domain of tyrosinase
H6USV3	discarded	193	1	PF00264	Tyrosinase	112	193	1.5e-14	Common central domain of tyrosinase
H6USV4	discarded	185	1	PF00264	Tyrosinase	103	185	1.1e-15	Common central domain of tyrosinase
H6USW1	discarded	184	1	PF00264	Tyrosinase	102	184	1.1e-15	Common central domain of tyrosinase
H6USW3	discarded	194	1	PF00264	Tyrosinase	112	194	1.2e-15	Common central domain of tyrosinase
H6USW4	discarded	194	1	PF00264	Tyrosinase	112	194	1.2e-15	Common central domain of tyrosinase
H6USW5	discarded	194	1	PF00264	Tyrosinase	112	194	1.2e-15	Common central domain of tyrosinase
H6USW8	discarded	193	1	PF00264	Tyrosinase	112	193	7.0e-15	Common central domain of tyrosinase
H6USW9	discarded	185	1	PF00264	Tyrosinase	103	185	1.1e-15	Common central domain of tyrosinase
H6USX1	discarded	184	1	PF00264	Tyrosinase	102	184	1.1e-15	Common central domain of tyrosinase
H6USX4	discarded	184	1	PF00264	Tyrosinase	102	184	1.1e-15	Common central domain of tyrosinase
H6USX5	discarded	191	1	PF00264	Tyrosinase	109	191	1.2e-15	Common central domain of tyrosinase
H6USX6	discarded	191	1	PF00264	Tyrosinase	109	191	1.2e-15	Common central domain of tyrosinase
H6USX7	discarded	194	1	PF00264	Tyrosinase	112	194	1.2e-15	Common central domain of tyrosinase
H6USY0	discarded	193	1	PF00264	Tyrosinase	111	193	1.2e-15	Common central domain of tyrosinase
H6USY9	discarded	193	1	PF00264	Tyrosinase	111	193	1.2e-15	Common central domain of tyrosinase
H6USZ1	discarded	193	1	PF00264	Tyrosinase	111	193	1.2e-15	Common central domain of tyrosinase
H6USZ3	discarded	190	1	PF00264	Tyrosinase	111	190	3.2e-15	Common central domain of tyrosinase
H6USZ4	discarded	190	1	PF00264	Tyrosinase	111	190	3.2e-15	Common central domain of tyrosinase
H6USZ5	discarded	191	1	PF00264	Tyrosinase	112	191	3.3e-15	Common central domain of tyrosinase
H6USZ8	discarded	191	1	PF00264	Tyrosinase	111	191	2.2e-15	Common central domain of tyrosinase
H6USZ9	discarded	191	1	PF00264	Tyrosinase	111	191	2.2e-15	Common central domain of tyrosinase
H6UT00	discarded	189	1	PF00264	Tyrosinase	110	189	1.9e-15	Common central domain of tyrosinase
H6UT01	discarded	192	1	PF00264	Tyrosinase	112	192	2.2e-15	Common central domain of tyrosinase
H6UT02	discarded	190	1	PF00264	Tyrosinase	111	190	3.2e-15	Common central domain of tyrosinase
H6UT03	discarded	191	1	PF00264	Tyrosinase	112	191	3.3e-15	Common central domain of tyrosinase
H6UT04	discarded	191	1	PF00264	Tyrosinase	111	191	2.2e-15	Common central domain of tyrosinase
H6UT05	discarded	192	1	PF00264	Tyrosinase	112	192	2.2e-15	Common central domain of tyrosinase
H6UT06	discarded	185	1	PF00264	Tyrosinase	105	185	3.2e-15	Common central domain of tyrosinase
H6UT09	discarded	183	1	PF00264	Tyrosinase	101	183	2.2e-15	Common central domain of tyrosinase
H6UT11	discarded	183	1	PF00264	Tyrosinase	101	183	2.2e-15	Common central domain of tyrosinase
H6UT13	discarded	194	1	PF00264	Tyrosinase	112	194	3.3e-15	Common central domain of tyrosinase
H6UT14	discarded	194	1	PF00264	Tyrosinase	112	194	3.5e-15	Common central domain of tyrosinase
H6UT15	discarded	193	1	PF00264	Tyrosinase	111	193	3.2e-15	Common central domain of tyrosinase
H6UT16	discarded	193	1	PF00264	Tyrosinase	111	193	2.3e-15	Common central domain of tyrosinase
H6UT17	discarded	178	1	PF00264	Tyrosinase	96	178	2.7e-15	Common central domain of tyrosinase
H6UT18	discarded	194	1	PF00264	Tyrosinase	112	194	2.3e-15	Common central domain of tyrosinase
H6UT19	discarded	176	1	PF00264	Tyrosinase	94	176	1.8e-15	Common central domain of tyrosinase
H6UT22	discarded	193	1	PF00264	Tyrosinase	111	193	2.4e-15	Common central domain of tyrosinase
H6UT23	discarded	175	1	PF00264	Tyrosinase	93	175	1.9e-15	Common central domain of tyrosinase
H6UT24	discarded	184	1	PF00264	Tyrosinase	102	184	2.2e-15	Common central domain of tyrosinase
H6UT26	discarded	194	1	PF00264	Tyrosinase	112	194	2.5e-15	Common central domain of tyrosinase
H6UT27	discarded	190	1	PF00264	Tyrosinase	111	190	4.8e-15	Common central domain of tyrosinase
H6UT29	discarded	191	1	PF00264	Tyrosinase	112	191	4.8e-15	Common central domain of tyrosinase
H6UT31	discarded	190	1	PF00264	Tyrosinase	111	190	5.1e-15	Common central domain of tyrosinase
H6UT32	discarded	191	1	PF00264	Tyrosinase	112	191	5.2e-15	Common central domain of tyrosinase
H6UT36	discarded	187	1	PF00264	Tyrosinase	105	187	2.3e-15	Common central domain of tyrosinase
H6UT38	discarded	186	1	PF00264	Tyrosinase	104	186	2.3e-15	Common central domain of tyrosinase
H6UT39	discarded	194	1	PF00264	Tyrosinase	112	194	2.0e-15	Common central domain of tyrosinase
H6UT40	discarded	184	1	PF00264	Tyrosinase	102	184	1.7e-15	Common central domain of tyrosinase
H6UT41	discarded	191	1	PF00264	Tyrosinase	112	191	5.2e-15	Common central domain of tyrosinase
H6UT42	discarded	190	1	PF00264	Tyrosinase	112	190	8.9e-15	Common central domain of tyrosinase
H6UT43	discarded	194	1	PF00264	Tyrosinase	112	194	2.0e-15	Common central domain of tyrosinase
H6UT44	discarded	194	1	PF00264	Tyrosinase	112	194	2.0e-15	Common central domain of tyrosinase
H6UT47	discarded	194	1	PF00264	Tyrosinase	112	194	2.0e-15	Common central domain of tyrosinase
H6UT48	discarded	178	1	PF00264	Tyrosinase	107	178	8.1e-14	Common central domain of tyrosinase
H6UT49	discarded	193	1	PF00264	Tyrosinase	111	193	1.9e-15	Common central domain of tyrosinase
H6UT50	discarded	162	1	PF00264	Tyrosinase	105	162	2.1e-07	Common central domain of tyrosinase
H6UT52	discarded	164	1	PF00264	Tyrosinase	100	164	1.0e-09	Common central domain of tyrosinase
H6UT53	discarded	184	1	PF00264	Tyrosinase	102	184	1.7e-15	Common central domain of tyrosinase
H6UT54	discarded	189	1	PF00264	Tyrosinase	111	189	8.8e-15	Common central domain of tyrosinase
H6UT55	discarded	189	1	PF00264	Tyrosinase	111	189	1.1e-14	Common central domain of tyrosinase
H6UT56	discarded	190	1	PF00264	Tyrosinase	112	190	8.9e-15	Common central domain of tyrosinase
H6UT57	discarded	186	1	PF00264	Tyrosinase	111	186	3.1e-14	Common central domain of tyrosinase
H6UT58	discarded	186	1	PF00264	Tyrosinase	104	186	1.8e-15	Common central domain of tyrosinase
H6UT59	discarded	186	1	PF00264	Tyrosinase	104	186	1.8e-15	Common central domain of tyrosinase
H6UT60	discarded	191	1	PF00264	Tyrosinase	112	191	5.2e-15	Common central domain of tyrosinase
H6UT61	discarded	194	1	PF00264	Tyrosinase	112	194	2.0e-15	Common central domain of tyrosinase
H6UT62	discarded	191	1	PF00264	Tyrosinase	109	191	1.9e-15	Common central domain of tyrosinase
H6UT63	discarded	181	1	PF00264	Tyrosinase	99	181	4.9e-16	Common central domain of tyrosinase
H6UT70	discarded	181	1	PF00264	Tyrosinase	99	181	4.9e-16	Common central domain of tyrosinase
H6UT81	discarded	181	1	PF00264	Tyrosinase	99	181	4.9e-16	Common central domain of tyrosinase
H6UT82	discarded	182	1	PF00264	Tyrosinase	100	182	5.0e-16	Common central domain of tyrosinase
H6UT89	discarded	180	1	PF00264	Tyrosinase	99	180	4.7e-15	Common central domain of tyrosinase
H6UT90	discarded	182	1	PF00264	Tyrosinase	100	182	5.2e-16	Common central domain of tyrosinase
H6UT94	discarded	181	1	PF00264	Tyrosinase	99	181	5.2e-16	Common central domain of tyrosinase
H6UT95	discarded	180	1	PF00264	Tyrosinase	98	180	4.9e-16	Common central domain of tyrosinase
H6UT97	discarded	182	1	PF00264	Tyrosinase	100	182	5.0e-16	Common central domain of tyrosinase
H6UTA0	discarded	180	1	PF00264	Tyrosinase	98	180	4.9e-16	Common central domain of tyrosinase
H6UTA4	discarded	181	1	PF00264	Tyrosinase	99	181	4.9e-16	Common central domain of tyrosinase
H6UTA9	discarded	181	1	PF00264	Tyrosinase	99	181	4.9e-16	Common central domain of tyrosinase
H6UTB2	discarded	180	1	PF00264	Tyrosinase	99	180	1.7e-14	Common central domain of tyrosinase
H6UTB4	discarded	179	1	PF00264	Tyrosinase	99	179	2.2e-14	Common central domain of tyrosinase
H6UTB5	discarded	179	1	PF00264	Tyrosinase	99	179	2.2e-14	Common central domain of tyrosinase
H6UTB6	discarded	178	1	PF00264	Tyrosinase	98	178	6.7e-13	Common central domain of tyrosinase
H6UTB7	discarded	177	1	PF00264	Tyrosinase	97	177	2.1e-14	Common central domain of tyrosinase
H6UTB8	discarded	179	1	PF00264	Tyrosinase	99	179	2.2e-14	Common central domain of tyrosinase
H6UTC6	discarded	180	1	PF00264	Tyrosinase	100	180	2.2e-14	Common central domain of tyrosinase
H6UTD4	discarded	180	1	PF00264	Tyrosinase	100	180	2.2e-14	Common central domain of tyrosinase
H6UTD5	discarded	182	1	PF00264	Tyrosinase	100	182	5.0e-16	Common central domain of tyrosinase
H6UTD9	discarded	179	1	PF00264	Tyrosinase	100	179	1.0e-15	Common central domain of tyrosinase
H6UTE0	discarded	173	1	PF00264	Tyrosinase	98	173	6.1e-15	Common central domain of tyrosinase
H6UTE1	discarded	172	1	PF00264	Tyrosinase	97	172	6.0e-15	Common central domain of tyrosinase
H6UTE2	discarded	167	1	PF00264	Tyrosinase	100	167	7.4e-13	Common central domain of tyrosinase
H6UTE7	discarded	174	1	PF00264	Tyrosinase	94	174	4.0e-15	Common central domain of tyrosinase
H6UTF8	discarded	174	1	PF00264	Tyrosinase	94	174	4.3e-15	Common central domain of tyrosinase
H6UTG1	discarded	173	1	PF00264	Tyrosinase	93	173	3.9e-15	Common central domain of tyrosinase
H6UTG7	discarded	173	1	PF00264	Tyrosinase	93	173	3.9e-15	Common central domain of tyrosinase
H6UTG9	discarded	173	1	PF00264	Tyrosinase	93	173	3.9e-15	Common central domain of tyrosinase
H6UTH4	discarded	171	1	PF00264	Tyrosinase	92	171	4.7e-13	Common central domain of tyrosinase
H6UTH6	discarded	174	1	PF00264	Tyrosinase	94	174	4.3e-15	Common central domain of tyrosinase
H6UTJ7	discarded	172	1	PF00264	Tyrosinase	93	172	6.5e-15	Common central domain of tyrosinase
H6UTJ9	discarded	173	1	PF00264	Tyrosinase	94	173	6.0e-15	Common central domain of tyrosinase
H6UTK0	discarded	174	1	PF00264	Tyrosinase	94	174	4.0e-15	Common central domain of tyrosinase
H6UTK8	discarded	172	1	PF00264	Tyrosinase	92	172	3.9e-15	Common central domain of tyrosinase
H6UTL2	discarded	173	1	PF00264	Tyrosinase	93	173	4.3e-15	Common central domain of tyrosinase
H6UTL4	discarded	173	1	PF00264	Tyrosinase	93	173	6.0e-15	Common central domain of tyrosinase
H6UTL5	discarded	172	1	PF00264	Tyrosinase	92	172	3.9e-15	Common central domain of tyrosinase
H6UTM0	discarded	171	1	PF00264	Tyrosinase	92	171	4.6e-15	Common central domain of tyrosinase
H6UTM2	discarded	172	1	PF00264	Tyrosinase	93	172	3.2e-14	Common central domain of tyrosinase
H6UTM3	discarded	171	1	PF00264	Tyrosinase	92	171	3.2e-14	Common central domain of tyrosinase
H6UTM4	discarded	172	1	PF00264	Tyrosinase	92	172	1.2e-14	Common central domain of tyrosinase
H6UTM5	discarded	171	1	PF00264	Tyrosinase	92	171	4.6e-15	Common central domain of tyrosinase
H6UTM7	discarded	174	1	PF00264	Tyrosinase	94	174	4.0e-15	Common central domain of tyrosinase
H6UTM8	discarded	173	1	PF00264	Tyrosinase	93	173	3.9e-15	Common central domain of tyrosinase
H6UTM9	discarded	174	1	PF00264	Tyrosinase	94	174	4.0e-15	Common central domain of tyrosinase
H6UTN0	discarded	173	1	PF00264	Tyrosinase	93	173	3.9e-15	Common central domain of tyrosinase
H6UTN1	discarded	173	1	PF00264	Tyrosinase	94	173	3.2e-14	Common central domain of tyrosinase
H6UTN3	discarded	174	1	PF00264	Tyrosinase	94	174	4.0e-15	Common central domain of tyrosinase
H6UTN4	discarded	173	1	PF00264	Tyrosinase	93	173	3.9e-15	Common central domain of tyrosinase
H6UTN7	discarded	174	1	PF00264	Tyrosinase	94	174	4.0e-15	Common central domain of tyrosinase
H6UTP5	discarded	174	1	PF00264	Tyrosinase	94	174	3.0e-15	Common central domain of tyrosinase
H6UTP7	discarded	173	1	PF00264	Tyrosinase	94	173	7.1e-15	Common central domain of tyrosinase
H6UTQ1	discarded	174	1	PF00264	Tyrosinase	94	174	4.1e-15	Common central domain of tyrosinase
H6UTQ2	discarded	173	1	PF00264	Tyrosinase	94	173	4.1e-15	Common central domain of tyrosinase
H6UTQ3	discarded	174	1	PF00264	Tyrosinase	94	174	4.0e-15	Common central domain of tyrosinase
H6UTQ7	discarded	173	1	PF00264	Tyrosinase	93	173	3.7e-15	Common central domain of tyrosinase
H6UTR1	discarded	173	1	PF00264	Tyrosinase	93	173	3.7e-15	Common central domain of tyrosinase
H6UTR2	discarded	173	1	PF00264	Tyrosinase	93	173	3.7e-15	Common central domain of tyrosinase
H6UTS7	discarded	174	1	PF00264	Tyrosinase	94	174	3.8e-15	Common central domain of tyrosinase
H6UTT2	discarded	173	1	PF00264	Tyrosinase	94	173	3.9e-15	Common central domain of tyrosinase
H6UTT5	discarded	174	1	PF00264	Tyrosinase	94	174	5.8e-15	Common central domain of tyrosinase
H6UTV0	discarded	173	1	PF00264	Tyrosinase	94	173	3.8e-13	Common central domain of tyrosinase
H6UTV6	discarded	174	1	PF00264	Tyrosinase	94	174	3.8e-15	Common central domain of tyrosinase
H6UTV9	discarded	173	1	PF00264	Tyrosinase	93	173	3.2e-15	Common central domain of tyrosinase
H6UTW0	discarded	174	1	PF00264	Tyrosinase	94	174	3.2e-15	Common central domain of tyrosinase
H6UTW2	discarded	172	1	PF00264	Tyrosinase	93	172	2.6e-14	Common central domain of tyrosinase
H6UTW3	discarded	174	1	PF00264	Tyrosinase	94	174	3.2e-15	Common central domain of tyrosinase
H6UTW4	discarded	174	1	PF00264	Tyrosinase	94	174	3.2e-15	Common central domain of tyrosinase
H6UTW5	discarded	173	1	PF00264	Tyrosinase	94	173	2.6e-14	Common central domain of tyrosinase
H6UTW9	discarded	170	1	PF00264	Tyrosinase	94	170	2.3e-14	Common central domain of tyrosinase
H6UTX0	discarded	146	1	PF00264	Tyrosinase	94	146	2.7e-06	Common central domain of tyrosinase
H6UTX1	discarded	160	1	PF00264	Tyrosinase	94	160	8.3e-11	Common central domain of tyrosinase
H6UTX2	discarded	174	1	PF00264	Tyrosinase	94	174	4.0e-15	Common central domain of tyrosinase
H6UTX3	discarded	167	1	PF00264	Tyrosinase	94	167	8.0e-14	Common central domain of tyrosinase
H6UTX4	discarded	145	1	PF00264	Tyrosinase	93	145	8.5e-06	Common central domain of tyrosinase
H6UTX6	discarded	199	1	PF00264	Tyrosinase	118	199	4.2e-15	Common central domain of tyrosinase
H6UTX7	discarded	200	1	PF00264	Tyrosinase	119	200	4.2e-15	Common central domain of tyrosinase
H6UTX8	discarded	199	1	PF00264	Tyrosinase	118	199	4.2e-15	Common central domain of tyrosinase
H6UTX9	discarded	201	1	PF00264	Tyrosinase	120	201	4.3e-15	Common central domain of tyrosinase
H6UTZ0	discarded	202	1	PF00264	Tyrosinase	121	202	4.3e-15	Common central domain of tyrosinase
H6UTZ3	discarded	186	1	PF00264	Tyrosinase	105	186	3.6e-15	Common central domain of tyrosinase
H6UU00	discarded	202	1	PF00264	Tyrosinase	120	202	2.8e-15	Common central domain of tyrosinase
H6UU02	discarded	201	1	PF00264	Tyrosinase	120	201	4.8e-15	Common central domain of tyrosinase
H6UU03	discarded	203	1	PF00264	Tyrosinase	121	203	2.8e-15	Common central domain of tyrosinase
H6UU06	discarded	202	1	PF00264	Tyrosinase	120	202	2.8e-15	Common central domain of tyrosinase
H6UU09	discarded	202	1	PF00264	Tyrosinase	120	202	2.8e-15	Common central domain of tyrosinase
H6UU12	discarded	203	1	PF00264	Tyrosinase	121	203	2.8e-15	Common central domain of tyrosinase
H6UU15	discarded	203	1	PF00264	Tyrosinase	121	203	2.8e-15	Common central domain of tyrosinase
H6UU29	discarded	202	1	PF00264	Tyrosinase	120	202	1.8e-15	Common central domain of tyrosinase
H6UU35	discarded	202	1	PF00264	Tyrosinase	120	202	1.8e-15	Common central domain of tyrosinase
H6UU36	discarded	203	1	PF00264	Tyrosinase	121	203	1.8e-15	Common central domain of tyrosinase
H6UU41	discarded	201	1	PF00264	Tyrosinase	119	201	1.7e-15	Common central domain of tyrosinase
H6UU48	discarded	201	1	PF00264	Tyrosinase	119	201	1.7e-15	Common central domain of tyrosinase
