accession	pool	length	ndom_chainsaw	n_pfam_domains	architecture	extra_domains	extra_pfam_ids
A0ABR4ALZ9	canonical	378	1	1	Tyrosinase(102-321)	none	none
A0ABR4B0Y4	canonical	620	2	2	Tyrosinase(77-341) | Tyrosinase_C(460-580)	none	none
A0ABR4B4U8	discarded	105	1	1	Tyrosinase(10-105)	none	none
A0ABR4BMK5	canonical	615	2	2	Tyrosinase(93-349) | Tyrosinase_C(454-575)	none	none
A0ABR4BR18	noncanonical	736	2	1	Tyrosinase(105-301)	none	none
A0ABR4BS06	canonical	602	2	2	Tyrosinase(98-354) | Tyrosinase_C(452-574)	none	none
A0ABR4BSY9	canonical	318	1	1	Tyrosinase(68-264)	none	none
A0ABR4BU17	canonical	400	1	1	Tyrosinase(105-337)	none	none
A0ABR4BXE5	canonical	393	1	1	Tyrosinase(105-335)	none	none
A0ABR4BXU6	canonical	397	2	1	Tyrosinase(113-340)	none	none
A0ABR4BXW4	canonical	399	2	1	Tyrosinase(115-342)	none	none
A0ABR4C2Q2	canonical	368	1	1	Tyrosinase(123-310)	none	none
A0ABR4C2T6	noncanonical	411	1	1	Tyrosinase(154-359)	none	none
A0ABR4C3G6	canonical	390	1	1	Tyrosinase(97-330)	none	none
A0ABR4C8S7	canonical	401	2	1	Tyrosinase(104-334)	none	none
A0ABR4CCE3	canonical	588	2	2	Tyrosinase(76-325) | Tyrosinase_C(434-550)	none	none
A0ABR4CF27	noncanonical	363	1	1	Tyrosinase(116-311)	none	none
A0ABR4CKZ7	canonical	715	3	2	Tyrosinase(57-344) | Tyrosinase_C(536-675)	none	none
A0ABR4CMD4	canonical	362	1	1	Tyrosinase(70-254)	none	none
A0ABR4CP80	canonical	377	1	1	Tyrosinase(103-320)	none	none
A0ABR4CSW7	canonical	982	3	5	Tyrosinase(71-254) | Zn_clus(365-403) | AflR(513-609) | NAD_binding_10(707-867) | NmrA(713-900)	Zn_clus(365-403) | AflR(513-609) | NAD_binding_10(707-867) | NmrA(713-900)	PF00172;PF05368;PF08493;PF13460
A0ABR4D0F2	canonical	372	1	1	Tyrosinase(97-316)	none	none
A0ABR4D3J7	canonical	434	1	1	Tyrosinase(139-375)	none	none
A0ABR4D689	canonical	383	1	1	Tyrosinase(102-324)	none	none
A0ABR4D8M6	discarded	385	1	1	Tyrosinase(111-328)	none	none
A0ABR4D8N5	canonical	532	2	1	Tyrosinase(36-340)	none	none
A0ABR4D8P1	canonical	386	1	1	Tyrosinase(100-325)	none	none
A0ABR4D8P8	canonical	365	1	1	Tyrosinase(74-259)	none	none
A0ABR4DEN7	discarded	364	1	1	Tyrosinase(108-307)	none	none
A0ABR4DGW0	canonical	375	1	1	Tyrosinase(89-315)	none	none
A0ABR4DJH0	canonical	411	2	1	Tyrosinase(114-350)	none	none
A0ABR4DLK4	discarded	280	1	1	Tyrosinase(25-132)	none	none
A0ABR4DNW5	canonical	479	1	1	Tyrosinase(173-407)	none	none
A0ABR4DW00	discarded	236	2	1	Tyrosinase(73-226)	none	none
A0ABR4DW42	canonical	329	1	1	Tyrosinase(73-270)	none	none
A0ABR4DWL1	canonical	335	1	1	Tyrosinase(74-258)	none	none
A0ABR4DWM4	discarded	240	1	1	Tyrosinase(16-226)	none	none
A0ABR4DYZ8	canonical	286	1	1	Tyrosinase(14-208)	none	none
A0ABR4E1W3	canonical	409	2	1	Tyrosinase(110-345)	none	none
A0ABR4E290	canonical	337	1	1	Tyrosinase(67-282)	none	none
A0ABR4E567	canonical	653	2	2	Tyrosinase(63-331) | Tyrosinase_C(489-609)	none	none
A0ABR4E8U4	canonical	411	1	1	Tyrosinase(107-350)	none	none
A0ABR4E9I8	canonical	307	1	1	Tyrosinase(54-239)	none	none
A0ABR4EAY1	canonical	355	1	1	Tyrosinase(102-294)	none	none
A0ABR4EB01	canonical	537	2	1	Tyrosinase(36-334)	none	none
A0ABR4EBK6	canonical	364	1	1	Tyrosinase(95-303)	none	none
A0ABR4EBM5	canonical	350	1	1	Tyrosinase(78-292)	none	none
A0ABR4ECI4	canonical	385	1	1	Tyrosinase(100-328)	none	none
A0ABR4EH23	canonical	387	1	1	Tyrosinase(99-330)	none	none
A0ABR4EHH4	canonical	602	3	2	Tyrosinase(80-322) | Tyrosinase_C(463-565)	none	none
A0ABR4EPJ2	canonical	375	1	1	Tyrosinase(93-318)	none	none
A0ABR4EPS8	discarded	331	2	1	Tyrosinase(117-326)	none	none
A0ABR4EPU0	noncanonical	367	2	2	Tyrosinase(117-276) | Tyrosinase(266-306)	none	none
A0ABR4EQB8	discarded	289	1	1	Tyrosinase(13-219)	none	none
A0ABR4ES42	noncanonical	325	1	1	Tyrosinase(81-250)	none	none
A0ABR4EVQ9	canonical	338	1	1	Tyrosinase(70-282)	none	none
A0ABR4EW25	canonical	406	2	1	Tyrosinase(105-342)	none	none
A0ABR4EWG9	canonical	394	1	1	Tyrosinase(102-332)	none	none
A0ABR4F3F3	discarded	128	1	1	Tyrosinase(69-128)	none	none
A0ABR4F3V9	discarded	145	1	1	Tyrosinase(1-75)	none	none
A0ABR4F4B0	canonical	344	1	1	Tyrosinase(74-264)	none	none
A0ABR4F7J8	canonical	644	3	2	Tyrosinase(97-353) | Tyrosinase_C(501-617)	none	none
A0ABR4FEW3	canonical	325	1	1	Tyrosinase(56-248)	none	none
A0ABR4FF87	discarded	236	1	1	Tyrosinase(1-160)	none	none
A0ABR4FJN7	canonical	348	1	1	Tyrosinase(71-291)	none	none
A0ABR4FP14	canonical	385	1	1	Tyrosinase(94-329)	none	none
A0ABR4FSG3	canonical	341	1	1	Tyrosinase(63-283)	none	none
A0ABR4G1Z0	canonical	332	1	1	Tyrosinase(71-256)	none	none
A0ABR4G333	discarded	917	3	2	Tyrosinase(61-346) | Tyrosinase_C(464-595)	none	none
A0ABR4G5U9	canonical	817	3	3	Tyrosinase(69-354) | Tyrosinase_C(472-600) | Gal-bind_lectin(659-801)	Gal-bind_lectin(659-801)	PF00337
A0ABR4G8E9	canonical	383	1	1	Tyrosinase(98-326)	none	none
A0ABR4GE68	canonical	837	3	2	Tyrosinase(58-339) | Tyrosinase_C(467-594)	none	none
A0ABR4GER8	canonical	646	2	2	Tyrosinase(58-344) | Tyrosinase_C(460-594)	none	none
A0ABR4GQ44	canonical	370	1	1	Tyrosinase(78-310)	none	none
A0ABR4GV13	discarded	103	1	1	Tyrosinase(1-44)	none	none
A0ABR4GV96	canonical	383	1	1	Tyrosinase(98-326)	none	none
A0ABR4H8T2	canonical	337	1	1	Tyrosinase(84-275)	none	none
A0ABR4H9X8	canonical	815	3	2	Tyrosinase(58-339) | Tyrosinase_C(467-594)	none	none
A0ABR4HCD2	canonical	843	3	3	Tyrosinase(95-380) | Tyrosinase_C(498-626) | Gal-bind_lectin(685-825)	Gal-bind_lectin(685-825)	PF00337
A0ABR4HCM5	discarded	243	1	2	Tyrosinase(31-160) | Tyrosinase(157-188)	none	none
A0ABR4HDU1	canonical	332	1	1	Tyrosinase(70-256)	none	none
A0ABR4HNK9	canonical	336	1	1	Tyrosinase(63-278)	none	none
A0ABR4HXD7	canonical	385	1	1	Tyrosinase(98-326)	none	none
A0ABR4I3Y8	canonical	341	1	1	Tyrosinase(73-284)	none	none
A0ABR4I7K7	discarded	554	2	2	Tyrosinase(7-276) | Tyrosinase_C(373-503)	none	none
A0ABR4IBP9	canonical	817	3	3	Tyrosinase(67-352) | Tyrosinase_C(472-600) | Gal-bind_lectin(665-802)	Gal-bind_lectin(665-802)	PF00337
A0ABR4IDF7	canonical	812	3	2	Tyrosinase(58-339) | Tyrosinase_C(467-596)	none	none
A0ABR4IDY3	canonical	812	3	2	Tyrosinase(60-369) | Tyrosinase_C(485-615)	none	none
A0ABR4IKC7	canonical	590	2	2	Tyrosinase(42-314) | Tyrosinase_C(425-552)	none	none
A0ABR4IXB4	discarded	394	2	1	Tyrosinase(4-163)	none	none
A0ABR4J435	discarded	112	1	1	Tyrosinase(1-36)	none	none
A0ABR4J840	canonical	336	1	1	Tyrosinase(63-278)	none	none
A0ABR4JCY8	canonical	385	1	1	Tyrosinase(96-324)	none	none
A0ABR4JHA9	canonical	332	1	1	Tyrosinase(57-275)	none	none
A0ABR4JK57	canonical	383	1	1	Tyrosinase(98-326)	none	none
A0ABR4JLU6	discarded	266	1	1	Tyrosinase(63-193)	none	none
A0ABR4JRZ7	canonical	797	3	2	Tyrosinase(58-339) | Tyrosinase_C(467-594)	none	none
A0ABR4JU41	canonical	309	1	1	Tyrosinase(48-233)	none	none
A0ABR4JYB3	discarded	322	1	1	Tyrosinase(7-192)	none	none
A0ABR4K0T4	canonical	643	2	2	Tyrosinase(59-344) | Tyrosinase_C(456-602)	none	none
A0ABR4K145	noncanonical	928	3	2	Tyrosinase(61-344) | Tyrosinase_C(459-590)	none	none
A0ABR4K278	discarded	247	1	1	Tyrosinase(1-182)	none	none
A0ABR4KDN5	canonical	308	1	1	Tyrosinase(55-246)	none	none
A0ABR4KER6	canonical	844	3	3	Tyrosinase(96-381) | Tyrosinase_C(499-627) | Gal-bind_lectin(689-825)	Gal-bind_lectin(689-825)	PF00337
A0ABR4KG36	canonical	383	1	1	Tyrosinase(98-326)	none	none
A0ABR4KKS7	canonical	334	1	1	Tyrosinase(71-258)	none	none
A0ABR4KNX9	canonical	344	1	1	Tyrosinase(67-287)	none	none
A0ABR4KP32	canonical	367	1	1	Tyrosinase(78-310)	none	none
A0ABR4KUJ7	canonical	947	3	2	Tyrosinase(60-350) | Tyrosinase_C(464-595)	none	none
A0ABR4L7C4	canonical	797	3	2	Tyrosinase(58-339) | Tyrosinase_C(467-594)	none	none
A0ABR4L7P9	canonical	817	3	3	Tyrosinase(69-354) | Tyrosinase_C(472-600) | Gal-bind_lectin(659-800)	Gal-bind_lectin(659-800)	PF00337
A0ABR4L8V8	discarded	733	2	2	Tyrosinase(43-242) | Aa_trans(316-712)	Aa_trans(316-712)	PF01490
A0ABR4LCV8	canonical	391	2	1	Tyrosinase(98-330)	none	none
A0ABR4LE59	canonical	383	1	1	Tyrosinase(98-326)	none	none
A0ABR4LF00	canonical	336	1	1	Tyrosinase(63-278)	none	none
A0ABR4LTL3	canonical	800	3	2	Tyrosinase(58-339) | Tyrosinase_C(467-594)	none	none
A0ABR4MAT1	canonical	651	2	2	Tyrosinase(99-355) | Tyrosinase_C(504-620)	none	none
A0ABR4MJE6	discarded	400	2	1	Tyrosinase(1-126)	none	none
A0ABR4MJG9	discarded	173	1	1	Tyrosinase(73-171)	none	none
A0ABR4MVH6	canonical	907	3	4	Tyrosinase(69-251) | Peptidase_M18(422-729) | Peptidase_M18(759-894) | Peptidase_M42(761-889)	Peptidase_M18(422-729) | Peptidase_M18(759-894) | Peptidase_M42(761-889)	PF02127;PF05343
A0ABR4MW11	canonical	601	2	1	Tyrosinase(54-243)	none	none
A0ABR4MW32	canonical	536	3	1	Tyrosinase(147-332)	none	none
A0ABR4MZM3	canonical	452	2	1	Tyrosinase(62-246)	none	none
A0ABR4MZM9	canonical	454	2	1	Tyrosinase(64-249)	none	none
A0ABR4N7Z8	canonical	522	2	1	Tyrosinase(61-245)	none	none
A0ABR4N804	canonical	673	2	1	Tyrosinase(63-247)	none	none
A0ABR4NDE5	noncanonical	500	2	1	Tyrosinase(73-270)	none	none
A0ABR4NFM0	canonical	547	2	1	Tyrosinase(55-247)	none	none
A0ABR4NFV2	canonical	778	2	5	Chitin_bind_1(22-60) | Chitin_bind_1(80-116) | Chitin_bind_1(132-172) | Chitin_bind_1(219-257) | Tyrosinase(370-551)	Chitin_bind_1(22-60) | Chitin_bind_1(80-116) | Chitin_bind_1(132-172) | Chitin_bind_1(219-257)	PF00187
A0ABR4NFV4	canonical	694	2	4	Chitin_bind_1(24-62) | Chitin_bind_1(85-125) | Chitin_bind_1(189-229) | Tyrosinase(299-484)	Chitin_bind_1(24-62) | Chitin_bind_1(85-125) | Chitin_bind_1(189-229)	PF00187
A0ABR4NG22	canonical	515	2	1	Tyrosinase(117-302)	none	none
A0ABR4NG28	canonical	764	2	3	Chitin_bind_1(192-232) | Chitin_bind_1(259-299) | Tyrosinase(369-554)	Chitin_bind_1(192-232) | Chitin_bind_1(259-299)	PF00187
A0ABR4NG98	canonical	702	2	1	Tyrosinase(285-478)	none	none
A0ABR4P3T3	canonical	415	1	1	Tyrosinase(123-344)	none	none
A0ABR4P5T0	canonical	385	1	1	Tyrosinase(94-327)	none	none
A0ABR4P7F6	canonical	618	2	2	Tyrosinase(83-337) | Tyrosinase_C(465-588)	none	none
A0ABR4P8H6	canonical	310	1	1	Tyrosinase(35-253)	none	none
A0ABR4PA24	discarded	211	1	1	Tyrosinase(8-153)	none	none
A0ABR4PC11	canonical	587	2	2	Tyrosinase(78-328) | Tyrosinase_C(434-551)	none	none
A0ABR4PFB3	discarded	209	1	1	Tyrosinase(98-209)	none	none
A0ABR4PG57	canonical	396	1	1	Tyrosinase(109-339)	none	none
A0ABR4PIV4	discarded	224	1	1	Tyrosinase(1-172)	none	none
A0ABR4PQV3	canonical	411	1	1	Tyrosinase(118-350)	none	none
A0ABR4PTF1	canonical	677	2	2	Tyrosinase(54-381) | Tyrosinase_C(482-623)	none	none
A0ABR4PYK1	discarded	652	3	2	Tyrosinase(57-319) | Tyrosinase_C(473-612)	none	none
A0ABR4TSS6	canonical	581	3	1	Tyrosinase(114-342)	none	none
A0ABR4UQW9	canonical	505	2	2	Tyrosinase(39-265) | DUF7868(355-501)	DUF7868(355-501)	PF25271
A0ABR4YW72	canonical	506	2	4	Tyrosinase(77-204) | Tyrosinase(187-276) | PPO1_DWL(281-331) | DUF7868(343-484)	PPO1_DWL(281-331) | DUF7868(343-484)	PF12142;PF25271
A0ABR5F0S2	canonical	338	2	1	Tyrosinase(46-268)	none	none
A0ABR5H1K7	canonical	512	2	1	Tyrosinase(70-260)	none	none
A0ABR5HYB5	canonical	288	2	1	Tyrosinase(29-239)	none	none
A0ABR5MCM1	canonical	318	2	1	Tyrosinase(28-253)	none	none
A0ABR5T3D8	canonical	539	2	1	Tyrosinase(46-335)	none	none
A0ABR5T4C4	canonical	522	2	2	Tyrosinase(48-271) | DUF7868(361-520)	DUF7868(361-520)	PF25271
A0ABR5Y6J9	canonical	581	3	1	Tyrosinase(114-342)	none	none
A0ABR6ED79	canonical	273	2	1	Tyrosinase(28-229)	none	none
A0ABR6EFA7	canonical	321	2	1	Tyrosinase(43-271)	none	none
A0ABR6V5Y3	canonical	608	3	1	Tyrosinase(150-379)	none	none
A0ABR6YEY6	canonical	657	3	2	Tyrosinase(183-416) | DUF7868(508-654)	DUF7868(508-654)	PF25271
A0ABR7J057	canonical	479	2	2	Tyrosinase(59-180) | Tyrosinase(150-263)	none	none
A0ABR7QDC1	noncanonical	267	1	2	Tyrosinase(26-174) | Tyrosinase(167-217)	none	none
A0ABR7X7G4	canonical	534	2	1	Tyrosinase(44-318)	none	none
A0ABR7X9J7	noncanonical	501	2	2	Tyrosinase(71-193) | Tyrosinase(189-283)	none	none
A0ABR8BHZ7	canonical	417	2	1	Tyrosinase(142-328)	none	none
A0ABR8D7N7	canonical	436	2	1	Tyrosinase(142-337)	none	none
A0ABR8DNS8	canonical	414	2	1	Tyrosinase(84-328)	none	none
A0ABR8F8G4	canonical	407	2	1	Tyrosinase(85-329)	none	none
A0ABR8GF00	canonical	529	2	1	Tyrosinase(44-314)	none	none
A0ABR8GTX6	canonical	482	2	1	Tyrosinase(101-380)	none	none
A0ABR8I9V9	canonical	407	2	1	Tyrosinase(85-329)	none	none
A0ABR8K2N4	canonical	416	3	1	Tyrosinase(85-330)	none	none
A0ABR8K9D1	canonical	538	2	1	Tyrosinase(46-329)	none	none
A0ABR8L1I5	noncanonical	288	1	1	Tyrosinase(47-241)	none	none
A0ABR8NEN7	canonical	458	2	2	Tyrosinase(46-168) | Tyrosinase(169-232)	none	none
A0ABR8PTF7	canonical	307	1	1	Tyrosinase(80-267)	none	none
A0ABR8RN98	canonical	491	2	2	Tyrosinase(52-252) | DUF7868(340-488)	DUF7868(340-488)	PF25271
A0ABR8V0D8	canonical	491	2	2	Tyrosinase(52-252) | DUF7868(340-489)	DUF7868(340-489)	PF25271
A0ABR9BSA8	noncanonical	471	2	1	Tyrosinase(52-258)	none	none
A0ABR9DXX3	canonical	481	2	3	Tyrosinase(33-261) | PPO1_DWL(265-312) | DUF7868(329-480)	PPO1_DWL(265-312) | DUF7868(329-480)	PF12142;PF25271
A0ABR9GBI0	canonical	461	2	2	Tyrosinase(71-168) | Tyrosinase(137-222)	none	none
A0ABR9IXR7	canonical	531	2	2	Tyrosinase(36-274) | DUF7868(372-529)	DUF7868(372-529)	PF25271
A0ABR9NDC2	canonical	514	2	2	Tyrosinase(62-197) | Tyrosinase(180-280)	none	none
A0ABR9U2C3	canonical	453	2	1	Tyrosinase(85-329)	none	none
A0ABR9UPM7	canonical	507	2	3	Tyrosinase(78-276) | PPO1_DWL(283-329) | DUF7868(353-482)	PPO1_DWL(283-329) | DUF7868(353-482)	PF12142;PF25271
A0ABS0HZN9	canonical	541	2	1	Tyrosinase(46-335)	none	none
A0ABS0SWE3	canonical	572	2	1	Tyrosinase(78-324)	none	none
A0ABS0T0L3	canonical	489	2	1	Tyrosinase(68-249)	none	none
A0ABS0VDK6	canonical	320	2	1	Tyrosinase(28-255)	none	none
A0ABS0WY81	canonical	289	2	1	Tyrosinase(29-238)	none	none
A0ABS0XFN5	canonical	275	1	1	Tyrosinase(28-229)	none	none
A0ABS1DFY7	canonical	528	2	2	Tyrosinase(124-225) | Tyrosinase(194-291)	none	none
A0ABS1MHS4	canonical	681	3	9	LysM(4-48) | LysM3_LYK4_5(57-102) | LysM(58-102) | LysM(112-156) | LysM3_LYK4_5(165-205) | LysM(166-209) | Tyrosinase(252-360) | Tyrosinase(336-451) | DUF7868(518-681)	LysM(4-48) | LysM3_LYK4_5(57-102) | LysM(58-102) | LysM(112-156) | LysM3_LYK4_5(165-205) | LysM(166-209) | DUF7868(518-681)	PF01476;PF23473;PF25271
A0ABS1MJM2	canonical	272	2	1	Tyrosinase(28-229)	none	none
A0ABS1NBW5	canonical	272	2	1	Tyrosinase(28-229)	none	none
A0ABS1NZB4	canonical	288	2	1	Tyrosinase(29-239)	none	none
A0ABS1P986	canonical	273	1	1	Tyrosinase(28-229)	none	none
A0ABS1QI48	canonical	504	2	2	Tyrosinase(39-264) | DUF7868(354-500)	DUF7868(354-500)	PF25271
A0ABS1RBF0	canonical	532	2	1	Tyrosinase(55-313)	none	none
A0ABS1RZA0	canonical	532	2	1	Tyrosinase(55-313)	none	none
A0ABS1WIG2	canonical	562	3	1	Tyrosinase(151-363)	none	none
A0ABS2HUL9	canonical	287	2	1	Tyrosinase(28-238)	none	none
A0ABS2LFC1	canonical	491	2	2	Tyrosinase(52-252) | DUF7868(340-491)	DUF7868(340-491)	PF25271
A0ABS2REX7	canonical	574	3	2	Tyrosinase(152-359) | DUF7868(435-574)	DUF7868(435-574)	PF25271
A0ABS2TSI9	canonical	287	2	1	Tyrosinase(28-238)	none	none
A0ABS2UQ77	canonical	286	2	1	Tyrosinase(28-237)	none	none
A0ABS2UW05	canonical	388	2	1	Tyrosinase(30-223)	none	none
A0ABS2VLA9	canonical	274	1	1	Tyrosinase(28-229)	none	none
A0ABS2VTD6	canonical	288	2	1	Tyrosinase(29-239)	none	none
A0ABS2XY84	discarded	129	1	1	Tyrosinase(2-72)	none	none
A0ABS2YJW5	canonical	531	1	1	Tyrosinase(174-409)	none	none
A0ABS2YMB6	canonical	529	2	1	Tyrosinase(172-407)	none	none
A0ABS2YMS8	canonical	501	2	1	Tyrosinase(177-394)	none	none
A0ABS2YYH9	canonical	530	1	1	Tyrosinase(172-407)	none	none
A0ABS3GM00	canonical	514	2	2	Tyrosinase(37-257) | DUF7868(345-512)	DUF7868(345-512)	PF25271
A0ABS3J5N9	canonical	535	2	3	Tyrosinase(67-192) | Tyrosinase(173-274) | DUF7868(388-535)	DUF7868(388-535)	PF25271
A0ABS4DL98	canonical	484	2	2	Tyrosinase(53-155) | Tyrosinase(122-217)	none	none
A0ABS4DM05	canonical	420	2	2	Tyrosinase(10-97) | Tyrosinase(77-162)	none	none
A0ABS4DS94	discarded	357	2	1	Tyrosinase(36-117)	none	none
A0ABS4DZD4	canonical	497	2	2	Tyrosinase(39-259) | DUF7868(336-495)	DUF7868(336-495)	PF25271
A0ABS4KYF1	canonical	287	2	1	Tyrosinase(28-238)	none	none
A0ABS4KZV5	canonical	282	1	1	Tyrosinase(28-229)	none	none
A0ABS4R055	canonical	536	2	1	Tyrosinase(53-311)	none	none
A0ABS4R1Z8	canonical	358	1	1	Tyrosinase(83-264)	none	none
A0ABS4VHP3	canonical	286	2	1	Tyrosinase(28-237)	none	none
A0ABS4XWU1	canonical	442	2	2	Tyrosinase(37-150) | Tyrosinase(121-203)	none	none
A0ABS4Y2A7	canonical	272	1	1	Tyrosinase(28-229)	none	none
A0ABS4Y2C4	canonical	273	1	1	Tyrosinase(28-229)	none	none
A0ABS5FGA5	canonical	521	2	1	Tyrosinase(65-309)	none	none
A0ABS5JAM9	canonical	558	2	1	Tyrosinase(45-350)	none	none
A0ABS6PD98	canonical	524	2	3	Tyrosinase(37-157) | Tyrosinase(167-270) | DUF7868(364-522)	DUF7868(364-522)	PF25271
A0ABS6QBR2	canonical	608	3	1	Tyrosinase(150-379)	none	none
A0ABS6RRF5	canonical	321	2	1	Tyrosinase(28-255)	none	none
A0ABS6TYA9	canonical	286	2	1	Tyrosinase(28-237)	none	none
A0ABS6YV96	canonical	246	2	1	Tyrosinase(29-239)	none	none
A0ABS6Z6P8	canonical	281	1	1	Tyrosinase(28-229)	none	none
A0ABS6ZER2	canonical	287	2	1	Tyrosinase(28-237)	none	none
A0ABS7FAN1	canonical	471	2	2	Tyrosinase(9-228) | DUF7868(312-470)	DUF7868(312-470)	PF25271
A0ABS7FI94	canonical	516	2	2	Tyrosinase(37-263) | DUF7868(354-513)	DUF7868(354-513)	PF25271
A0ABS7Q4E0	canonical	288	2	1	Tyrosinase(28-238)	none	none
A0ABS7W4I0	canonical	288	2	1	Tyrosinase(29-239)	none	none
A0ABS7ZZT8	canonical	560	2	2	Tyrosinase(46-311) | DUF7868(414-559)	DUF7868(414-559)	PF25271
A0ABS8ACT9	canonical	536	2	1	Tyrosinase(46-329)	none	none
A0ABS8B4K5	canonical	287	2	1	Tyrosinase(28-238)	none	none
A0ABS8B757	canonical	287	2	1	Tyrosinase(28-237)	none	none
A0ABS8DZX9	canonical	284	2	1	Tyrosinase(28-229)	none	none
A0ABS8E1Y1	canonical	287	2	1	Tyrosinase(28-238)	none	none
A0ABS8EGX4	canonical	280	2	1	Tyrosinase(28-229)	none	none
A0ABS8I9C0	canonical	414	2	1	Tyrosinase(84-328)	none	none
A0ABS8JIA8	noncanonical	501	2	2	Tyrosinase(65-171) | Tyrosinase(172-270)	none	none
A0ABS8JID1	noncanonical	509	2	4	Tyrosinase(65-206) | Tyrosinase(176-272) | PPO1_DWL(277-327) | DUF7868(352-509)	PPO1_DWL(277-327) | DUF7868(352-509)	PF12142;PF25271
A0ABS8LUU6	canonical	488	2	2	Tyrosinase(60-191) | Tyrosinase(162-273)	none	none
A0ABS8MPT4	canonical	753	3	1	Tyrosinase(154-393)	none	none
A0ABS8RTR4	canonical	598	2	3	Tyrosinase(173-386) | PPO1_DWL(392-443) | PPO1_KFDV(463-595)	PPO1_DWL(392-443) | PPO1_KFDV(463-595)	PF12142;PF12143
A0ABS8RU68	canonical	594	2	3	Tyrosinase(167-376) | PPO1_DWL(382-433) | PPO1_KFDV(454-589)	PPO1_DWL(382-433) | PPO1_KFDV(454-589)	PF12142;PF12143
A0ABS8TSD9	canonical	636	2	3	Tyrosinase(210-423) | PPO1_DWL(429-480) | PPO1_KFDV(500-633)	PPO1_DWL(429-480) | PPO1_KFDV(500-633)	PF12142;PF12143
A0ABS8UM97	discarded	215	1	1	Tyrosinase(97-169)	none	none
A0ABS8VHU1	discarded	279	2	3	Tyrosinase(5-75) | PPO1_DWL(81-130) | PPO1_KFDV(152-279)	PPO1_DWL(81-130) | PPO1_KFDV(152-279)	PF12142;PF12143
A0ABS8VKZ7	discarded	178	1	1	Tyrosinase(85-177)	none	none
A0ABS8VLK7	canonical	615	2	3	Tyrosinase(185-393) | PPO1_DWL(399-450) | PPO1_KFDV(483-613)	PPO1_DWL(399-450) | PPO1_KFDV(483-613)	PF12142;PF12143
A0ABS8ZNX7	canonical	271	2	1	Tyrosinase(28-228)	none	none
A0ABS9FD76	canonical	604	3	1	Tyrosinase(150-379)	none	none
A0ABS9G7M5	canonical	595	3	1	Tyrosinase(150-379)	none	none
A0ABS9JNH7	canonical	288	2	1	Tyrosinase(29-239)	none	none
A0ABS9JT96	canonical	273	2	1	Tyrosinase(28-229)	none	none
A0ABS9P1C3	canonical	487	2	2	Tyrosinase(37-259) | DUF7868(337-484)	DUF7868(337-484)	PF25271
A0ABS9XB71	canonical	288	2	1	Tyrosinase(29-239)	none	none
A0ABS9XX40	canonical	288	2	1	Tyrosinase(29-239)	none	none
A0ABT0I9D3	canonical	292	2	1	Tyrosinase(31-242)	none	none
A0ABT0IJQ0	canonical	275	2	1	Tyrosinase(28-229)	none	none
A0ABT0JVE8	canonical	518	2	2	Tyrosinase(37-257) | DUF7868(349-516)	DUF7868(349-516)	PF25271
A0ABT0JVX1	canonical	514	2	3	Tyrosinase(37-184) | Tyrosinase(159-257) | DUF7868(351-512)	DUF7868(351-512)	PF25271
A0ABT0NYG0	canonical	288	2	1	Tyrosinase(29-239)	none	none
A0ABT0P269	canonical	273	1	1	Tyrosinase(28-229)	none	none
A0ABT0UM60	canonical	289	2	1	Tyrosinase(28-240)	none	none
A0ABT0UYQ7	canonical	274	2	1	Tyrosinase(28-230)	none	none
A0ABT0WZ33	canonical	567	2	2	Tyrosinase(122-213) | Tyrosinase(204-306)	none	none
A0ABT1J826	canonical	275	1	1	Tyrosinase(28-229)	none	none
A0ABT1P7V4	canonical	294	2	1	Tyrosinase(19-249)	none	none
A0ABT1QQK3	canonical	493	2	3	Tyrosinase(64-197) | Tyrosinase(176-269) | DUF7868(335-493)	DUF7868(335-493)	PF25271
A0ABT1U935	canonical	296	2	2	Tyrosinase(65-151) | Tyrosinase(153-255)	none	none
A0ABT2ABP4	canonical	566	2	1	Tyrosinase(78-325)	none	none
A0ABT2B8Y5	canonical	288	2	1	Tyrosinase(29-239)	none	none
A0ABT2BD08	canonical	273	1	1	Tyrosinase(28-229)	none	none
A0ABT2BQ25	canonical	557	2	1	Tyrosinase(76-324)	none	none
A0ABT2C4F0	canonical	476	2	2	Tyrosinase(48-153) | Tyrosinase(137-219)	none	none
A0ABT2CDJ1	canonical	275	1	1	Tyrosinase(28-229)	none	none
A0ABT2CNF8	canonical	288	2	1	Tyrosinase(29-239)	none	none
A0ABT2CYD8	canonical	479	2	2	Tyrosinase(68-150) | Tyrosinase(126-220)	none	none
A0ABT2D037	canonical	497	2	2	Tyrosinase(36-151) | Tyrosinase(133-218)	none	none
A0ABT2DI07	canonical	557	2	1	Tyrosinase(75-324)	none	none
A0ABT2IX21	canonical	505	2	2	Tyrosinase(39-265) | DUF7868(355-501)	DUF7868(355-501)	PF25271
A0ABT2ZPY2	canonical	596	3	1	Tyrosinase(150-379)	none	none
A0ABT3TTM1	canonical	292	2	1	Tyrosinase(31-242)	none	none
A0ABT3VD37	canonical	288	2	1	Tyrosinase(29-239)	none	none
A0ABT3YMY5	canonical	485	2	3	Tyrosinase(37-174) | Tyrosinase(184-248) | DUF7868(325-480)	DUF7868(325-480)	PF25271
A0ABT3YNN3	canonical	507	3	2	Tyrosinase(137-234) | Tyrosinase(219-315)	none	none
