accession,taxid,kingdom,phylum,genus
A0ABN9Z792,59473,Animals,Chordata,Pipistrellus
A0ABN9ZY76,59473,Animals,Chordata,Pipistrellus
A0ABP0AEH5,59473,Animals,Chordata,Pipistrellus
A0ABP0B1V4,671064,Fungi,Ascomycota,Sporothrix
A0ABP0B4Q9,1812306,Fungi,Ascomycota,Sporothrix
A0ABP0B5B5,1260050,Fungi,Ascomycota,Sporothrix
A0ABP0BGA7,1812306,Fungi,Ascomycota,Sporothrix
A0ABP0BLZ2,671064,Fungi,Ascomycota,Sporothrix
A0ABP0BR20,1260050,Fungi,Ascomycota,Sporothrix
A0ABP0BX44,671064,Fungi,Ascomycota,Sporothrix
A0ABP0C0L0,1260050,Fungi,Ascomycota,Sporothrix
A0ABP0C381,1812306,Fungi,Ascomycota,Sporothrix
A0ABP0CA47,671064,Fungi,Ascomycota,Sporothrix
A0ABP0CJR6,671064,Fungi,Ascomycota,Sporothrix
A0ABP0CPT3,1812306,Fungi,Ascomycota,Sporothrix
A0ABP0CQN5,1260050,Fungi,Ascomycota,Sporothrix
A0ABP0CRD0,1260050,Fungi,Ascomycota,Sporothrix
A0ABP0CYK4,1812306,Fungi,Ascomycota,Sporothrix
A0ABP0CZW6,1812306,Fungi,Ascomycota,Sporothrix
A0ABP0D4G3,1812306,Fungi,Ascomycota,Sporothrix
A0ABP0DC11,1892477,Fungi,Ascomycota,Sporothrix
A0ABP0DT38,1892477,Fungi,Ascomycota,Sporothrix
A0ABP0E3D2,1892477,Fungi,Ascomycota,Sporothrix
A0ABP0E3V5,1892477,Fungi,Ascomycota,Sporothrix
A0ABP0EXG3,159417,Animals,Chordata,Clavelina
A0ABP0G7M0,159417,Animals,Chordata,Clavelina
A0ABP0GBU0,159417,Animals,Chordata,Clavelina
A0ABP0IRN3,1381693,?,?,Durusdinium
A0ABP0KF76,1381693,?,?,Durusdinium
A0ABP0NLQ2,1381693,?,?,Durusdinium
A0ABP0TM15,128251,Plants,Streptophyta,Sphagnum
A0ABP0TM67,128251,Plants,Streptophyta,Sphagnum
A0ABP0TNT6,128251,Plants,Streptophyta,Sphagnum
A0ABP0UC15,128251,Plants,Streptophyta,Sphagnum
A0ABP0UIY3,128251,Plants,Streptophyta,Sphagnum
A0ABP0VZF5,128206,Plants,Streptophyta,Sphagnum
A0ABP0W0B1,128206,Plants,Streptophyta,Sphagnum
A0ABP0W2M0,128206,Plants,Streptophyta,Sphagnum
A0ABP0W2U2,128206,Plants,Streptophyta,Sphagnum
A0ABP0WCH2,128206,Plants,Streptophyta,Sphagnum
A0ABP0WXT2,128206,Plants,Streptophyta,Sphagnum
A0ABP0Z3S1,252529,Plants,Streptophyta,Citrullus
A0ABP1A236,128206,Plants,Streptophyta,Sphagnum
A0ABP1AIF6,128206,Plants,Streptophyta,Sphagnum
A0ABP1AIV3,128206,Plants,Streptophyta,Sphagnum
A0ABP1AJX3,128206,Plants,Streptophyta,Sphagnum
A0ABP1AWT6,128206,Plants,Streptophyta,Sphagnum
A0ABP1BGF3,128206,Plants,Streptophyta,Sphagnum
A0ABP1DHZ5,3059160,Fungi,Basidiomycota,Somion
A0ABP2EM81,559297,Fungi,Ascomycota,Ajellomyces
A0ABP2ENL8,559297,Fungi,Ascomycota,Ajellomyces
A0ABP2EPS6,559297,Fungi,Ascomycota,Ajellomyces
A0ABP2EXC6,559297,Fungi,Ascomycota,Ajellomyces
A0ABP2UGM9,981331,Bacteria,Pseudomonadota,Acinetobacter
A0ABP3F3E3,67342,Bacteria,Actinomycetota,Streptomyces
A0ABP3FXV5,68180,Bacteria,Actinomycetota,Streptomyces
A0ABP3R282,68191,Bacteria,Actinomycetota,Streptomyces
A0ABP3RTT2,68191,Bacteria,Actinomycetota,Streptomyces
A0ABP4FJU9,229486,Bacteria,Actinomycetota,Streptomyces
A0ABP4IQF3,221725,Bacteria,Actinomycetota,Kitasatospora
A0ABP5BXB2,344164,Bacteria,Actinomycetota,Microbacterium
A0ABP5DL08,344165,Bacteria,Actinomycetota,Microbacterium
A0ABP5F1Z3,280238,Bacteria,Actinomycetota,Nocardiopsis
A0ABP5LRU8,407974,Bacteria,Actinomycetota,Kitasatospora
A0ABP5NC15,295352,Bacteria,Actinomycetota,Streptomyces
A0ABP5RDW2,1972,Bacteria,Actinomycetota,Streptomyces
A0ABP5WHK2,66879,Bacteria,Actinomycetota,Streptomyces
A0ABP5Y0E6,1948,Bacteria,Actinomycetota,Streptomyces
A0ABP6CC76,552788,Bacteria,Actinomycetota,Streptomyces
A0ABP6J473,332589,Bacteria,Actinomycetota,Streptomyces
A0ABP6LDI0,284452,Bacteria,Actinomycetota,Streptomyces
A0ABP6MHW8,332591,Bacteria,Actinomycetota,Streptomyces
A0ABP6MU71,68261,Bacteria,Actinomycetota,Streptomyces
A0ABP6N226,68261,Bacteria,Actinomycetota,Streptomyces
A0ABP6N5M7,68261,Bacteria,Actinomycetota,Streptomyces
A0ABP6N8U5,332591,Bacteria,Actinomycetota,Streptomyces
A0ABP6NZ63,285572,Bacteria,Actinomycetota,Streptomyces
A0ABP6SL32,285536,Bacteria,Actinomycetota,Streptomyces
A0ABP6TTD9,68256,Bacteria,Actinomycetota,Streptomyces
A0ABP6TTV3,68256,Bacteria,Actinomycetota,Streptomyces
A0ABP6UEY5,68256,Bacteria,Actinomycetota,Streptomyces
A0ABP6Y7W4,593134,Bacteria,Actinomycetota,Streptomyces
A0ABP6YPI7,593134,Bacteria,Actinomycetota,Streptomyces
A0ABP7AQD3,363863,Bacteria,Actinomycetota,Microlunatus
A0ABP7CDV4,1630594,Bacteria,Actinomycetota,Arthrobacter
A0ABP7CF56,531940,Bacteria,Actinomycetota,Lentzea
A0ABP7E721,1124239,Bacteria,Actinomycetota,Streptomyces
A0ABP7GLY1,647381,Bacteria,Actinomycetota,Streptomyces
A0ABP7IR36,647381,Bacteria,Actinomycetota,Streptomyces
A0ABP7K6H0,766498,Bacteria,Actinomycetota,Streptomyces
A0ABP7LA17,364901,Bacteria,Actinomycetota,Streptomyces
A0ABP7MTH8,364901,Bacteria,Actinomycetota,Streptomyces
A0ABP7Q1V0,692994,Bacteria,Bacteroidota,Mucilaginibacter
A0ABP7RLG0,511811,Bacteria,Actinomycetota,Streptomyces
A0ABP7SYX0,324855,Bacteria,Actinomycetota,Streptomyces
A0ABP7T4P6,511811,Bacteria,Actinomycetota,Streptomyces
A0ABP7U4J0,877209,Bacteria,Bacteroidota,Hymenobacter
A0ABP7UG62,653357,Bacteria,Actinomycetota,Streptomyces
A0ABP7VYG6,653357,Bacteria,Actinomycetota,Streptomyces
A0ABP8BC82,947309,Bacteria,Bacteroidota,Pedobacter
A0ABP8F492,1701086,Bacteria,Actinomycetota,Streptomyces
A0ABP8FQN7,1701086,Bacteria,Actinomycetota,Streptomyces
A0ABP8K801,552064,Bacteria,Actinomycetota,Fodinibacter
A0ABP8MTV3,1084526,Bacteria,Bacteroidota,Nibrella
A0ABP8T0G0,328075,Bacteria,Actinomycetota,Actinocorallia
A0ABP8Y9F1,490570,Bacteria,Actinomycetota,Pedococcus
A0ABP9A4H2,1176532,Bacteria,Bacteroidota,Flavobacterium
A0ABP9A5I6,568869,Bacteria,Actinomycetota,Streptomyces
A0ABP9B2P4,568869,Bacteria,Actinomycetota,Streptomyces
A0ABP9BY94,1045501,Bacteria,Actinomycetota,Streptomyces
A0ABP9C131,1176535,Bacteria,Pseudomonadota,Lysobacter
A0ABP9DA98,258051,Bacteria,Actinomycetota,Kitasatospora
A0ABP9EHI7,258051,Bacteria,Actinomycetota,Kitasatospora
A0ABP9II84,1274986,Bacteria,Actinomycetota,Streptomyces
A0ABP9ISJ0,598549,Bacteria,Actinomycetota,Streptomyces
A0ABP9JIT4,1274986,Bacteria,Actinomycetota,Streptomyces
A0ABP9SX05,551547,Bacteria,Actinomycetota,Streptomyces
A0ABQ0CQG4,79588,Fungi,Ascomycota,Epichloe
A0ABQ0CQG5,79588,Fungi,Ascomycota,Epichloe
A0ABQ0CRJ4,79588,Fungi,Ascomycota,Epichloe
A0ABQ0ENE7,105296,Animals,Chordata,Apodemus
A0ABQ0EZ56,105296,Animals,Chordata,Apodemus
A0ABQ0FIV4,105296,Animals,Chordata,Apodemus
A0ABQ0FYC3,1157608,Fungi,Ascomycota,Madurella
A0ABQ0FZ30,1157608,Fungi,Ascomycota,Madurella
A0ABQ0FZ51,1157608,Fungi,Ascomycota,Madurella
A0ABQ0FZE5,1157608,Fungi,Ascomycota,Madurella
A0ABQ0G1A9,1157608,Fungi,Ascomycota,Madurella
A0ABQ0G2N7,1157608,Fungi,Ascomycota,Madurella
A0ABQ0G3G5,1157608,Fungi,Ascomycota,Madurella
A0ABQ0G3Z9,1157608,Fungi,Ascomycota,Madurella
A0ABQ0G550,1157608,Fungi,Ascomycota,Madurella
A0ABQ0GAG7,1157608,Fungi,Ascomycota,Madurella
A0ABQ0GCI4,1157608,Fungi,Ascomycota,Madurella
A0ABQ0GE46,1157608,Fungi,Ascomycota,Madurella
A0ABQ0GEZ1,1157608,Fungi,Ascomycota,Madurella
A0ABQ0GG84,1157608,Fungi,Ascomycota,Madurella
A0ABQ0GGU2,1157608,Fungi,Ascomycota,Madurella
A0ABQ0GH37,1157608,Fungi,Ascomycota,Madurella
A0ABQ0GIZ5,1157608,Fungi,Ascomycota,Madurella
A0ABQ0GJE1,1157608,Fungi,Ascomycota,Madurella
A0ABQ0GM07,1157608,Fungi,Ascomycota,Madurella
A0ABQ0GPQ0,1157608,Fungi,Ascomycota,Madurella
A0ABQ0GT71,1157608,Fungi,Ascomycota,Madurella
A0ABQ0LIA8,658473,Fungi,Basidiomycota,Mycena
A0ABQ0M0Y9,658473,Fungi,Basidiomycota,Mycena
A0ABQ0M510,658473,Fungi,Basidiomycota,Mycena
A0ABQ0ZSR3,293939,Fungi,Ascomycota,Aspergillus
A0ABQ1ABT6,91492,Fungi,Ascomycota,Aspergillus
A0ABQ1APD1,293939,Fungi,Ascomycota,Aspergillus
A0ABQ1AV24,91492,Fungi,Ascomycota,Aspergillus
A0ABQ1B924,91492,Fungi,Ascomycota,Aspergillus
A0ABQ1RLT2,1071679,Bacteria,Pseudomonadota,Caballeronia
A0ABQ2E578,1616125,Bacteria,Actinomycetota,Streptomyces
A0ABQ2JWT7,1612435,Bacteria,Actinomycetota,Streptomyces
A0ABQ2LUN9,1923961,Bacteria,Actinomycetota,Streptomyces
A0ABQ2MLP6,1923961,Bacteria,Actinomycetota,Streptomyces
A0ABQ2P3U8,449662,Bacteria,Pseudomonadota,Silvimonas
A0ABQ2PJA9,449663,Bacteria,Pseudomonadota,Silvimonas
A0ABQ2TCK3,1941,Bacteria,Actinomycetota,Streptomyces
A0ABQ2WY11,68229,Bacteria,Actinomycetota,Streptomyces
A0ABQ2XU00,68229,Bacteria,Actinomycetota,Streptomyces
A0ABQ2Y6J9,66424,Bacteria,Actinomycetota,Streptomyces
A0ABQ2YFE6,66424,Bacteria,Actinomycetota,Streptomyces
A0ABQ2ZJI0,68193,Bacteria,Actinomycetota,Streptomyces
A0ABQ2ZPD0,67384,Bacteria,Actinomycetota,Streptomyces
A0ABQ3A0H8,67384,Bacteria,Actinomycetota,Streptomyces
A0ABQ3A433,68193,Bacteria,Actinomycetota,Streptomyces
A0ABQ3A6Y4,68193,Bacteria,Actinomycetota,Streptomyces
A0ABQ3BKU2,67362,Bacteria,Actinomycetota,Streptomyces
A0ABQ3CK16,285453,Bacteria,Actinomycetota,Streptomyces
A0ABQ3DKL5,68186,Bacteria,Actinomycetota,Streptomyces
A0ABQ3ESN0,68187,Bacteria,Actinomycetota,Streptomyces
A0ABQ3EXB9,68187,Bacteria,Actinomycetota,Streptomyces
A0ABQ3H056,1041641,Bacteria,Pseudomonadota,Jeongeupia
A0ABQ3NIH1,1961,Bacteria,Actinomycetota,Streptomyces
A0ABQ3NSB1,1961,Bacteria,Actinomycetota,Streptomyces
A0ABQ3NSC9,1961,Bacteria,Actinomycetota,Streptomyces
A0ABQ3P2D6,1873719,Bacteria,Actinomycetota,Streptomyces
A0ABQ3QAB7,66885,Bacteria,Actinomycetota,Streptomyces
A0ABQ3QGI0,67381,Bacteria,Actinomycetota,Streptomyces
A0ABQ3QML6,67381,Bacteria,Actinomycetota,Streptomyces
A0ABQ3R3N9,285531,Bacteria,Actinomycetota,Streptomyces
A0ABQ3RF10,285531,Bacteria,Actinomycetota,Streptomyces
A0ABQ3RP65,285531,Bacteria,Actinomycetota,Streptomyces
A0ABQ3RWV1,249586,Bacteria,Actinomycetota,Streptomyces
A0ABQ3RZ02,249586,Bacteria,Actinomycetota,Streptomyces
A0ABQ3SJD3,66374,Bacteria,Actinomycetota,Streptomyces
A0ABQ3SJF1,66374,Bacteria,Actinomycetota,Streptomyces
A0ABQ3SM07,66374,Bacteria,Actinomycetota,Streptomyces
A0ABQ3T370,284039,Bacteria,Actinomycetota,Streptomyces
A0ABQ3T4R5,284039,Bacteria,Actinomycetota,Streptomyces
A0ABQ3T4S9,284039,Bacteria,Actinomycetota,Streptomyces
A0ABQ3XK95,403638,Bacteria,Actinomycetota,Actinoplanes
A0ABQ3YK86,113561,Bacteria,Actinomycetota,Paractinoplanes
A0ABQ3YUV3,113563,Bacteria,Actinomycetota,Paractinoplanes
A0ABQ4A673,113566,Bacteria,Actinomycetota,Winogradskya
A0ABQ4BN99,113570,Bacteria,Actinomycetota,Actinoplanes
A0ABQ4GJQ7,564413,Bacteria,Actinomycetota,Microbispora
A0ABQ5IWI5,301880,Plants,Streptophyta,Tanacetum
A0ABQ5NRU9,2989713,Bacteria,Actinomycetota,Streptomyces
A0ABQ5NVG5,2989713,Bacteria,Actinomycetota,Streptomyces
A0ABQ5PAJ6,2989713,Bacteria,Actinomycetota,Streptomyces
A0ABQ5SP08,51714,Plants,Chlorophyta,Volvox
A0ABQ5XCR5,1867833,Bacteria,Pseudomonadota,Dyella
A0ABQ6BGF0,1443434,Bacteria,Pseudomonadota,Brevundimonas
A0ABQ6BM68,1443434,Bacteria,Pseudomonadota,Brevundimonas
A0ABQ6CMI7,346912,Bacteria,Pseudomonadota,Labrys
A0ABQ6CRI4,346912,Bacteria,Pseudomonadota,Labrys
A0ABQ6CRY4,346912,Bacteria,Pseudomonadota,Labrys
A0ABQ6FQ12,3026934,Bacteria,Chloroflexota,Dictyobacter
A0ABQ6I216,1054550,Bacteria,Actinomycetota,Luteimicrobium
A0ABQ6KW26,332754,Fungi,Ascomycota,Aspergillus
A0ABQ6LE34,332754,Fungi,Ascomycota,Aspergillus
A0ABQ6LM92,3036245,Bacteria,Pseudomonadota,Paralimibaculum
A0ABQ6MZQ8,2962635,Oomycota,?,Tetraparma
A0ABQ6N5Z4,2962635,Oomycota,?,Tetraparma
A0ABQ6W837,1825620,Fungi,Ascomycota,Aspergillus
A0ABQ6WCU9,1825620,Fungi,Ascomycota,Aspergillus
A0ABQ6WH31,1825620,Fungi,Ascomycota,Aspergillus
A0ABQ6WMM8,1825620,Fungi,Ascomycota,Aspergillus
A0ABQ6WNZ5,1825620,Fungi,Ascomycota,Aspergillus
A0ABQ6WQY3,1825620,Fungi,Ascomycota,Aspergillus
A0ABQ6WYP4,1825620,Fungi,Ascomycota,Aspergillus
A0ABQ6X2C6,1825620,Fungi,Ascomycota,Aspergillus
A0ABQ6X3Q5,1825620,Fungi,Ascomycota,Aspergillus
A0ABQ6X5Q8,1825620,Fungi,Ascomycota,Aspergillus
A0ABQ7HXA7,164912,Fungi,Microsporidia,Astathelohania
A0ABQ7I682,2478750,Fungi,Ascomycota,Botrytis
A0ABQ7I878,2478750,Fungi,Ascomycota,Botrytis
A0ABQ7IAH3,2478750,Fungi,Ascomycota,Botrytis
A0ABQ7ILN7,2478750,Fungi,Ascomycota,Botrytis
A0ABQ7IM94,2478750,Fungi,Ascomycota,Botrytis
A0ABQ7IXC9,2478750,Fungi,Ascomycota,Botrytis
A0ABQ7PI35,1623583,Fungi,Ascomycota,Claviceps
A0ABQ7U2U6,4113,Plants,Streptophyta,Solanum
A0ABQ7U378,4113,Plants,Streptophyta,Solanum
A0ABQ7U3X2,4113,Plants,Streptophyta,Solanum
A0ABQ7U4I8,4113,Plants,Streptophyta,Solanum
A0ABQ7U7N3,4113,Plants,Streptophyta,Solanum
A0ABQ7U9Z8,4113,Plants,Streptophyta,Solanum
A0ABQ7VPZ5,4113,Plants,Streptophyta,Solanum
A0ABQ8EV90,1357716,Fungi,Chytridiomycota,Batrachochytrium
A0ABQ8EY21,1357716,Fungi,Chytridiomycota,Batrachochytrium
A0ABQ8EZ86,1357716,Fungi,Chytridiomycota,Batrachochytrium
A0ABQ8F4I1,1357716,Fungi,Chytridiomycota,Batrachochytrium
A0ABQ8F8A7,1357716,Fungi,Chytridiomycota,Batrachochytrium
A0ABQ8FHW2,1357716,Fungi,Chytridiomycota,Batrachochytrium
A0ABQ8FHW6,1357716,Fungi,Chytridiomycota,Batrachochytrium
A0ABQ8FHW9,1357716,Fungi,Chytridiomycota,Batrachochytrium
A0ABQ8FI13,1357716,Fungi,Chytridiomycota,Batrachochytrium
A0ABQ8FKQ0,1357716,Fungi,Chytridiomycota,Batrachochytrium
A0ABQ8FL51,1357716,Fungi,Chytridiomycota,Batrachochytrium
A0ABQ8FNS3,1357716,Fungi,Chytridiomycota,Batrachochytrium
A0ABQ8FNS5,1357716,Fungi,Chytridiomycota,Batrachochytrium
A0ABQ8FPZ6,1357716,Fungi,Chytridiomycota,Batrachochytrium
A0ABQ8FQW3,35725,Fungi,Ascomycota,Macrophomina
A0ABQ8FRP3,1357716,Fungi,Chytridiomycota,Batrachochytrium
A0ABQ8FSE0,35725,Fungi,Ascomycota,Macrophomina
A0ABQ8FT78,35725,Fungi,Ascomycota,Macrophomina
A0ABQ8G5N0,35725,Fungi,Ascomycota,Macrophomina
A0ABQ8G6N4,35725,Fungi,Ascomycota,Macrophomina
A0ABQ8G8Z6,35725,Fungi,Ascomycota,Macrophomina
A0ABQ8GHP1,35725,Fungi,Ascomycota,Macrophomina
A0ABQ8GMY3,35725,Fungi,Ascomycota,Macrophomina
A0ABQ8GV98,35725,Fungi,Ascomycota,Macrophomina
A0ABQ8GVN4,35725,Fungi,Ascomycota,Macrophomina
A0ABQ8GWD2,35725,Fungi,Ascomycota,Macrophomina
A0ABQ8KCN2,34475,Fungi,Basidiomycota,Rhodofomes
A0ABQ8M2N5,84645,Animals,Chordata,Labeo
A0ABQ8MF75,84645,Animals,Chordata,Labeo
A0ABQ8MHA6,84645,Animals,Chordata,Labeo
A0ABQ8N2B6,84645,Animals,Chordata,Labeo
A0ABQ8N2M2,148305,Fungi,Ascomycota,Pyricularia
A0ABQ8N365,148305,Fungi,Ascomycota,Pyricularia
A0ABQ8N5F3,148305,Fungi,Ascomycota,Pyricularia
A0ABQ8NEH5,148305,Fungi,Ascomycota,Pyricularia
A0ABQ8NFA3,148305,Fungi,Ascomycota,Pyricularia
A0ABQ8NFH2,148305,Fungi,Ascomycota,Pyricularia
A0ABQ8NGH5,148305,Fungi,Ascomycota,Pyricularia
A0ABQ8NH22,148305,Fungi,Ascomycota,Pyricularia
A0ABQ8NMG9,148305,Fungi,Ascomycota,Pyricularia
A0ABQ8NSX2,148305,Fungi,Ascomycota,Pyricularia
A0ABQ8NT11,148305,Fungi,Ascomycota,Pyricularia
A0ABQ8NUZ4,148305,Fungi,Ascomycota,Pyricularia
A0ABQ8NXU0,148305,Fungi,Ascomycota,Pyricularia
A0ABQ8NYE4,148305,Fungi,Ascomycota,Pyricularia
A0ABQ8PFT8,1424467,Fungi,Zoopagomycota,Coemansia
A0ABQ8PFU5,1424467,Fungi,Zoopagomycota,Coemansia
A0ABQ8PFV0,1424467,Fungi,Zoopagomycota,Coemansia
A0ABQ8PFV2,1424467,Fungi,Zoopagomycota,Coemansia
A0ABQ8PG00,1424467,Fungi,Zoopagomycota,Coemansia
A0ABQ8PG23,1424467,Fungi,Zoopagomycota,Coemansia
A0ABQ8PGU0,1424467,Fungi,Zoopagomycota,Coemansia
A0ABQ8PHP6,1424467,Fungi,Zoopagomycota,Coemansia
A0ABQ8Q376,40481,Fungi,Basidiomycota,Lentinula
A0ABQ8Q455,40481,Fungi,Basidiomycota,Lentinula
A0ABQ8QIG9,40481,Fungi,Basidiomycota,Lentinula
A0ABQ8QLF5,40481,Fungi,Basidiomycota,Lentinula
A0ABQ8QVP3,61235,Fungi,Ascomycota,Fusarium
A0ABQ8QXP3,61235,Fungi,Ascomycota,Fusarium
A0ABQ8R030,61235,Fungi,Ascomycota,Fusarium
A0ABQ8R046,61235,Fungi,Ascomycota,Fusarium
A0ABQ8R221,61235,Fungi,Ascomycota,Fusarium
A0ABQ8R604,61235,Fungi,Ascomycota,Fusarium
A0ABQ8R7I6,61235,Fungi,Ascomycota,Fusarium
A0ABQ8R7Z7,61235,Fungi,Ascomycota,Fusarium
A0ABQ8R851,61235,Fungi,Ascomycota,Fusarium
A0ABQ8R891,61235,Fungi,Ascomycota,Fusarium
A0ABQ8R9X0,61235,Fungi,Ascomycota,Fusarium
A0ABQ8RCX8,61235,Fungi,Ascomycota,Fusarium
A0ABQ8V9V9,40482,Fungi,Basidiomycota,Lentinula
A0ABQ8VDS7,40482,Fungi,Basidiomycota,Lentinula
A0ABQ8VIY5,40482,Fungi,Basidiomycota,Lentinula
A0ABQ8VVM6,40482,Fungi,Basidiomycota,Lentinula
A0ABQ8W8T8,5076,Fungi,Ascomycota,Penicillium
A0ABQ8WGD7,5076,Fungi,Ascomycota,Penicillium
A0ABQ8WP60,5076,Fungi,Ascomycota,Penicillium
A0ABQ8WV66,5076,Fungi,Ascomycota,Penicillium
A0ABQ9D1C5,1566151,Animals,Chordata,Willisornis
A0ABQ9DKS8,1566151,Animals,Chordata,Willisornis
A0ABQ9EAR7,220873,Animals,Mollusca,Tegillarca
A0ABQ9EBE2,220873,Animals,Mollusca,Tegillarca
A0ABQ9EE55,220873,Animals,Mollusca,Tegillarca
A0ABQ9EEY9,220873,Animals,Mollusca,Tegillarca
A0ABQ9EH66,220873,Animals,Mollusca,Tegillarca
A0ABQ9EIC8,220873,Animals,Mollusca,Tegillarca
A0ABQ9EJ71,220873,Animals,Mollusca,Tegillarca
A0ABQ9KH86,3981,Plants,Streptophyta,Hevea
A0ABQ9LLP2,3981,Plants,Streptophyta,Hevea
A0ABQ9LNS4,3981,Plants,Streptophyta,Hevea
A0ABQ9NYD0,61459,Fungi,Ascomycota,Coniosporium
A0ABQ9P4J6,61459,Fungi,Ascomycota,Coniosporium
A0ABQ9P8C6,1209924,Fungi,Ascomycota,Colletotrichum
A0ABQ9PA68,1209924,Fungi,Ascomycota,Colletotrichum
A0ABQ9PBW5,1209924,Fungi,Ascomycota,Colletotrichum
A0ABQ9PD81,1209924,Fungi,Ascomycota,Colletotrichum
A0ABQ9PG74,1209924,Fungi,Ascomycota,Colletotrichum
A0ABQ9PHX0,1209924,Fungi,Ascomycota,Colletotrichum
A0ABQ9PJM1,1209924,Fungi,Ascomycota,Colletotrichum
A0ABQ9PL51,1209924,Fungi,Ascomycota,Colletotrichum
A0ABQ9PN52,1209924,Fungi,Ascomycota,Colletotrichum
A0ABQ9PUB0,1209924,Fungi,Ascomycota,Colletotrichum
A0ABQ9PVI7,1209924,Fungi,Ascomycota,Colletotrichum
A0ABQ9Q029,1209924,Fungi,Ascomycota,Colletotrichum
A0ABQ9Q0R2,1209924,Fungi,Ascomycota,Colletotrichum
A0ABQ9Q1L9,1209924,Fungi,Ascomycota,Colletotrichum
A0ABQ9Q320,1209924,Fungi,Ascomycota,Colletotrichum
A0ABQ9Q389,1209924,Fungi,Ascomycota,Colletotrichum
A0ABQ9Q6A4,1209924,Fungi,Ascomycota,Colletotrichum
A0ABQ9Q822,1209924,Fungi,Ascomycota,Colletotrichum
A0ABQ9QDV0,1209924,Fungi,Ascomycota,Colletotrichum
A0ABQ9QE80,1209924,Fungi,Ascomycota,Colletotrichum
A0ABQ9QEG9,1209924,Fungi,Ascomycota,Colletotrichum
A0ABQ9QHC9,1209934,Fungi,Ascomycota,Colletotrichum
A0ABQ9QHF9,1209934,Fungi,Ascomycota,Colletotrichum
A0ABQ9QHH0,1209934,Fungi,Ascomycota,Colletotrichum
A0ABQ9QIU4,1209934,Fungi,Ascomycota,Colletotrichum
A0ABQ9QKZ2,1209934,Fungi,Ascomycota,Colletotrichum
A0ABQ9QL15,1209934,Fungi,Ascomycota,Colletotrichum
A0ABQ9QN58,1209934,Fungi,Ascomycota,Colletotrichum
A0ABQ9QNJ5,1209934,Fungi,Ascomycota,Colletotrichum
A0ABQ9QQ66,1209934,Fungi,Ascomycota,Colletotrichum
A0ABQ9QQD5,1209934,Fungi,Ascomycota,Colletotrichum
A0ABQ9QR05,1209934,Fungi,Ascomycota,Colletotrichum
A0ABQ9QUG0,1209934,Fungi,Ascomycota,Colletotrichum
A0ABQ9QZ22,1209934,Fungi,Ascomycota,Colletotrichum
A0ABQ9R3N5,1209934,Fungi,Ascomycota,Colletotrichum
A0ABQ9R4P0,1209934,Fungi,Ascomycota,Colletotrichum
A0ABQ9R5Z9,1209934,Fungi,Ascomycota,Colletotrichum
A0ABQ9R8S9,1209934,Fungi,Ascomycota,Colletotrichum
A0ABQ9RCD5,1209934,Fungi,Ascomycota,Colletotrichum
A0ABQ9RD48,1209934,Fungi,Ascomycota,Colletotrichum
A0ABQ9RFY5,1209934,Fungi,Ascomycota,Colletotrichum
A0ABQ9RHE8,1209934,Fungi,Ascomycota,Colletotrichum
A0ABQ9RUP9,1209934,Fungi,Ascomycota,Colletotrichum
A0ABQ9RVF0,1209934,Fungi,Ascomycota,Colletotrichum
A0ABQ9RVH4,1209934,Fungi,Ascomycota,Colletotrichum
A0ABQ9RWB6,1914294,Fungi,Ascomycota,Colletotrichum
A0ABQ9RX11,1914294,Fungi,Ascomycota,Colletotrichum
A0ABQ9RX60,1914294,Fungi,Ascomycota,Colletotrichum
A0ABQ9RXR3,1914294,Fungi,Ascomycota,Colletotrichum
A0ABQ9S0E3,1914294,Fungi,Ascomycota,Colletotrichum
A0ABQ9S1X6,1914294,Fungi,Ascomycota,Colletotrichum
A0ABQ9S3B0,1914294,Fungi,Ascomycota,Colletotrichum
A0ABQ9S560,1914294,Fungi,Ascomycota,Colletotrichum
A0ABQ9SAN9,1914294,Fungi,Ascomycota,Colletotrichum
A0ABQ9SCC4,1914294,Fungi,Ascomycota,Colletotrichum
A0ABQ9SEQ7,1914294,Fungi,Ascomycota,Colletotrichum
A0ABQ9SJ08,1914294,Fungi,Ascomycota,Colletotrichum
A0ABQ9SLY6,1914294,Fungi,Ascomycota,Colletotrichum
A0ABQ9SNF2,1914294,Fungi,Ascomycota,Colletotrichum
A0ABQ9SWM3,1914294,Fungi,Ascomycota,Colletotrichum
A0ABQ9T1D3,1914294,Fungi,Ascomycota,Colletotrichum
A0ABQ9T1E5,1914294,Fungi,Ascomycota,Colletotrichum
A0ABQ9T1W6,1914294,Fungi,Ascomycota,Colletotrichum
A0ABQ9T4A7,1914294,Fungi,Ascomycota,Colletotrichum
A0ABQ9T584,1914294,Fungi,Ascomycota,Colletotrichum
A0ABQ9T7K6,1914294,Fungi,Ascomycota,Colletotrichum
A0ABR0BYX5,33203,Fungi,Ascomycota,Purpureocillium
A0ABR0C4B4,33203,Fungi,Ascomycota,Purpureocillium
A0ABR0D5Q5,160366,Plants,Streptophyta,Penstemon
A0ABR0D5S0,160366,Plants,Streptophyta,Penstemon
A0ABR0D5S4,160366,Plants,Streptophyta,Penstemon
A0ABR0D5T0,160366,Plants,Streptophyta,Penstemon
A0ABR0D5U2,160366,Plants,Streptophyta,Penstemon
A0ABR0D5V8,160366,Plants,Streptophyta,Penstemon
