accession,afdb_available,afdb_his_missing,af3_cu_cu,af3_centroid,afdb_centroid,delta_centroid,n_cuA_his,n_cuB_his,afdb_cuA_found,afdb_cuB_found,afdb_cuA_plddt,afdb_cuB_plddt
A0A7K6UZ60,True,False,3.95,5.06,5.13,0.07,3,3,3,3,98.8,98.8
A0A7K7GC87,True,False,3.86,5.06,5.13,0.07,3,3,3,3,98.8,98.9
A0A7K8A1H9,True,False,3.93,5.02,5.09,0.07,3,3,3,3,98.8,98.8
A0A7K8DJQ0,True,False,3.93,5.03,5.1,0.07,3,3,3,3,98.8,98.8
A0A7K8VYV9,True,False,3.87,4.92,4.99,0.07,3,3,3,3,98.2,98.7
A0A7K9I3K5,True,False,3.93,5.0,5.07,0.07,3,3,3,3,98.8,98.8
A0A7K9ZED2,True,False,3.87,5.02,5.09,0.07,3,3,3,3,98.8,98.9
A0A7L1A126,True,False,3.96,5.03,5.1,0.07,3,3,3,3,98.8,98.8
A0A7L1JS29,True,False,3.89,4.95,5.02,0.07,3,3,3,3,98.8,98.8
A0A7L1ZBV2,True,False,3.91,5.01,5.08,0.07,3,3,3,3,98.8,98.8
A0A7L3N7G5,True,False,3.85,4.98,5.05,0.07,3,3,3,3,98.9,98.9
A0A7L3Z4N6,True,False,3.86,4.96,5.03,0.07,3,3,3,3,98.8,98.8
A0A7L4C0D6,True,False,3.95,5.03,5.1,0.07,3,3,3,3,98.8,98.8
A0A7L4HJ58,True,False,4.02,5.13,5.06,-0.07,3,3,3,3,98.8,98.3
A0A7L4MB48,True,False,3.91,5.0,5.07,0.07,3,3,3,3,98.8,98.8
A0A7M2T8U2,True,False,3.99,5.2,5.13,-0.07,3,3,3,3,98.9,98.8
A0A7M4FCS6,True,False,4.06,5.12,5.19,0.07,3,3,3,3,98.8,98.8
A0A7M4FSZ7,True,False,3.97,5.1,5.17,0.07,3,3,3,3,98.8,98.9
A0A7N6FE63,True,False,4.07,5.16,5.23,0.07,3,3,3,3,98.7,98.6
A0A7R7WZB7,True,False,4.05,4.97,4.9,-0.07,3,3,3,3,98.8,97.8
A0A7S2W1Z0,True,False,4.53,5.56,5.5,-0.07,3,3,3,3,93.8,95.9
A0A7Z0AWG8,True,False,4.02,5.14,5.07,-0.07,3,3,3,3,96.4,98.5
A0A834DL67,True,False,3.97,4.91,4.97,0.07,3,3,3,3,97.5,98.6
A0A834SH60,True,False,3.94,4.8,4.73,-0.07,3,3,3,3,98.9,98.4
A0A835FSB9,True,False,4.23,4.72,4.65,-0.07,3,3,3,3,98.5,95.2
A0A844TCM9,True,False,4.17,5.17,5.1,-0.07,3,3,3,3,98.8,98.0
A0A850UUI2,True,False,3.91,5.12,5.05,-0.07,3,3,3,3,98.8,98.8
A0A851Q189,True,False,3.92,4.99,5.05,0.07,3,3,3,3,98.8,98.8
A0A851SLU3,True,False,3.87,5.01,5.08,0.07,3,3,3,3,98.9,98.9
A0A851T017,True,False,3.82,5.02,5.09,0.07,3,3,3,3,98.8,98.8
A0A852EPK3,True,False,3.84,4.98,5.06,0.07,3,3,3,3,98.8,98.8
A0A8B6D2T6,True,False,4.23,5.42,5.35,-0.07,3,3,3,3,97.0,94.8
A0A8B6DAA2,True,False,4.18,5.22,5.16,-0.07,3,3,3,3,97.9,95.7
A0A8B8BDB7,True,False,4.03,5.26,5.33,0.07,3,3,3,3,97.3,94.6
A0A8C1TL49,True,False,3.94,4.89,4.96,0.07,3,3,3,3,98.0,98.8
A0A8C1YRN4,True,False,4.06,5.19,5.26,0.07,3,3,3,3,98.8,97.8
A0A8C2HCH5,True,False,4.14,5.28,5.21,-0.07,3,3,3,3,98.7,98.3
A0A8C2WHZ4,True,False,3.88,5.04,5.1,0.07,3,3,3,3,98.8,98.8
A0A8C4F275,True,False,4.11,5.16,5.23,0.07,3,3,3,3,98.8,98.7
A0A8C5MDP7,True,False,4.02,5.08,5.01,-0.07,3,3,3,3,98.8,97.0
A0A8C7IY23,True,False,4.12,5.24,5.17,-0.07,3,3,3,3,98.7,98.6
A0A8C7QSN1,True,False,3.84,4.87,4.94,0.07,3,3,3,3,98.2,98.8
A0A8C7UCV4,True,False,3.92,4.9,4.97,0.07,3,3,3,3,98.1,98.8
A0A8C7UG61,True,False,3.98,4.92,5.0,0.07,3,3,3,3,98.1,98.8
A0A8C7VNN5,True,False,4.1,5.26,5.19,-0.07,3,3,3,3,98.8,98.7
A0A8C7YDJ4,True,False,4.08,5.06,4.99,-0.07,3,3,3,3,97.7,98.8
A0A8C8ES59,True,False,4.22,5.36,5.29,-0.07,3,3,3,3,97.3,97.9
A0A8C9GHM7,True,False,3.92,5.05,5.12,0.07,3,3,3,3,98.9,98.9
A0A8C9VS47,True,False,4.12,5.25,5.32,0.07,3,3,3,3,98.7,98.8
A0A8C9VTL4,True,False,3.87,5.15,5.22,0.07,3,3,3,3,98.7,98.6
A0A8D2L695,True,False,3.93,5.12,5.18,0.07,3,3,3,3,98.9,98.9
A0A8E2E040,True,False,4.02,4.6,4.53,-0.07,3,3,3,3,97.9,94.8
A0A8G0LMA0,True,False,4.06,4.63,4.7,0.07,3,3,3,3,98.5,98.1
A0A8G1QUY8,True,False,4.07,5.08,5.01,-0.07,3,3,3,3,97.8,98.8
A0A8H2DRG7,True,False,3.99,4.67,4.74,0.07,3,3,3,3,98.6,97.6
A0A8D0AKH8,True,False,4.11,5.31,5.24,-0.07,3,3,3,3,98.7,98.7
A0A8D0CMF0,True,False,3.88,4.93,5.0,0.07,3,3,3,3,97.9,98.8
A0A8H3BH88,True,False,3.87,4.87,4.81,-0.07,3,3,3,3,98.3,98.8
A0A8H3CFB7,True,False,4.56,5.02,4.94,-0.07,3,3,3,3,95.7,95.4
A0A8H4AMR5,True,False,4.16,4.62,4.55,-0.07,3,3,3,3,97.0,94.1
A0A8H4KUG6,True,False,4.28,4.59,4.66,0.07,3,3,3,3,95.7,93.6
A0A8H4RGI4,True,False,3.99,4.63,4.7,0.07,3,3,3,3,94.9,95.8
A0A8H4SVT9,True,False,4.22,4.72,4.65,-0.07,3,3,3,3,98.5,96.1
A0A8H5KTM0,True,False,3.79,4.75,4.68,-0.07,3,3,3,3,98.7,97.8
A0A8H5ESC3,True,False,4.11,5.05,4.98,-0.07,3,3,3,3,98.7,98.1
A0A8H5KIL6,True,False,4.0,4.94,5.02,0.07,3,3,3,3,95.0,95.5
A0A8H5U9E2,True,False,4.12,4.74,4.81,0.07,3,3,3,3,98.6,97.9
A0A8H7B393,True,False,3.89,4.99,4.91,-0.07,3,3,3,3,98.5,98.3
A0A8H7LYP2,True,False,3.88,4.8,4.73,-0.07,3,3,3,3,98.8,97.8
A0A8J0VPY8,True,False,3.87,4.86,4.78,-0.07,3,3,3,3,98.7,97.1
A0A8H7Y6P0,True,False,3.92,4.61,4.68,0.07,3,3,3,3,98.7,93.6
A0A8J3LPF5,True,False,3.92,5.11,5.19,0.07,3,3,3,3,98.8,98.7
A0A8J5MDI9,True,False,3.91,5.1,5.03,-0.07,3,3,3,3,98.3,98.1
A0A8J5NR04,True,False,4.0,4.45,4.52,0.07,3,3,3,3,97.2,91.7
A0A8J5T3N5,True,False,3.66,4.57,4.5,-0.07,3,3,3,3,98.8,98.4
A0A8J6KYG5,True,False,4.06,5.18,5.25,0.07,3,3,3,3,98.8,98.8
A0A8M9Q985,True,False,3.92,5.03,5.1,0.07,3,3,3,3,98.9,98.9
A0A8P4G0M8,True,False,3.97,5.2,5.27,0.07,3,3,3,3,98.8,98.7
A0A8S0VGT0,True,False,3.67,4.68,4.61,-0.07,3,3,3,3,98.4,96.5
A0A8T0KZW1,True,False,3.85,4.58,4.52,-0.07,3,3,3,3,98.7,97.2
A0A8T0LKJ4,True,False,3.88,5.11,5.04,-0.07,3,3,3,3,98.1,95.6
A0A8T1WA89,True,False,3.97,5.19,5.27,0.07,3,3,3,3,98.6,96.9
A0A8T2PYR0,True,False,3.7,4.33,4.4,0.07,3,3,3,3,95.9,95.9
A0A8U1BRH4,True,False,3.9,4.91,4.99,0.07,3,3,3,3,98.1,98.8
A0A8V5FQS1,True,False,3.95,5.07,5.14,0.07,3,3,3,3,98.8,97.2
A0A8W8M4V1,True,False,3.93,5.05,4.98,-0.07,3,3,3,3,97.7,95.2
A0A914CJV7,True,False,4.07,5.16,5.23,0.07,3,3,3,3,96.7,93.3
A0A914E9Y6,True,False,4.22,5.23,5.17,-0.07,3,3,3,3,91.4,88.9
A0A914HRA4,True,False,4.08,5.2,5.13,-0.07,3,3,3,3,98.2,95.2
A0A914QS53,True,False,4.17,5.24,5.31,0.07,3,3,3,3,95.5,95.4
A0A915AYK0,True,False,4.41,5.59,5.53,-0.07,3,3,3,3,98.4,96.3
A0A915E065,True,False,4.36,5.39,5.32,-0.07,3,3,3,3,96.1,94.0
A0A918D9C6,True,False,4.0,5.26,5.19,-0.07,3,3,3,3,98.9,98.9
A0A923I5A5,True,False,4.11,4.44,4.38,-0.07,3,3,3,3,95.4,94.9
A0A939M8N2,True,False,4.04,4.6,4.53,-0.07,3,3,3,3,95.9,94.6
A0A9D3VPP9,True,False,3.74,4.7,4.63,-0.07,3,3,3,3,98.8,98.0
A0A9D4GXD0,True,False,3.9,5.18,5.12,-0.07,3,3,3,3,95.7,92.9
A0A9D4J8T5,True,False,4.02,4.99,4.92,-0.07,3,3,3,3,94.9,90.6
A0A9D4MZZ2,True,False,4.08,4.95,5.02,0.07,3,3,3,3,93.6,88.3
A0A9D4U4J8,True,False,4.02,4.69,4.62,-0.07,3,3,3,3,97.9,95.8
A0A9D4UQE7,True,False,3.81,4.59,4.53,-0.07,3,3,3,3,96.0,95.8
A0A9D4V772,True,False,4.06,4.75,4.68,-0.07,3,3,3,3,98.3,96.5
A0A9D4XYU4,True,False,3.79,4.61,4.54,-0.07,3,3,3,3,98.4,96.9
A0A9E7H9U5,True,False,4.06,4.76,4.69,-0.07,3,3,3,3,98.5,96.9
A0A9N9Y7D2,True,False,3.88,5.05,4.98,-0.07,3,3,3,3,98.8,98.3
A0A9J5XX44,True,False,3.78,4.67,4.6,-0.07,3,3,3,3,97.5,96.2
A0A9P3CP31,True,False,3.96,4.76,4.83,0.07,3,3,3,3,96.8,97.6
A0A9P4I4W6,True,False,4.15,4.64,4.56,-0.07,3,3,3,3,98.3,96.0
A0A9P4TJU4,True,False,4.43,4.75,4.68,-0.07,3,3,3,3,98.3,96.6
A0A9P5NU10,True,False,3.93,4.61,4.54,-0.07,3,3,3,3,98.9,96.6
A0A9P8TUI9,True,False,4.23,4.64,4.71,0.07,3,3,3,3,98.5,98.2
A0A9P9BHZ3,True,False,4.03,4.68,4.61,-0.07,3,3,3,3,84.8,92.6
A0A9P9BMM6,True,False,3.92,4.89,4.82,-0.07,3,3,3,3,98.2,97.8
A0A9Q0APT0,True,False,3.8,4.83,4.9,0.07,3,3,3,3,98.4,98.3
A0A9Q0XMB9,True,False,4.14,5.21,5.14,-0.07,3,3,3,3,98.8,98.8
A0A9Q1AGG0,True,False,3.87,4.68,4.61,-0.07,3,3,3,3,98.7,97.5
A0A9Q1JHX7,True,False,3.94,4.62,4.55,-0.07,3,3,3,3,97.9,95.1
A0A9Q3F7G7,True,False,3.96,4.97,4.9,-0.07,3,3,3,3,93.8,91.2
A0A9Q8URF0,True,False,4.04,4.72,4.65,-0.07,3,3,3,3,98.7,96.6
A0A9R0JWR5,True,False,3.73,4.65,4.58,-0.07,3,3,3,3,98.8,98.1
A0A9R1AFE9,True,False,3.6,4.59,4.52,-0.07,3,3,3,3,98.5,97.1
A0A9R1VSG5,True,False,3.83,4.64,4.57,-0.07,3,3,3,3,98.9,98.0
A0A9V1FMJ0,True,False,4.06,5.15,5.23,0.07,3,3,3,3,98.8,98.8
A0A9W4U6X2,True,False,4.48,4.79,4.72,-0.07,3,3,3,3,98.5,96.5
A0A9W4U7M0,True,False,3.73,4.79,4.86,0.07,3,3,3,3,98.1,98.3
A0A9W6X5Y7,True,False,3.81,4.98,4.9,-0.07,3,3,3,3,98.8,98.3
A0A9W7H895,True,False,3.8,4.69,4.61,-0.07,3,3,3,3,98.7,98.2
A0A9W7JLJ4,True,False,3.82,4.69,4.62,-0.07,3,3,3,3,98.7,96.8
A0A9W8H676,True,False,3.99,5.08,5.01,-0.07,3,3,3,3,96.1,97.1
A0A9W8HEI5,True,False,3.74,4.67,4.74,0.07,3,3,3,3,98.6,98.5
A0A9W8LSU1,True,False,3.69,4.58,4.66,0.07,3,3,3,3,97.6,98.7
A0A9W8PN59,True,False,4.17,4.7,4.63,-0.07,3,3,3,3,96.2,95.6
A0A9W8W9H5,True,False,4.14,4.69,4.62,-0.07,3,3,3,3,98.5,94.6
A0A9W9MFP2,True,False,4.3,4.74,4.67,-0.07,3,3,3,3,98.4,89.5
A0A9X0AKT3,True,False,4.3,4.6,4.67,0.07,3,3,3,3,98.8,97.1
A0A9X9M5H5,True,False,4.09,5.19,5.26,0.07,3,3,3,3,98.8,98.8
A0AA35V075,True,False,3.91,4.51,4.59,0.07,3,3,3,3,95.7,94.5
A0AA36E1F1,True,False,3.83,4.63,4.56,-0.07,3,3,3,3,98.7,97.6
A0AA36EGP3,True,False,4.02,4.7,4.62,-0.07,3,3,3,3,97.0,94.2
A0AA36M026,True,False,4.02,5.15,5.08,-0.07,3,3,3,3,97.9,96.8
A0AA36MVQ5,True,False,4.03,5.21,5.14,-0.07,3,3,3,3,92.6,91.8
A0AA38PLT2,True,False,4.03,4.62,4.55,-0.07,3,3,3,3,98.9,97.2
A0AA39GDC6,True,False,4.09,4.8,4.87,0.07,3,3,3,3,98.7,98.0
A0AA40D4L4,True,False,3.96,4.48,4.55,0.07,3,3,3,3,96.0,95.1
A0AA40F7I6,True,False,4.05,4.97,4.9,-0.07,3,3,3,3,96.9,97.2
A0AA51RF15,True,False,3.78,4.69,4.62,-0.07,3,3,3,3,98.5,96.1
A0AA86VNM7,True,False,3.84,4.73,4.65,-0.07,3,3,3,3,98.9,97.3
A0AA88EDJ5,True,False,3.79,4.72,4.65,-0.07,3,3,3,3,98.6,97.4
A0AA88XJK4,True,False,3.98,5.2,5.12,-0.07,3,3,3,3,98.8,94.7
A0AAD4W9U7,True,False,3.74,4.64,4.57,-0.07,3,3,3,3,98.3,97.0
A0AAD5U057,True,False,4.18,5.16,5.23,0.07,3,3,3,3,95.7,89.6
A0AAD6AUG1,True,False,4.05,5.19,5.12,-0.07,3,3,3,3,98.8,98.6
A0AAD5TSH4,True,False,4.21,5.32,5.39,0.07,3,3,3,3,93.3,91.0
A0AAD7P935,True,False,3.92,4.74,4.66,-0.07,3,3,3,3,98.8,97.9
A0AAD7P9S4,True,False,3.89,4.73,4.67,-0.07,3,3,3,3,97.3,95.7
A0AAD7UIX7,True,False,3.87,4.94,4.87,-0.07,3,3,3,3,95.4,91.1
A0AAD7XJG3,True,False,4.07,5.08,5.15,0.07,3,3,3,3,91.7,92.6
A0AAD9AGU9,True,False,3.64,4.77,4.84,0.07,3,3,3,3,96.2,94.0
A0AAD9EIW6,True,False,3.78,4.75,4.83,0.07,3,3,3,3,98.8,97.0
A0AAD9SIJ2,True,False,4.24,4.66,4.73,0.07,3,3,3,3,96.9,96.1
A0AAE0KJE5,True,False,4.05,5.24,5.31,0.07,3,3,3,3,97.3,98.4
A0AAE0PIY1,True,False,3.83,4.57,4.5,-0.07,3,3,3,3,97.8,98.2
A0AAE0JIH7,True,False,3.79,4.56,4.49,-0.07,3,3,3,3,97.7,98.3
A0AAE0K6K0,True,False,3.89,4.65,4.58,-0.07,3,3,3,3,98.5,94.6
A0AAE2CFT5,True,False,3.75,4.68,4.61,-0.07,3,3,3,3,98.6,96.7
A0AAF3EPZ4,True,False,4.21,5.24,5.18,-0.07,3,3,3,3,97.8,94.8
A0AAI9VEJ1,True,False,4.2,4.66,4.72,0.07,3,3,3,3,97.6,97.6
A0AAJ6QFC5,True,False,4.15,4.62,4.69,0.07,3,3,3,3,98.3,96.8
A0AAJ6Y006,True,False,3.82,4.59,4.52,-0.07,3,3,3,3,98.1,95.8
A0AAJ7QL02,True,False,3.94,4.91,4.98,0.07,3,3,3,3,97.9,98.8
A0AAJ7TYS7,True,False,4.03,5.17,5.1,-0.07,3,3,3,3,98.8,98.8
A0AAN6IWZ5,True,False,4.15,4.68,4.61,-0.07,3,3,3,3,98.9,98.2
A0AAN6W8U9,True,False,3.92,5.11,5.04,-0.07,3,3,3,3,97.2,98.1
A0AAN6WRN0,True,False,4.07,4.63,4.71,0.07,3,3,3,3,98.3,97.1
A0AAN6YWZ4,True,False,4.25,4.75,4.67,-0.07,3,3,3,3,98.0,94.3
A0AAN7TJK4,True,False,4.08,4.63,4.56,-0.07,3,3,3,3,98.8,97.4
A0AAN8FUT2,True,False,4.07,5.13,5.06,-0.07,3,3,3,3,96.8,93.5
A0AAN8MJL4,True,False,3.94,4.67,4.61,-0.07,3,3,3,3,95.8,91.8
A0AAN8MVU2,True,False,4.19,4.66,4.73,0.07,3,3,3,3,98.6,95.4
A0AAP0PUP6,True,False,3.85,4.7,4.62,-0.07,3,3,3,3,98.5,95.8
A0AAU8MSI0,True,False,3.77,4.49,4.57,0.07,3,3,3,3,97.6,95.9
A0AAV0F653,True,False,3.74,4.59,4.52,-0.07,3,3,3,3,98.5,96.9
A0AAV0KH15,True,False,4.22,4.92,4.85,-0.07,3,3,3,3,98.6,97.7
A0AAV0KIE9,True,False,4.14,4.74,4.8,0.07,3,3,3,3,97.7,97.1
A0AAV0KL84,True,False,4.07,4.7,4.77,0.07,3,3,3,3,97.9,97.0
A0AAV0PE66,True,False,3.6,4.56,4.49,-0.07,3,3,3,3,98.4,97.5
A0AAV1WJU8,True,False,3.86,4.62,4.55,-0.07,3,3,3,3,98.5,97.0
A0AAV3B309,True,False,4.1,5.1,5.17,0.07,3,3,3,3,98.6,98.5
A0AAV9FM47,True,False,3.85,4.62,4.55,-0.07,3,3,3,3,98.9,98.3
A0AAV6LBJ8,True,False,3.76,4.65,4.58,-0.07,3,3,3,3,98.9,98.0
A0AAV9LRB4,True,False,3.76,4.64,4.57,-0.07,3,3,3,3,98.7,95.9
A0AAV9U7U0,True,False,4.31,4.59,4.66,0.07,3,3,3,3,98.6,96.5
A0AAV9WFZ0,True,False,3.88,4.6,4.67,0.07,3,3,3,3,95.2,93.0
A0AAV9WQK5,True,False,3.99,5.05,4.97,-0.07,3,3,3,3,98.1,98.7
A0AAV9WVQ3,True,False,4.02,4.49,4.56,0.07,3,3,3,3,97.2,90.2
A0AAV9WYP6,True,False,4.23,4.67,4.74,0.07,3,3,3,3,98.3,96.3
A0AAW0DBD9,True,False,4.07,4.66,4.59,-0.07,3,3,3,3,98.9,95.8
A0AAW0R5B2,True,False,4.06,4.74,4.67,-0.07,3,3,3,3,98.4,96.7
A0AAW1FPI5,True,False,4.13,5.28,5.2,-0.07,3,3,3,3,98.7,98.6
A0AAW2MB30,True,False,3.72,4.57,4.64,0.07,3,3,3,3,98.4,97.2
A0AAW2PDI7,True,False,3.71,4.63,4.55,-0.07,3,3,3,3,98.8,97.4
A0AAW2PFE9,True,False,3.84,4.65,4.58,-0.07,3,3,3,3,98.4,96.6
A0ABC9D1I0,True,False,3.75,4.62,4.55,-0.07,3,3,3,3,98.8,97.9
A0ABD1G2M5,True,False,3.8,4.6,4.67,0.07,3,3,3,3,98.4,97.3
A0ABD1S7A8,True,False,3.76,4.72,4.65,-0.07,3,3,3,3,98.7,97.2
A0ABD1WHD6,True,False,3.95,4.49,4.56,0.07,3,3,3,3,98.3,97.4
A0ABD2PQA7,True,False,4.52,5.36,5.43,0.07,3,3,3,3,97.0,94.2
A0ABD2YQ77,True,False,4.02,4.71,4.64,-0.07,3,3,3,3,98.7,97.9
A0ABD3CPL3,True,False,3.83,4.74,4.67,-0.07,3,3,3,3,98.5,96.9
A0ABD6E5N7,True,False,4.25,5.26,5.19,-0.07,3,3,3,3,97.9,91.1
A0ABD3I1T0,True,False,4.08,5.06,4.99,-0.07,3,3,3,3,98.0,97.9
A0ABD3TLC0,True,False,4.09,5.35,5.27,-0.07,3,3,3,3,96.4,95.3
A8XSB6,True,False,4.29,5.28,5.21,-0.07,3,3,3,3,97.9,95.3
C9STD4,True,False,4.11,4.57,4.5,-0.07,3,3,3,3,98.2,96.6
D6RL64,True,False,4.18,4.52,4.59,0.07,3,3,3,3,98.9,96.6
G2XXS1,True,False,4.23,4.62,4.69,0.07,3,3,3,3,98.8,97.2
G1NPX2,True,False,3.82,4.87,4.94,0.07,3,3,3,3,98.1,98.6
G3NYX7,True,False,4.03,5.14,5.21,0.07,3,3,3,3,98.8,98.7
G3TGJ7,True,False,4.11,5.23,5.16,-0.07,3,3,3,3,98.8,98.7
G4U402,True,False,3.88,4.69,4.63,-0.07,3,3,3,3,98.8,97.9
G5BHC8,True,False,4.02,5.09,5.16,0.07,3,3,3,3,98.8,98.8
H0VH99,True,False,4.04,5.18,5.24,0.07,3,3,3,3,98.8,98.8
H2DPU1,True,False,3.94,4.66,4.6,-0.07,3,3,3,3,98.6,98.3
H2YA24,True,False,3.95,5.07,5.14,0.07,3,3,3,3,98.9,98.8
J3P4K8,True,False,3.91,4.9,4.97,0.07,3,3,3,3,98.4,98.1
J7FBF2,True,False,3.99,5.13,5.2,0.07,3,3,3,3,98.7,98.7
L2FVU6,True,False,4.18,4.59,4.66,0.07,3,3,3,3,98.7,92.6
L8B086,True,False,4.0,5.12,5.05,-0.07,3,3,3,3,98.8,98.8
M1BMR7,True,False,3.71,4.64,4.57,-0.07,3,3,3,3,98.8,96.6
M3XYN9,True,False,3.92,5.08,5.16,0.07,3,3,3,3,98.9,98.9
M4ATE9,True,False,3.93,5.24,5.17,-0.07,3,3,3,3,98.7,98.6
M7TNA2,True,False,4.06,5.05,4.98,-0.07,3,3,3,3,98.6,96.7
N4VC89,True,False,4.05,4.66,4.59,-0.07,3,3,3,3,98.5,92.5
O57405,True,False,3.91,5.04,5.11,0.07,3,3,3,3,98.8,98.8
P54834,True,False,4.2,5.32,5.25,-0.07,3,3,3,3,98.6,98.6
P55033,True,False,4.04,5.18,5.25,0.07,3,3,3,3,98.2,98.6
Q0C7G8,True,False,3.95,4.65,4.73,0.07,3,3,3,3,98.7,97.2
Q0FSM9,True,False,4.2,4.82,4.88,0.07,3,3,3,3,94.3,86.5
Q1QPI1,True,False,3.88,4.47,4.4,-0.07,3,3,3,3,96.6,94.1
Q2TL94,True,False,3.99,4.58,4.51,-0.07,3,3,3,3,98.9,96.6
Q3UFQ7,True,False,4.13,5.19,5.12,-0.07,3,3,3,3,98.8,98.1
Q6PLR1,True,False,4.33,4.78,4.71,-0.07,3,3,3,3,98.1,95.9
Q7YT36,True,False,4.12,5.27,5.34,0.07,3,3,3,3,92.7,88.6
Q93HL2,True,False,3.96,5.22,5.15,-0.07,3,3,3,3,98.9,98.9
Q9MB14,True,False,3.83,4.74,4.67,-0.07,3,3,3,3,98.3,96.7
Q9PTB2,True,False,4.01,5.33,5.26,-0.07,3,3,3,3,98.7,97.8
R0D4R7,True,False,3.95,4.62,4.56,-0.07,3,3,3,3,96.0,94.3
T0Q7G0,True,False,4.02,5.05,4.98,-0.07,3,3,3,3,98.2,96.7
T1W3L4,True,False,4.03,4.8,4.73,-0.07,3,3,3,3,98.8,97.9
U1HZ89,True,False,4.12,4.69,4.62,-0.07,3,3,3,3,98.7,97.4
U1TTP3,True,False,4.32,4.77,4.84,0.07,3,3,3,3,92.5,87.8
V2XLW4,True,False,3.91,5.01,4.94,-0.07,3,3,3,3,97.2,97.9
V9ES59,True,False,3.78,4.94,4.87,-0.07,3,3,3,3,98.6,97.9
W2N2M9,True,False,4.24,5.06,5.13,0.07,3,3,3,3,96.8,95.7
W3WRX0,True,False,3.72,4.79,4.86,0.07,3,3,3,3,98.7,95.9
W3XI99,True,False,3.92,5.0,4.92,-0.07,3,3,3,3,98.7,98.7
W3XNJ3,True,False,4.24,4.78,4.71,-0.07,3,3,3,3,98.7,97.4
W7M3P7,True,False,4.07,4.71,4.79,0.07,3,3,3,3,98.8,98.0
W9BZD3,True,False,4.12,4.54,4.47,-0.07,3,3,3,3,97.2,97.1
X0H0C8,True,False,3.99,4.51,4.44,-0.07,3,3,3,3,98.1,91.9
A0A084AYI1,True,False,4.39,4.69,4.63,-0.06,3,3,3,3,97.1,96.1
A0A010RUM6,True,False,3.99,4.64,4.7,0.06,3,3,3,3,98.6,97.6
A0A022QL39,True,False,3.88,4.66,4.61,-0.06,3,3,3,3,98.8,98.2
A0A022R5P3,True,False,3.72,4.74,4.68,-0.06,3,3,3,3,98.2,95.0
A0A091EQG7,True,False,3.89,5.0,5.06,0.06,3,3,3,3,98.7,98.8
A0A091JF89,True,False,3.92,4.97,5.04,0.06,3,3,3,3,98.8,98.8
A0A091W550,True,False,3.89,5.02,5.08,0.06,3,3,3,3,98.9,98.9
A0A093CEX0,True,False,3.94,5.09,5.03,-0.06,3,3,3,3,98.8,98.8
A0A093FW37,True,False,3.91,4.89,4.95,0.06,3,3,3,3,85.4,97.6
A0A0A0LUI1,True,False,3.78,4.67,4.62,-0.06,3,3,3,3,96.5,96.8
A0A0A1V7Z8,True,False,3.95,4.68,4.63,-0.06,3,3,3,3,97.6,96.9
A0A059TZU2,True,False,3.93,5.05,5.11,0.06,3,3,3,3,98.8,98.9
A0A066Z0K1,True,False,3.93,4.51,4.57,0.06,3,3,3,3,98.7,96.5
A0A0B4F0K9,True,False,3.98,4.97,4.91,-0.06,3,3,3,3,98.7,98.4
A0A0B4FMW4,True,False,3.96,4.6,4.54,-0.06,3,3,3,3,96.1,94.9
A0A0B7FQ89,True,False,3.97,5.07,5.01,-0.06,3,3,3,3,97.8,98.0
A0A0D2E0K9,True,False,4.03,4.61,4.67,0.06,3,3,3,3,98.7,97.1
A0A0C1NKB8,True,False,4.12,5.25,5.31,0.06,3,3,3,3,97.5,94.9
A0A0C3AKS7,True,False,3.95,4.59,4.53,-0.06,3,3,3,3,98.6,96.6
A0A0A2JBW7,True,False,4.19,4.65,4.71,0.06,3,3,3,3,98.3,90.3
A0A0C9W3M0,True,False,3.96,4.65,4.59,-0.06,3,3,3,3,98.8,96.3
A0A0F4XVI2,True,False,4.27,4.53,4.47,-0.06,3,3,3,3,98.5,94.0
A0A0F7ZJT6,True,False,4.3,4.92,4.97,0.06,3,3,3,3,98.0,96.3
A0A0D2MIA5,True,False,4.32,4.59,4.65,0.06,3,3,3,3,98.0,94.8
A0A0G2IGH9,True,False,4.14,4.71,4.77,0.06,3,3,3,3,98.7,97.8
A0A0K0FIL8,True,False,4.15,5.34,5.4,0.06,3,3,3,3,96.0,95.3
A0A0M6Y0M3,True,False,3.71,4.65,4.59,-0.06,3,3,3,3,98.4,97.9
A0A0M9F576,True,False,4.3,4.87,4.81,-0.06,3,3,3,3,98.6,98.0
A0A0U5CC61,True,False,4.2,4.64,4.58,-0.06,3,3,3,3,98.0,90.9
A0A0W8DI56,True,False,3.74,4.89,4.95,0.06,3,3,3,3,98.5,98.0
A0A0P7APX3,True,False,4.18,4.83,4.77,-0.06,3,3,3,3,98.3,97.4
A0A0R0GQB4,True,False,3.74,4.59,4.53,-0.06,3,3,3,3,98.7,96.2
A0A0S4U8D6,True,False,4.05,5.09,5.03,-0.06,3,3,3,3,94.3,98.3
A0A0U3ND85,True,False,3.95,5.06,5.12,0.06,3,3,3,3,98.8,98.9
A0A135S3G6,True,False,4.09,4.65,4.71,0.06,3,3,3,3,98.5,97.9
A0A135SV65,True,False,4.42,4.97,5.03,0.06,3,3,3,3,98.3,97.6
A0A118JXA6,True,False,3.9,4.77,4.71,-0.06,3,3,3,3,98.8,98.1
A0A135RQT6,True,False,3.85,4.87,4.93,0.06,3,3,3,3,98.3,98.3
