accession,nres,ndom,chopping,confidence
A0AAV7EML1,759,2,"256-581,590-758",0.829
A0AAV7ER32,629,2,"124-442,448-628",0.851
A0AAV7EZ80,623,2,"105-427,442-622",0.815
A0AAV7F0A6,615,2,"108-443,444-613",0.838
A0AAV7G5I4,964,4,"29-345,360-492,502-814,829-963",0.880
A0AAV7G994,581,2,"89-416,417-580",0.846
A0AAV7GC29,581,2,"79-410,426-580",0.864
A0AAV7GE37,566,2,"89-410,441-565",0.855
A0AAV7JPI2,515,2,"19-291,313-483",0.642
A0AAV7NJ16,525,1,29-459,0.684
A0AAV7NUV3,536,2,"21-304_433-458,321-416",0.563
A0AAV7NZD3,358,2,"8-206,223-354",0.620
A0AAV7NZJ4,339,3,"20-113_142-162,118-141_163-284,302-333",0.638
A0AAV7P288,454,2,"19-219,284-437",0.666
A0AAV7P2D4,449,2,"19-219,284-437",0.658
A0AAV7P3B6,384,1,19-219,0.674
A0AAV7P3W7,800,2,"2-483,522-791",0.787
A0AAV7W153,533,1,25-463,0.674
A0AAV8P7P5,423,2,"12-252,274-422",0.905
A0AAV8PEK4,236,2,"43-95,110-235",0.852
A0AAV8Q501,592,2,"98-411,417-585",0.854
A0AAV8Q7T1,265,2,"18-107,151-258",0.919
A0AAV8QBQ6,587,2,"89-420,438-586",0.862
A0AAV8QF87,590,2,"96-409,415-583",0.865
A0AAV8QV23,577,2,"67-390,396-576",0.863
A0AAV8REC8,584,2,"86-417,423-583",0.855
A0AAV8T166,550,2,"49-372,390-547",0.861
A0AAV8T4D0,594,2,"88-423,424-592",0.827
A0AAV8T5G7,595,2,"88-418,424-593",0.824
A0AAV9AZV8,584,2,"80-410,416-583",0.844
A0AAV9B0B5,599,3,"3-69,90-421,427-598",0.813
A0AAV9BVQ4,594,2,"89-421,427-593",0.858
A0AAV9BXJ3,592,2,"97-420,426-591",0.857
A0AAV9CA53,581,2,"90-417,450-580",0.841
A0AAV9DPP7,553,2,"47-376,384-552",0.868
A0AAV9DQ84,523,2,"34-360,381-520",0.885
A0AAV9DQH4,482,2,"25-307,328-481",0.927
A0AAV9DQI7,298,1,12-290,0.900
A0AAV9DSD6,594,2,"89-421,427-593",0.858
A0AAV9DSK6,596,2,"94-424,430-595",0.854
A0AAV9FHM4,499,2,"26-325,343-498",0.876
A0AAV9FIQ9,572,2,"69-360,361-527",0.813
A0AAV9FJX0,614,2,"106-437,443-613",0.832
A0AAV9FKL6,583,2,"80-409,415-582",0.834
A0AAV9FM47,595,2,"93-429,430-594",0.839
A0AAV9FMH7,594,2,"89-421,427-593",0.852
A0AAV9G2J4,335,1,32-331,0.703
A0AAV9G352,365,1,34-364,0.713
A0AAV9G4I9,393,1,28-154_250-392,0.689
A0AAV9G5V3,320,1,36-317,0.698
A0AAV9G669,360,1,40-356,0.673
A0AAV9G6D4,382,1,28-379,0.721
A0AAV9G6Z5,559,2,"41-409,432-557",0.644
A0AAV9G7I8,328,1,33-315,0.698
A0AAV9G7K8,362,1,36-357,0.747
A0AAV9GAI2,382,1,25-381,0.629
A0AAV9GCS2,357,1,48-355,0.755
A0AAV9GE37,325,1,37-312,0.672
A0AAV9GE59,355,1,40-354,0.735
A0AAV9GEE9,414,2,"22-86_365-411,87-364_412-413",0.570
A0AAV9GF68,326,1,28-324,0.741
A0AAV9GFC7,429,2,"37-96_397-428,98-388",0.602
A0AAV9GFL8,699,4,"5-168_208-289_357-441,171-204,291-356_525-692,442-498",0.588
A0AAV9GFY6,386,1,25-385,0.636
A0AAV9GGJ3,395,1,32-394,0.664
A0AAV9GH02,326,1,37-314,0.706
A0AAV9GH49,867,3,"5-491_726-814,646-721,817-865",0.701
A0AAV9GI39,412,1,37-174_265-411,0.657
A0AAV9GJ60,326,2,"39-181,204-313",0.581
A0AAV9GKC3,410,1,40-409,0.630
A0AAV9GKY7,323,1,25-320,0.726
A0AAV9GL33,397,1,76-396,0.593
A0AAV9GLL4,347,1,36-346,0.726
A0AAV9GLN7,412,2,"30-173_263-411,190-262",0.707
A0AAV9GLX0,379,1,25-378,0.640
A0AAV9GMH2,556,2,"3-207_304-408,208-303_426-555",0.665
A0AAV9GMT2,367,1,51-366,0.737
A0AAV9GMT8,396,2,"24-80_347-395,81-344",0.607
A0AAV9GQ68,393,2,"26-170_243-392,175-218",0.638
A0AAV9GQH8,404,1,28-181_256-403,0.665
A0AAV9GQQ3,391,1,31-390,0.711
A0AAV9GQR2,389,1,36-276_339-388,0.681
A0AAV9GQZ8,357,1,36-356,0.746
A0AAV9GRP9,406,1,73-179_262-405,0.640
A0AAV9GSE5,555,2,"43-407,428-554",0.711
A0AAV9GST8,327,1,33-325,0.736
A0AAV9GWB4,689,2,"5-493,528-688",0.601
A0AAV9GWL6,385,1,25-384,0.633
A0AAV9GWZ3,322,1,36-309,0.716
A0AAV9GYC2,572,2,"49-407,432-559",0.712
A0AAV9H0Z4,431,1,76-192_249-430,0.647
A0AAV9H153,664,2,"16-397,401-415_480-650",0.593
A0AAV9H1R6,294,2,"34-242,255-287",0.610
A0AAV9H1S9,370,1,25-369,0.659
A0AAV9H3L9,324,1,33-311,0.706
A0AAV9H3R4,280,1,15-268,0.733
A0AAV9H4Y7,646,2,"20-397,470-632",0.644
A0AAV9H5N3,369,1,52-367,0.724
A0AAV9H6A4,393,1,29-392,0.672
A0AAV9H7L1,717,3,"30-205,213-267,273-714",0.675
A0AAV9HDW3,322,1,37-309,0.689
A0AAV9HFW5,358,1,43-357,0.732
A0AAV9HGX2,377,1,25-376,0.610
A0AAV9HJ01,646,2,"31-220_322-372,221-321_394-632",0.609
A0AAV9HJ72,408,2,"31-179_262-407,191-260",0.661
A0AAV9HKI4,411,1,37-410,0.677
A0AAV9HL35,353,1,34-352,0.686
A0AAV9HP34,577,2,"62-412,425-565",0.744
A0AAV9HQU8,356,1,37-350,0.739
A0AAV9HUP8,417,2,"21-76_351-416,77-349",0.679
A0AAV9HZ49,395,1,27-394,0.676
A0AAV9HZR5,325,1,27-323,0.746
A0AAV9HZS2,366,1,3-363,0.706
A0AAV9I0V0,388,1,65-387,0.816
A0AAV9I382,638,2,"33-287_326-416,301-325_422-637",0.588
A0AAV9I5B0,319,1,34-316,0.765
A0AAV9ILT6,442,2,"52-83,131-439",0.825
A0AAV9J8F3,396,1,96-384,0.912
A0AAV9JCG9,384,1,24-383,0.675
A0AAV9JI42,397,1,30-396,0.653
A0AAV9JT62,655,2,"63-411,416-646",0.602
A0AAV9JWE2,633,2,"49-423,471-616",0.675
A0AAV9JX95,588,1,218-587,0.859
A0AAV9K000,597,2,"98-425,431-594",0.834
A0AAV9K201,585,2,"98-434,459-584",0.825
A0AAV9KF22,627,2,"151-445,451-626",0.827
A0AAV9LQQ6,598,2,"98-425,431-595",0.839
A0AAV9LQR9,595,2,"95-427,433-593",0.863
A0AAV9LQX7,442,3,"105-195,212-303,342-440",0.708
A0AAV9LRB4,593,2,"95-427,433-592",0.836
A0AAV9LRD9,599,2,"98-431,437-598",0.868
A0AAV9LRL5,579,2,"98-408,414-578",0.828
A0AAV9LRN0,588,2,"90-421,427-587",0.848
A0AAV9LS32,595,2,"102-427,433-594",0.852
A0AAV9LTF8,588,2,"90-421,427-587",0.854
A0AAV9LU64,584,2,"94-416,422-582",0.853
A0AAV9LU83,516,2,"25-42_400-515,141-396",0.820
A0AAV9LU99,598,2,"97-430,436-597",0.857
A0AAV9LUB5,596,2,"96-430,436-595",0.858
A0AAV9LUM7,468,2,"16-300,323-467",0.920
A0AAV9N1J6,251,1,3-238,0.833
A0AAV9N2L3,713,3,"24-264,265-530,531-700",0.599
A0AAV9N3G0,410,1,50-409,0.654
A0AAV9N4W8,633,4,"5-164,188-308_463-632,325-359,369-410",0.686
A0AAV9NEM7,377,1,50-372,0.687
A0AAV9NER1,508,2,"6-300,321-492",0.569
A0AAV9NJ01,526,3,"4-144_300-400,167-206,207-299_411-523",0.646
A0AAV9NM11,385,1,36-381,0.664
A0AAV9NM54,404,1,24-180_248-403,0.641
A0AAV9P0U3,391,1,26-390,0.680
A0AAV9P1Y4,652,2,"52-422,480-646",0.703
A0AAV9PAA9,632,2,"57-422,423-624",0.664
A0AAV9PFW9,677,2,"54-432,473-631",0.661
A0AAV9PSX3,316,1,7-302,0.787
A0AAV9PXW8,591,2,"19-204,227-578",0.790
A0AAV9PYQ5,376,1,49-371,0.724
A0AAV9Q2N9,385,1,27-384,0.690
A0AAV9Q5G6,408,1,49-407,0.650
A0AAV9Q813,649,2,"5-518,568-648",0.613
A0AAV9QGM4,328,1,2-319,0.853
A0AAV9QK65,614,2,"50-397,398-599",0.675
A0AAV9RH71,525,1,23-459,0.678
A0AAV9RIM6,563,2,"22-453,456-539",0.742
A0AAV9RYA1,533,1,108-461,0.763
A0AAV9S5W9,547,1,28-49_55-63_67-459,0.670
A0AAV9S668,515,1,25-318_326-453,0.640
A0AAV9SWF4,320,1,35-307,0.693
A0AAV9SY11,486,1,121-121_135-485,0.838
A0AAV9T0C6,553,2,"43-396,397-548",0.688
A0AAV9T0H0,411,2,"25-182_260-410,189-259",0.666
A0AAV9T8J0,339,1,33-336,0.648
A0AAV9T8U9,658,3,"25-197_369-437,201-286,287-368_438-645",0.636
A0AAV9T9W1,379,1,28-378,0.664
A0AAV9TDU7,348,1,38-344,0.726
A0AAV9TIW1,390,1,28-175_213-389,0.592
A0AAV9TJ72,520,2,"5-189_293-393,200-292_401-516",0.651
A0AAV9TJT0,668,2,"130-489,495-663",0.706
A0AAV9TKI4,718,3,"5-218_343-392,220-342_522-704,397-516",0.613
A0AAV9TLG9,546,2,"138-289,308-539",0.850
A0AAV9TLV0,382,1,25-381,0.617
A0AAV9TRZ8,403,2,"30-179_250-402,185-226",0.629
A0AAV9TS26,680,2,"29-233_340-394,242-339_399-660",0.654
A0AAV9TTB1,568,2,"32-365,411-566",0.590
A0AAV9TV43,410,1,34-183_262-409,0.678
A0AAV9TVS5,393,1,30-392,0.634
A0AAV9TYZ1,358,1,137-354,0.873
A0AAV9U0H3,380,1,50-371,0.698
A0AAV9U1M6,718,3,"8-224_414-465,233-282,291-413_469-715",0.692
A0AAV9U3Q6,636,3,"16-104,130-438,487-609",0.907
A0AAV9U7U0,754,2,"225-562,579-750",0.792
A0AAV9UA50,553,2,"6-209_281-398,212-280_436-542",0.589
A0AAV9UB47,645,2,"70-428,429-644",0.633
A0AAV9UJ91,889,3,"26-423,425-444_677-875,595-649",0.682
A0AAV9UL21,739,2,"29-434,440-649",0.659
A0AAV9UL65,821,3,"26-110,211-611,632-815",0.788
A0AAV9ULA6,791,3,"48-431,435-606,615-776",0.687
A0AAV9UNB0,706,2,"133-491,500-705",0.660
A0AAV9UQM9,360,1,46-358,0.695
A0AAV9UT42,587,3,"25-322,326-365,388-570",0.756
A0AAV9V0T6,600,3,"10-88,120-430,481-597",0.906
A0AAV9V3C4,389,1,24-168_199-388,0.619
A0AAV9V4Z5,358,1,49-357,0.700
A0AAV9V5C2,721,2,"169-531,539-698",0.737
A0AAV9V5G2,402,2,"1-208,214-385",0.669
A0AAV9V6U2,646,3,"73-402,421-484,489-644",0.628
A0AAV9V828,383,1,34-366,0.711
A0AAV9V9T8,198,2,"1-73,90-189",0.827
A0AAV9VAY7,626,1,1-166_333-624,0.656
A0AAV9VGE1,391,1,44-388,0.710
A0AAV9VIH5,353,2,"108-250,263-348",0.814
A0AAV9VIS4,718,2,"164-529,536-710",0.734
A0AAV9VJN4,640,2,"45-406,415-635",0.694
A0AAV9VLS4,764,2,"59-470,475-675",0.666
A0AAV9VLZ7,595,2,"23-226_285-387_429-447,228-284_457-594",0.644
A0AAV9VMU8,809,2,"35-433,634-794",0.708
A0AAV9VWS4,391,1,69-388,0.721
A0AAV9VX17,643,2,"69-413,422-638",0.694
A0AAV9W0J7,612,3,"9-113,119-467,477-594",0.713
A0AAV9W2Y7,983,3,"36-116,291-659,673-864",0.812
A0AAV9W3C3,766,3,"165-195,210-574,581-762",0.766
A0AAV9W5A3,947,2,"25-440,442-463_764-945",0.705
A0AAV9W6Y6,379,2,"21-89,115-377",0.787
A0AAV9W7Y2,739,2,"187-550,557-731",0.750
A0AAV9W8G5,381,1,51-372,0.667
A0AAV9WDN7,706,3,"32-255,260-400_452-702,404-448",0.660
A0AAV9WFZ0,674,3,"23-181,198-241,246-652",0.669
A0AAV9WG77,725,2,"155-510,519-724",0.683
A0AAV9WGP2,701,3,"7-37_183-488,49-102,509-699",0.644
A0AAV9WIJ7,769,2,"42-473,478-680",0.655
A0AAV9WJA4,812,3,"46-431,583-629,637-797",0.730
A0AAV9WPE4,389,1,24-170_172-172_192-388,0.632
A0AAV9WQK5,358,1,49-357,0.692
A0AAV9WSZ8,632,3,"39-398,414-478,484-627",0.674
A0AAV9WTG2,697,2,"107-289_407-446,290-406_449-671",0.656
A0AAV9WTT3,679,2,"123-491,506-676",0.743
A0AAV9WVI6,395,1,44-376,0.718
A0AAV9WVQ3,672,2,"31-282,283-663",0.666
A0AAV9WYC9,681,2,"87-437,446-669",0.700
A0AAV9WYP6,689,3,"30-102,117-473,479-665",0.746
A0AAV9WYY8,392,1,69-389,0.755
A0AAV9X0N3,842,3,"37-114,239-598,617-797",0.790
A0AAV9X261,769,3,"67-399,413-582,597-757",0.709
A0AAV9X2B5,784,2,"30-473,485-704",0.645
A0AAV9X4Y9,844,3,"32-117,205-573,595-776",0.788
A0AAV9X5N6,632,2,"59-419,420-626",0.673
A0AAV9XAI9,687,2,"136-498,506-679",0.719
A0AAV9XCL7,946,4,"29-102,122-192,281-655,673-852",0.790
A0AAV9XET0,656,2,"100-438,446-642",0.639
A0AAV9XFA3,546,2,"13-230_319-408,249-318_425-531",0.625
A0AAV9XGV3,604,2,"56-402,430-601",0.696
A0AAV9XIT1,384,1,67-378,0.698
A0AAV9XIV8,637,2,"19-238_314-395,241-313_398-632",0.627
A0AAV9XJB6,649,2,"68-427,428-646",0.670
A0AAV9XKK2,389,1,24-388,0.660
A0AAV9XS44,761,2,"107-132_641-754,255-634",0.734
A0AAV9ZV20,361,2,"28-139,201-360",0.617
A0AAW0BU78,368,1,22-199_226-227_230-367,0.602
A0AAW0BU79,344,2,"27-192,207-342",0.820
A0AAW0BUC1,238,1,64-193,0.672
A0AAW0C1Q8,669,2,"20-207_410-410,256-409_411-668",0.681
A0AAW0CBD3,633,2,"26-362,472-619",0.686
A0AAW0CEC5,356,2,"49-211,235-354",0.591
A0AAW0CEJ6,255,2,"42-214,220-254",0.710
A0AAW0CQ31,424,1,115-423,0.890
A0AAW0D5P8,112,1,4-70,0.710
A0AAW0D5W7,275,1,9-273,0.653
A0AAW0DBD9,628,3,"25-363,371-408,466-614",0.685
A0AAW0DCV9,400,1,79-399,0.829
A0AAW0DF22,328,2,"21-185,192-327",0.528
A0AAW0DL74,264,1,2-259,0.811
A0AAW0DRS1,363,1,90-341,0.706
A0AAW0G9Z5,355,2,"38-190,199-354",0.622
A0AAW0GHL6,361,2,"31-189_241-360,194-237",0.600
A0AAW0GI35,588,2,"15-192_336-387,231-335_388-574",0.610
A0AAW0IL15,401,2,"20-226,268-400",0.655
A0AAW0JAN0,209,1,103-207,0.887
A0AAW0JXA3,368,2,"25-261,316-367",0.731
A0AAW0JZX2,416,1,12-336,0.691
A0AAW0KIT8,597,2,"95-424,430-596",0.837
A0AAW0MAT5,584,2,"95-415,416-583",0.858
A0AAW0MVQ9,505,2,"22-294_417-444,310-404",0.564
A0AAW0N3K3,540,2,"23-97,103-455",0.757
A0AAW0P4U7,521,1,19-455,0.669
A0AAW0PFQ4,520,1,18-430,0.774
A0AAW0PKN3,404,1,5-319,0.684
A0AAW0Q3H3,325,1,35-140_149-313,0.642
A0AAW0Q5S1,364,1,27-354,0.665
A0AAW0Q7W6,429,1,149-427,0.854
A0AAW0Q806,398,1,28-397,0.673
A0AAW0Q946,317,1,33-304,0.701
A0AAW0QD99,380,1,32-157_246-379,0.584
A0AAW0QEJ6,390,1,30-389,0.632
A0AAW0QEN6,399,1,39-397,0.742
A0AAW0QFG3,621,2,"30-250_354-399,252-353_404-618",0.681
A0AAW0QHX5,329,1,44-328,0.715
A0AAW0QIT9,439,2,"33-344,361-438",0.660
A0AAW0QJE6,390,1,29-157_247-389,0.651
A0AAW0QMD1,345,1,42-334,0.657
A0AAW0QMN1,684,2,"43-404,405-623",0.659
A0AAW0QQ86,352,1,41-291,0.594
A0AAW0QQB4,887,2,"52-459,700-848",0.780
A0AAW0QU21,382,1,22-161_244-381,0.689
A0AAW0QU34,359,1,18-135_217-355,0.679
A0AAW0QUJ7,402,1,29-401,0.640
A0AAW0QY08,368,1,57-364,0.682
A0AAW0QZE1,395,1,115-393,0.828
A0AAW0R186,560,2,"39-359,398-548",0.656
A0AAW0R1D0,366,2,"24-30_49-100,31-48_103-351",0.693
A0AAW0R297,617,3,"19-66_371-415,83-334,438-609",0.910
A0AAW0R323,412,2,"25-190_266-410,198-264",0.643
A0AAW0R484,398,2,"38-339_383-397,345-381",0.571
A0AAW0R486,406,1,35-405,0.685
A0AAW0R494,393,1,23-392,0.665
A0AAW0R5B2,569,2,"17-244_333-445,258-332_457-567",0.605
A0AAW0R5L3,315,1,33-302,0.721
A0AAW0R6S9,394,1,31-393,0.668
A0AAW0R6Y1,383,1,31-382,0.666
A0AAW0RA81,863,3,"41-434,436-660,695-856",0.729
A0AAW0RAF8,397,1,26-396,0.670
A0AAW0RCU8,351,1,41-349,0.750
A0AAW0RDJ2,381,1,25-380,0.624
A0AAW0REN9,481,1,168-480,0.915
A0AAW0RL97,363,1,86-350,0.866
A0AAW0RWB0,774,2,"57-406,638-765",0.765
A0AAW0RYN0,550,2,"46-385,386-542",0.668
A0AAW0RZS7,633,2,"29-251_360-403,253-359_404-630",0.678
A0AAW0S6A5,341,1,19-337,0.737
A0AAW0S788,304,1,46-262,0.713
A0AAW0S807,798,3,"12-178,200-626,630-795",0.684
A0AAW0Y788,314,3,"16-53,55-149,158-290",0.767
A0AAW1BHH7,581,2,"33-287_395-527,294-356",0.679
A0AAW1C1T5,527,1,104-456,0.764
A0AAW1EE71,540,1,21-455,0.680
A0AAW1ETR3,521,2,"19-96,102-455",0.737
A0AAW1FPI5,544,1,20-453,0.697
A0AAW1FT31,520,2,"25-306_419-453,320-414",0.584
A0AAW1FYT0,528,2,"20-97,103-456",0.753
A0AAW1G8T0,458,2,"25-215,300-432",0.666
A0AAW1KAG8,595,2,"90-423,461-594",0.818
A0AAW1MSU4,601,2,"119-425,431-600",0.820
A0AAW1MX99,332,1,117-330,0.899
A0AAW1MZD2,613,2,"129-438,445-611",0.822
A0AAW1NAD2,590,2,"91-425,432-589",0.827
A0AAW1PJY0,580,2,"31-194_198-235_315-402,236-314_407-558",0.605
A0AAW1PVV6,601,2,"29-207_305-423,208-304_425-572",0.660
A0AAW1R416,627,3,"32-390,391-456_615-625,463-604",0.605
A0AAW1R6D9,365,2,"37-183,235-333",0.815
A0AAW1X415,169,1,7-163,0.892
A0AAW1X7N6,244,1,107-241,0.821
A0AAW1XHD6,587,2,"103-423,450-584",0.854
A0AAW1XIG5,595,2,"98-419,425-594",0.835
A0AAW1XJ06,605,2,"106-427,433-603",0.847
A0AAW1ZNT7,536,2,"21-282,283-454",0.591
A0AAW2A843,511,2,"25-305_431-453,320-408",0.564
A0AAW2AI30,525,1,22-458,0.665
A0AAW2B4K4,525,1,103-454,0.737
A0AAW2BX62,597,2,"95-424,430-596",0.841
A0AAW2J0M6,618,2,"32-37_430-580,101-423",0.831
A0AAW2JGL0,380,2,"35-258,282-370",0.750
A0AAW2JIK6,452,2,"79-294,318-450",0.685
A0AAW2JUJ0,360,1,76-349,0.854
A0AAW2K2Z4,584,2,"92-422,439-576",0.849
A0AAW2K2Z5,588,2,"94-422,430-586",0.825
A0AAW2K313,397,1,92-396,0.831
A0AAW2K3I5,520,2,"24-354,373-508",0.908
A0AAW2K3M1,371,2,"1-219,232-363",0.892
A0AAW2K438,553,2,"67-392,412-552",0.813
A0AAW2K4S6,591,2,"101-424,433-588",0.853
A0AAW2KAY8,307,2,"67-100,107-305",0.839
A0AAW2KBA3,239,2,"4-82,96-233",0.947
A0AAW2KDD6,215,1,76-198,0.900
A0AAW2KEQ4,361,2,"5-181,214-346",0.914
A0AAW2KFM7,329,1,2-312,0.798
A0AAW2KI31,586,2,"91-422,445-576",0.859
A0AAW2KIA4,579,2,"88-419,440-573",0.858
A0AAW2KIK0,286,2,"8-122,147-280",0.861
A0AAW2KIN2,611,2,"123-446,464-610",0.855
A0AAW2KJM2,284,1,96-273,0.895
A0AAW2KK66,121,1,33-120,0.877
A0AAW2KM54,259,1,1-258,0.866
A0AAW2KU28,286,1,99-266,0.866
A0AAW2KU48,286,2,"8-121,145-285",0.865
A0AAW2KUV5,365,1,96-363,0.786
A0AAW2KUY8,457,2,"106-292,322-454",0.917
A0AAW2KWH3,589,2,"99-422,431-586",0.834
A0AAW2KWT0,520,2,"31-362,379-511",0.901
A0AAW2KYF0,291,1,99-286,0.859
A0AAW2KYY0,587,2,"91-421,440-575",0.852
A0AAW2KZ94,241,1,148-224,0.815
A0AAW2KZP3,290,2,"1-125,149-289",0.837
A0AAW2L0H7,338,2,"33-172,193-330",0.835
A0AAW2LMW0,587,2,"91-421,439-575",0.846
A0AAW2LMY5,428,2,"12-258,279-416",0.902
A0AAW2LP90,595,2,"101-429,437-593",0.838
A0AAW2LQ47,596,2,"106-429,437-593",0.830
A0AAW2LQ88,277,1,99-250,0.883
A0AAW2LR86,327,1,87-316,0.887
A0AAW2LS56,234,1,51-233,0.799
A0AAW2MA93,552,2,"77-386,401-540",0.826
A0AAW2MB30,574,2,"99-424,439-571",0.929
A0AAW2MB87,562,2,"25-40_430-550,89-420",0.838
A0AAW2MD49,585,2,"96-419,434-573",0.852
A0AAW2MDW8,448,2,"2-286,303-440",0.924
A0AAW2ME38,573,2,"84-407,415-571",0.793
A0AAW2PAR5,586,2,"94-416,422-585",0.846
A0AAW2PCD8,292,1,104-280,0.882
A0AAW2PCP3,579,2,"88-419,440-573",0.857
A0AAW2PDI7,586,2,"91-422,445-576",0.860
A0AAW2PEN6,282,2,"16-113,148-271",0.942
A0AAW2PFE9,560,2,"89-409,414-554",0.925
A0AAW2PH40,392,1,109-380,0.865
A0AAW2Q464,585,2,"97-420,437-582",0.861
A0AAW2Q483,579,2,"88-419,440-573",0.855
A0AAW2Q488,594,2,"99-430,447-584",0.854
A0AAW2Q493,360,1,8-244,0.972
A0AAW2Q4N2,580,2,"96-420,441-574",0.857
A0AAW2Q6H6,586,2,"94-416,422-585",0.847
A0AAW2T3A6,457,1,86-415,0.915
A0AAW2T464,427,2,"12-258,279-420",0.899
A0AAW2T484,251,2,"2-85,109-250",0.944
A0AAW2T4B2,294,1,146-293,0.807
A0AAW2T4T7,579,2,"88-419,439-573",0.855
A0AAW2T5C5,581,2,"86-417,434-571",0.862
A0AAW2T782,555,2,"96-395,416-549",0.875
A0AAW2T9S9,206,1,1-205,0.848
A0AAW2TNR2,597,2,"107-430,439-594",0.827
A0AAW2TNW9,354,1,1-272,0.909
A0AAW2TP12,561,2,"96-397,415-551",0.827
A0AAW2TPU7,584,2,"99-422,439-576",0.845
A0AAW2TQ19,584,2,"101-423,429-583",0.842
A0AAW2TQ77,316,2,"7-146,167-304",0.919
A0AAW2TQ89,180,1,80-173,0.802
A0AAW2TRQ5,575,2,"75-409,417-573",0.899
A0AAW2WLU2,284,1,92-258,0.789
A0AAW2WLU5,299,2,"1-125,147-298",0.816
A0AAW2WPE5,339,2,"5-174,200-333",0.898
A0AAW2WPH4,581,2,"95-345,352-517",0.854
A0AAW2WPR6,538,2,"96-406,415-532",0.933
A0AAW2WSM8,528,2,"29-38_395-525,97-387",0.860
A0AAW2WUC3,559,2,"99-395,415-549",0.804
A0AAW2YXC5,569,3,"10-89,119-433,452-568",0.902
A0AAW3DP87,452,2,"5-219,262-444",0.634
A0AAW3N5S9,533,2,"8-195_302-402,209-301_413-532",0.706
A0AAW4GB66,552,2,"41-388,410-549",0.763
A0AAW5AIV8,604,3,"12-91,118-429,465-582",0.790
A0AAW5T4F7,497,2,"29-312,321-496",0.857
A0AAW5ZGK4,496,2,"38-310,323-495",0.714
A0AAW5ZQG9,236,1,1-226,0.944
A0AAW7XA35,695,5,"18-126,168-170_177-273_469-531,171-176_532-694,284-351,401-454",0.779
A0AAW8FMU8,287,2,"2-124,155-286",0.698
A0AAW9D0C5,535,2,"8-214_301-399,215-300_406-534",0.657
A0AAX0U970,537,2,"10-401,427-536",0.718
A0AAX2M5H7,296,1,5-285,0.709
A0AAX2RJL4,542,2,"8-196_302-402,209-301_409-541",0.687
A0AAX2ZPI5,497,2,"29-312,319-496",0.856
A0AAX3G8D4,494,2,"4-304,328-493",0.862
A0AAX3IF49,321,2,"2-144,165-302",0.714
A0AAX3SQH6,236,1,10-219,0.739
A0AAX3SQM0,266,2,"4-108,116-263",0.966
A0AAX3ZJ40,288,2,"3-125,156-287",0.666
A0AAX4HVW2,330,1,26-329,0.708
A0AAX4I0H5,503,1,129-502,0.876
A0AAX4I189,410,1,27-182_259-409,0.668
A0AAX4I3W6,393,1,25-392,0.628
A0AAX4I3X6,411,1,32-184_263-410,0.687
A0AAX4I4P2,494,2,"6-77,114-299_324-492",0.623
A0AAX4IBI2,383,1,28-154_159-163_238-382,0.612
A0AAX4IHE0,749,2,"5-478_538-557,558-735",0.597
A0AAX4IHQ5,204,1,73-191,0.780
A0AAX4IHU9,683,2,"32-236_338-397,245-337_402-663",0.652
A0AAX4III9,403,1,30-177_254-402,0.632
A0AAX4IJG7,369,1,89-356,0.839
A0AAX4IR68,520,2,"5-190_292-393,201-291_401-516",0.652
A0AAX4IRE6,382,1,25-381,0.619
A0AAX4IRV8,700,2,"164-508_511-521,509-510_522-695",0.701
A0AAX4ISH2,573,2,"43-403,439-564",0.677
A0AAX4IUW6,379,1,28-378,0.660
A0AAX4IV46,339,1,33-336,0.627
A0AAX4IXQ2,673,3,"25-197_397-435,201-252,257-396_436-660",0.662
A0AAX4IYC0,348,1,38-344,0.725
A0AAX4J2W2,319,1,34-306,0.675
A0AAX4JFT9,304,2,"15-241,261-298",0.726
A0AAX6BME2,297,2,"6-148,165-296",0.670
A0AAX6DFK4,644,2,"124-468,474-643",0.863
A0AAX6DNU9,543,2,"21-367,376-542",0.898
A0AAX6E5A0,545,1,92-438,0.892
A0AAX6E935,625,2,"83-449,455-624",0.818
A0AAX6EJQ7,445,1,37-441,0.718
A0AAX6EKB9,605,2,"80-429,436-604",0.862
A0AAX6EKC4,604,2,"80-428,436-603",0.860
A0AAX6EML1,601,2,"74-432,450-600",0.874
A0AAX6EMW0,384,2,"5-189_354-382,195-350",0.865
A0AAX6EPF7,598,2,"86-428,435-597",0.877
A0AAX6EVH6,356,2,"5-183,205-355",0.895
A0AAX6F4X5,597,2,"86-428,435-596",0.868
A0AAX6F5C9,357,2,"5-179,206-356",0.890
A0AAX6FKK5,274,1,58-247,0.784
A0AAX6G014,614,2,"92-438,444-613",0.848
A0AAX6GG64,609,2,"88-435,444-608",0.872
A0AAX6HUM3,371,1,41-310,0.857
A0AAX6IB95,617,2,"95-439,445-614",0.855
A0AAX6IBA4,524,2,"213-343,365-523",0.761
A0AAX6IBX6,617,2,"78-442,448-616",0.839
A0AAX6IBY8,535,2,"12-358,376-534",0.918
A0AAX6IC71,611,2,"88-434,440-610",0.835
A0AAX6IDV5,595,2,"79-428,436-594",0.867
A0AAX6IDW7,613,2,"92-436,442-612",0.862
A0AAX6MAA0,271,1,28-256,0.679
A0AAX6MEQ5,260,1,3-202,0.642
A0AAX6MIX9,751,3,"27-105,119-571,584-749",0.804
A0AAX6MJK2,861,5,"33-342,398-493,527-615,623-800,802-857",0.824
