accession,trimmed_res,overall_plddt
A0AAV9WYC9,351,91.9
A0AAV9WYP6,357,97.1
A0AAV9WYY8,321,97.8
A0AAV9X0N3,360,87.2
A0AAV9X261,333,96.4
A0AAV9X2B5,444,81.3
A0AAV9X4Y9,369,96.2
A0AAV9X5N6,361,94.7
A0AAV9XAI9,363,97.5
A0AAV9XCL7,375,90.2
A0AAV9XET0,339,94.4
A0AAV9XFA3,396,89.7
A0AAV9XGV3,347,96.4
A0AAV9XIT1,312,98.1
A0AAV9XIV8,377,92.2
A0AAV9XJB6,360,96.2
A0AAV9XKK2,365,97.7
A0AAV9XS44,380,93.2
A0AAV9ZV20,333,96.9
A0AAW0BU78,346,89.3
A0AAW0BU79,316,91.1
A0AAW0BUC1,130,69.3
A0AAW0C1Q8,391,90.6
A0AAW0CBD3,337,95.3
A0AAW0CEC5,306,91.6
A0AAW0CEJ6,213,95.1
A0AAW0CQ31,309,97.0
A0AAW0D5P8,67,68.0
A0AAW0D5W7,265,94.3
A0AAW0DBD9,339,96.3
A0AAW0DCV9,321,91.0
A0AAW0DF22,307,93.6
A0AAW0DL74,258,87.9
A0AAW0DRS1,252,92.7
A0AAW0G9Z5,317,98.0
A0AAW0GHL6,330,98.2
A0AAW0GI35,373,90.3
A0AAW0IL15,381,90.6
A0AAW0JAN0,105,88.3
A0AAW0JXA3,343,60.8
A0AAW0JZX2,325,79.5
A0AAW0KIT8,330,96.8
A0AAW0MAT5,321,93.3
A0AAW0MVQ9,423,90.1
A0AAW0N3K3,353,97.8
A0AAW0P4U7,437,97.5
A0AAW0PFQ4,413,86.0
A0AAW0PKN3,315,96.2
A0AAW0Q3H3,279,97.9
A0AAW0Q5S1,328,80.1
A0AAW0Q7W6,279,97.9
A0AAW0Q806,370,97.7
A0AAW0Q946,272,98.6
A0AAW0QD99,348,86.5
A0AAW0QEJ6,360,96.8
A0AAW0QEN6,359,91.6
A0AAW0QFG3,370,94.5
A0AAW0QHX5,285,95.4
A0AAW0QIT9,406,84.3
A0AAW0QJE6,361,97.1
A0AAW0QMD1,293,98.2
A0AAW0QMN1,362,92.6
A0AAW0QQ86,251,74.0
A0AAW0QQB4,408,86.2
A0AAW0QU21,360,96.1
A0AAW0QU34,338,93.7
A0AAW0QUJ7,373,97.6
A0AAW0QY08,308,90.4
A0AAW0QZE1,279,97.9
A0AAW0R186,321,76.9
A0AAW0R1D0,321,78.7
A0AAW0R297,252,82.1
A0AAW0R323,386,95.0
A0AAW0R484,360,90.3
A0AAW0R486,371,96.3
A0AAW0R494,370,96.0
A0AAW0R5B2,429,88.3
A0AAW0R5L3,270,97.5
A0AAW0R6S9,363,97.5
A0AAW0R6Y1,352,97.9
A0AAW0RA81,394,89.5
A0AAW0RAF8,371,97.0
A0AAW0RCU8,309,92.9
A0AAW0RDJ2,356,92.5
A0AAW0REN9,313,97.7
A0AAW0RL97,265,97.6
A0AAW0RWB0,350,95.8
A0AAW0RYN0,340,96.9
A0AAW0RZS7,375,94.5
A0AAW0S6A5,319,91.8
A0AAW0S788,217,86.8
A0AAW0S807,427,91.9
A0AAW0Y788,133,80.0
A0AAW1BHH7,495,82.5
A0AAW1C1T5,353,97.6
A0AAW1EE71,435,97.5
A0AAW1ETR3,354,97.7
A0AAW1FPI5,434,97.7
A0AAW1FT31,429,96.3
A0AAW1FYT0,354,97.8
A0AAW1G8T0,408,88.7
A0AAW1KAG8,334,95.8
A0AAW1MSU4,307,94.8
A0AAW1MX99,214,88.9
A0AAW1MZD2,310,93.9
A0AAW1NAD2,335,94.9
A0AAW1PJY0,372,85.9
A0AAW1PVV6,395,72.3
A0AAW1R416,359,87.1
A0AAW1R6D9,297,81.0
A0AAW1X7N6,135,88.3
A0AAW1XHD6,321,97.0
A0AAW1XIG5,322,97.2
A0AAW1XJ06,322,97.5
A0AAW1ZNT7,434,97.5
A0AAW2A843,429,95.2
A0AAW2AI30,437,97.7
A0AAW2B4K4,352,96.9
A0AAW2BX62,330,97.2
A0AAW2J0M6,323,96.3
A0AAW2JGL0,224,82.7
A0AAW2JIK6,216,63.3
A0AAW2JUJ0,274,90.8
A0AAW2K2Z4,331,92.3
A0AAW2K2Z5,329,94.7
A0AAW2K313,305,96.4
A0AAW2K3I5,331,88.3
A0AAW2K3M1,219,67.4
A0AAW2K438,326,78.2
A0AAW2K4S6,324,95.8
A0AAW2KAY8,199,87.9
A0AAW2KBA3,79,89.1
A0AAW2KDD6,123,88.8
A0AAW2KEQ4,177,66.2
A0AAW2KFM7,311,80.2
A0AAW2KI31,332,91.7
A0AAW2KIA4,332,92.8
A0AAW2KIK0,115,73.2
A0AAW2KIN2,324,96.4
A0AAW2KJM2,178,88.9
A0AAW2KK66,88,67.1
A0AAW2KM54,258,85.0
A0AAW2KU28,168,93.3
A0AAW2KU48,114,88.0
A0AAW2KUV5,268,77.8
A0AAW2KUY8,187,74.2
A0AAW2KWH3,324,97.1
A0AAW2KWT0,332,94.0
A0AAW2KYF0,188,90.1
A0AAW2KYY0,331,91.5
A0AAW2KZ94,77,95.3
A0AAW2KZP3,125,82.2
A0AAW2L0H7,140,89.3
A0AAW2LMW0,331,92.9
A0AAW2LMY5,247,75.9
A0AAW2LP90,329,95.8
A0AAW2LQ47,324,97.4
A0AAW2LQ88,152,94.2
A0AAW2LR86,230,84.2
A0AAW2MA93,310,78.2
A0AAW2MB30,326,93.6
A0AAW2MB87,332,95.1
A0AAW2MD49,324,92.5
A0AAW2MDW8,285,93.1
A0AAW2ME38,324,81.6
A0AAW2PAR5,323,96.7
A0AAW2PCD8,177,85.7
A0AAW2PCP3,332,92.7
A0AAW2PDI7,332,92.6
A0AAW2PEN6,98,68.7
A0AAW2PFE9,321,95.0
A0AAW2PH40,272,97.3
A0AAW2Q464,324,96.2
A0AAW2Q483,332,93.4
A0AAW2Q488,332,92.0
A0AAW2Q493,237,69.0
A0AAW2Q4N2,325,95.4
A0AAW2Q6H6,323,96.9
A0AAW2T3A6,330,97.6
A0AAW2T464,247,84.1
A0AAW2T484,84,74.7
A0AAW2T4B2,148,88.2
A0AAW2T4T7,332,93.4
A0AAW2T5C5,332,91.7
A0AAW2T782,300,89.4
A0AAW2T9S9,205,89.2
A0AAW2TNR2,324,96.5
A0AAW2TNW9,272,90.6
A0AAW2TP12,302,88.4
A0AAW2TPU7,324,91.4
A0AAW2TQ19,323,95.3
A0AAW2TQ77,140,78.3
A0AAW2TQ89,94,68.4
A0AAW2TRQ5,335,86.1
A0AAW2WLU2,167,93.0
A0AAW2WLU5,125,76.8
A0AAW2WPE5,170,73.6
A0AAW2WPH4,251,75.9
A0AAW2WPR6,311,94.9
A0AAW2WSM8,291,91.4
A0AAW2WUC3,297,93.0
A0AAW2YXC5,315,93.0
A0AAW3DP87,440,97.6
A0AAW3N5S9,395,90.7
A0AAW4GB66,348,97.2
A0AAW5AIV8,312,91.0
A0AAW5T4F7,284,96.6
A0AAW5ZGK4,273,97.6
A0AAW5ZQG9,226,71.1
A0AAW7XA35,364,89.3
A0AAW8FMU8,285,96.6
A0AAW9D0C5,392,89.3
A0AAX0U970,392,90.0
A0AAX2M5H7,281,96.2
A0AAX2RJL4,395,89.9
A0AAX2ZPI5,284,96.5
A0AAX3G8D4,301,97.1
A0AAX3IF49,301,97.8
A0AAX3SQH6,210,70.4
A0AAX3SQM0,105,60.8
A0AAX3ZJ40,285,97.8
A0AAX4HVW2,304,98.2
A0AAX4I0H5,374,97.0
A0AAX4I189,383,96.5
A0AAX4I3W6,368,96.8
A0AAX4I3X6,379,96.5
A0AAX4I4P2,72,55.6
A0AAX4IBI2,355,98.1
A0AAX4IHE0,553,79.0
A0AAX4IHQ5,119,80.2
A0AAX4IHU9,366,91.5
A0AAX4III9,373,97.8
A0AAX4IJG7,268,95.4
A0AAX4IR68,389,90.1
A0AAX4IRE6,357,97.4
A0AAX4IRV8,358,96.7
A0AAX4ISH2,361,92.0
A0AAX4IUW6,351,98.2
A0AAX4IV46,304,98.2
A0AAX4IXQ2,411,88.4
A0AAX4IYC0,307,97.2
A0AAX4J2W2,273,96.9
A0AAX4JFT9,227,96.9
A0AAX6BME2,291,97.3
A0AAX6DFK4,345,92.5
A0AAX6DNU9,347,91.2
A0AAX6E5A0,347,93.1
A0AAX6E935,367,89.2
A0AAX6EJQ7,405,73.1
A0AAX6EKB9,350,89.4
A0AAX6EKC4,349,90.3
A0AAX6EML1,359,92.7
A0AAX6EMW0,378,76.7
A0AAX6EPF7,343,93.5
A0AAX6EVH6,179,77.3
A0AAX6F4X5,343,93.0
A0AAX6F5C9,175,89.1
A0AAX6FKK5,190,78.9
A0AAX6G014,347,91.9
A0AAX6GG64,348,92.1
A0AAX6HUM3,270,77.8
A0AAX6IB95,345,91.2
A0AAX6IBA4,131,56.4
A0AAX6IBX6,365,88.8
A0AAX6IBY8,347,92.7
A0AAX6IC71,347,91.0
A0AAX6IDV5,350,90.0
A0AAX6IDW7,345,92.5
A0AAX6MAA0,229,66.5
A0AAX6MEQ5,200,85.6
A0AAX6MIX9,79,76.9
A0AAX6MJK2,310,85.0
A0AAX6MK48,359,91.2
A0AAX6MKY9,372,96.9
A0AAX6MMI5,349,92.1
A0AAX6MN94,384,93.9
A0AAX6MNZ2,120,72.2
A0AAX6MQS0,151,84.2
A0AAX6MR29,145,96.9
A0AAX6MUB6,352,93.4
A0AAX6MY24,219,83.6
A0AAX6N8C7,291,96.8
A0AAX6NW88,354,97.6
A0AAX6NWD9,369,97.6
A0AAX6Q5K4,452,95.4
A0AAX6QCB8,432,95.5
A0AAX7SMN4,430,97.5
A0AAX7SQZ7,354,97.7
A0AAX7TC49,435,97.5
A0AAX7TTQ8,432,94.3
A0AAX7TXW4,430,97.4
A0AAX7TYZ9,354,97.5
A0AAX7U8V1,369,97.4
A0AAX7UCM2,437,97.2
A0AAX7UM13,429,95.3
A0AAX7UUV6,432,94.2
A0AAX7V641,430,97.6
A0AAY4AAH0,434,97.3
A0AAY4AKJ8,430,97.5
A0AAY4B6X4,430,97.3
A0AAY4B9S1,369,97.6
A0AAY4B9S7,354,97.7
A0AAY4DAA3,434,98.0
A0AAY4DGX2,431,95.2
A0AAY4DHZ8,428,95.4
A0AAZ3NQW4,379,77.3
A0AAZ3PEP9,436,94.7
A0AAZ3PG11,436,95.4
A0AAZ3PSK8,162,70.5
A0AAZ3PVG4,438,96.2
A0AAZ3PZM4,429,97.4
A0AAZ3Q1B1,440,96.2
A0AAZ3QFD9,348,97.4
A0AAZ3R9K4,378,75.0
A0AB32V0V2,339,76.4
A0AB32V1Y7,337,97.4
A0AB32VJG4,325,97.0
A0AB32WH89,330,96.6
A0AB32WIV2,329,96.6
A0AB32WLL1,323,96.8
A0AB33BFT5,313,96.9
A0AB33K706,285,97.3
A0AB33VCY9,265,96.5
A0AB33VFM8,273,97.6
A0AB33WR39,287,96.9
A0AB34C678,301,97.0
A0AB34FBJ6,142,42.1
A0AB34FF60,180,85.6
A0AB34FH03,339,93.5
A0AB34G1W5,375,94.7
A0AB34G7B4,337,89.5
A0AB34H8K3,375,74.6
A0AB34I616,364,66.0
A0AB34KA08,281,76.0
A0AB34KA35,288,90.1
A0AB34KA60,371,97.0
A0AB34KAC0,237,81.8
A0AB34KCX1,166,86.2
A0AB34KDN9,189,60.9
A0AB34KIC5,376,95.9
A0AB34KIL7,365,96.8
A0AB34KIU8,333,97.3
A0AB34KK03,372,96.6
A0AB34KKP4,347,91.0
A0AB34KMZ8,375,96.7
A0AB34KNK6,333,96.0
A0AB34KRY9,318,95.9
A0AB34KUD4,370,98.2
A0AB34KVN9,323,97.1
A0AB34KXU4,371,96.7
A0AB34KZZ7,359,97.3
A0AB36P7C1,347,93.9
A0AB36TKW0,321,95.7
A0AB37ULT2,297,93.6
A0AB37UNL5,343,96.8
A0AB37W5F0,291,98.2
A0AB37W5F7,361,97.0
A0AB37W628,357,96.8
A0AB37W6N7,127,94.8
A0AB37W830,289,97.9
A0AB37WA51,368,97.6
A0AB37WBD0,336,95.5
A0AB37WDN7,399,93.3
A0AB37WE59,388,96.0
A0AB37WF80,363,98.2
A0AB37WLI1,363,98.2
A0AB37WPQ7,268,84.1
A0AB37WR93,389,91.3
A0AB37WSN9,324,94.0
A0AB37X2G0,306,87.9
A0AB37YN20,249,97.9
A0AB38M0H2,627,75.6
A0AB39M3L1,285,96.9
A0AB39MQJ6,269,98.3
A0AB39MWQ9,283,97.2
A0AB39PCD4,285,97.5
A0AB39PKN3,269,98.1
A0AB39PPR9,269,98.3
A0AB39PV22,283,97.0
A0AB39QJS5,285,97.4
A0AB39R8P8,269,98.2
A0AB39RE11,285,96.9
A0AB39RXM8,270,98.5
A0AB39SBC6,285,97.2
A0AB39T484,269,98.2
A0AB39T4R7,285,98.1
A0AB39TWL9,328,97.1
A0AB39XZI3,270,98.2
A0AB39XZJ9,285,96.2
A0AB39YCZ7,269,98.3
A0AB40AJ23,298,96.2
A0AB40AJS5,324,96.8
A0AB40AKY1,324,96.0
A0AB40BNR7,316,96.6
A0AB40BPK1,314,93.6
A0AB40C3A0,203,79.6
A0AB40CL24,329,96.0
A0AB40D581,292,94.1
A0AB72UHW7,312,95.2
A0AB73FVA4,395,90.3
A0AB74BTV7,327,97.6
A0AB74BWP0,409,89.6
A0AB74BZ39,404,88.2
A0AB74C4H3,367,97.1
A0AB74C971,326,98.0
A0AB74CD63,289,97.2
A0AB74CDD4,597,87.9
A0AB74DFP7,395,90.6
A0AB74IRW4,366,96.0
A0AB74J3K9,368,97.1
A0AB74J716,365,97.9
A0AB74JLQ5,221,86.9
A0AB74JRL7,372,96.7
A0AB74JUA1,365,97.7
A0AB74KDR2,315,92.0
A0AB74UNN5,268,95.5
A0AB74V372,272,95.0
A0ABC8BKR2,269,98.2
A0ABC8C1Z1,285,95.9
A0ABC8RIY8,297,97.3
A0ABC8RJ10,324,95.6
A0ABC8RN46,334,96.7
A0ABC8RNA3,334,96.4
A0ABC8S3Q2,328,96.3
A0ABC8S4A7,326,96.1
A0ABC8S4N4,326,96.7
A0ABC8S9C6,326,96.4
A0ABC8STR4,297,97.4
A0ABC8SYL7,306,94.0
A0ABC8T3G4,322,96.7
A0ABC8TDF6,322,96.9
A0ABC8YRY6,335,94.4
A0ABC8Z289,335,95.2
A0ABC8Z2B9,376,87.9
A0ABC9AMU1,324,96.1
A0ABC9AP56,291,89.3
A0ABC9B1E3,327,96.0
A0ABC9C6A2,297,97.0
A0ABC9CSN2,297,97.1
A0ABC9D1I0,297,97.2
A0ABC9D1J1,202,69.8
A0ABC9D2C6,297,97.2
A0ABC9DN80,334,94.8
A0ABC9E1N6,333,95.3
A0ABC9EA14,333,94.4
A0ABC9F5M8,295,87.3
A0ABC9F5Q9,285,72.1
A0ABC9F744,297,96.8
A0ABC9HG94,334,93.8
A0ABC9W2I6,280,77.7
A0ABC9W5F9,223,81.1
A0ABC9Y2Q8,438,97.6
A0ABD0JLY9,257,53.7
A0ABD0JMJ5,385,90.8
A0ABD0JMK0,474,66.4
A0ABD0K492,264,87.9
A0ABD0PM41,208,92.4
A0ABD0RZQ3,103,88.8
A0ABD0S0T4,83,87.0
A0ABD0U1W8,314,95.1
A0ABD0UGX9,322,94.4
A0ABD0UHC1,322,96.3
A0ABD0V4F5,322,96.5
A0ABD0VGR3,338,91.0
A0ABD0VZS5,433,95.2
A0ABD0WFA0,369,97.7
A0ABD0WIT6,433,97.9
A0ABD0X718,434,97.8
A0ABD0XRB5,430,97.7
A0ABD1G0L1,120,52.1
A0ABD1G0P1,327,95.3
A0ABD1G131,334,96.6
A0ABD1G2M5,333,92.3
A0ABD1G2N0,324,95.2
A0ABD1G2N7,333,92.6
A0ABD1G2P4,333,95.8
A0ABD1G2Q8,326,94.7
A0ABD1G2W5,313,94.8
A0ABD1G2X1,323,96.9
A0ABD1G382,137,78.4
A0ABD1G397,169,75.9
A0ABD1G3C2,333,94.9
A0ABD1G5Q0,345,93.2
A0ABD1G5U5,329,94.9
A0ABD1H5C7,114,82.4
A0ABD1H5D5,616,65.8
A0ABD1H6K2,577,68.0
A0ABD1H8M7,132,76.5
A0ABD1H915,269,87.9
A0ABD1H9L5,108,69.5
A0ABD1I5R2,240,83.1
A0ABD1IJ41,324,92.8
A0ABD1IVV8,433,97.6
A0ABD1J3F5,431,96.3
A0ABD1KAR1,434,97.5
A0ABD1N1E8,326,97.2
A0ABD1N226,327,97.2
A0ABD1N7W4,331,95.7
A0ABD1PTN2,331,94.3
A0ABD1QIQ6,285,92.5
A0ABD1QJW7,251,87.5
A0ABD1QJW8,332,94.2
A0ABD1QJX0,331,92.3
A0ABD1QJX1,66,79.7
A0ABD1QJZ0,331,92.2
A0ABD1QK05,323,96.4
A0ABD1QKA2,330,95.1
A0ABD1QKB9,323,96.5
A0ABD1QKF7,323,94.0
A0ABD1QL93,330,93.3
A0ABD1QNH4,325,92.2
A0ABD1QNK1,332,93.1
A0ABD1QNK3,330,93.6
A0ABD1QTF1,327,94.4
A0ABD1R520,324,94.8
A0ABD1R5X5,331,94.4
A0ABD1RDH2,249,80.0
A0ABD1REJ5,325,95.8
A0ABD1S2W4,323,96.4
A0ABD1S3P3,323,96.4
A0ABD1S779,321,93.7
A0ABD1S784,330,93.4
A0ABD1S787,323,96.4
A0ABD1S795,152,94.4
A0ABD1S7A8,332,92.2
A0ABD1S7B8,323,95.9
A0ABD1S7F8,126,62.8
A0ABD1S7F9,329,93.8
A0ABD1S869,330,94.9
A0ABD1S8R6,332,91.9
A0ABD1SA41,330,92.4
A0ABD1U570,126,59.0
A0ABD1ULX9,179,90.8
A0ABD1UM57,335,95.4
A0ABD1UMA1,328,95.5
A0ABD1UNE4,327,95.8
A0ABD1UWZ0,163,69.3
A0ABD1WH42,303,87.6
A0ABD1WH58,333,94.5
A0ABD1WH59,186,85.4
A0ABD1WH78,206,93.5
A0ABD1WH80,329,93.9
A0ABD1WH85,329,93.7
A0ABD1WHD2,272,95.1
A0ABD1WHD6,329,95.0
A0ABD1WHF9,328,91.1
A0ABD1WHI7,338,93.0
A0ABD1WHW1,327,95.8
A0ABD1WJT1,320,84.2
A0ABD1WJU9,329,94.7
A0ABD1WKW7,327,94.1
A0ABD1XW85,340,95.9
A0ABD1XWP8,340,95.7
A0ABD1YUD1,128,79.5
A0ABD1ZAC3,374,95.0
A0ABD1ZCL7,338,96.7
A0ABD1ZP60,339,81.3
A0ABD1ZQZ6,374,95.8
A0ABD2FD23,452,95.4
A0ABD2FMY5,432,97.7
A0ABD2FXQ5,226,87.7
A0ABD2FY39,171,95.1
A0ABD2GQC6,431,96.0
A0ABD2GUW5,435,97.7
A0ABD2HL96,437,97.7
A0ABD2HPL6,216,87.6
A0ABD2HPV6,465,83.9
A0ABD2HUT0,138,87.2
A0ABD2HV04,394,87.1
A0ABD2HZK8,415,90.5
A0ABD2I4S2,309,93.8
A0ABD2IFA8,396,85.6
A0ABD2IHM9,363,94.4
A0ABD2IJ36,465,81.4
A0ABD2IJ80,395,73.1
A0ABD2IJH8,446,80.3
A0ABD2IL51,224,59.5
A0ABD2IRV0,462,64.5
A0ABD2IXF5,394,87.7
A0ABD2J0Q8,384,86.5
A0ABD2J1I9,457,83.2
A0ABD2J3E4,363,94.7
A0ABD2JEX8,363,93.9
A0ABD2JMZ9,417,90.3
A0ABD2JN50,358,78.3
A0ABD2JQD7,394,86.3
A0ABD2JRS2,283,88.1
A0ABD2JRX5,283,88.7
A0ABD2JWA1,370,93.7
A0ABD2JZN6,557,81.5
A0ABD2K750,557,81.5
A0ABD2K7H3,341,71.1
A0ABD2K7K4,398,90.9
A0ABD2KDC3,400,94.8
A0ABD2KEK6,387,90.4
A0ABD2KEM1,333,69.9
A0ABD2KGI9,366,87.8
A0ABD2KIP0,373,94.0
A0ABD2KLI7,309,94.2
A0ABD2KZ99,282,92.9
A0ABD2L179,381,81.8
A0ABD2L1W8,299,66.1
A0ABD2L3A9,417,88.8
A0ABD2L3Z7,363,93.8
A0ABD2L5J6,415,90.3
A0ABD2L835,394,85.9
A0ABD2LAM1,415,88.0
A0ABD2LG15,381,88.5
A0ABD2LI83,413,90.2
A0ABD2LJN0,280,85.5
A0ABD2LMF9,215,82.3
A0ABD2LMH4,394,87.3
A0ABD2LMM6,465,82.0
A0ABD2LMP6,309,93.8
A0ABD2LPM8,384,87.0
A0ABD2LYB3,418,87.6
A0ABD2M171,418,82.8
A0ABD2M4S6,412,92.3
A0ABD2M5Y3,193,91.6
A0ABD2MC55,392,84.1
A0ABD2PLK1,307,93.0
A0ABD2PP24,84,57.0
A0ABD2PQA7,381,77.9
A0ABD2QHI1,445,90.8
A0ABD2RFR9,333,95.9
A0ABD2RFS3,334,94.4
A0ABD2RFT4,180,90.8
A0ABD2RGS5,332,94.3
A0ABD2RGW4,326,95.8
A0ABD2SND1,148,92.6
A0ABD2TYL9,332,93.3
A0ABD2TZA1,174,91.2
A0ABD2V818,295,97.3
A0ABD2YAZ4,323,95.5
A0ABD2YN85,296,95.8
A0ABD2YPG3,297,97.0
A0ABD2YPK6,331,96.3
A0ABD2YQ77,315,97.4
A0ABD2YRV5,318,94.0
A0ABD2YS32,315,97.4
A0ABD2YSQ0,163,83.8
A0ABD2YTJ9,135,64.4
A0ABD2ZJR8,330,97.1
A0ABD3B960,334,91.1
A0ABD3CPL3,324,92.2
A0ABD3CQK5,331,91.8
A0ABD3CRY7,339,90.9
A0ABD3CS12,317,95.0
A0ABD3CSS8,333,95.9
A0ABD3CT32,333,96.5
A0ABD3DM87,323,96.8
A0ABD3DZ56,320,95.6
A0ABD3E9R6,326,96.2
A0ABD3FDS6,378,92.6
A0ABD3FP25,391,93.2
A0ABD3FPM1,371,94.9
A0ABD3FSN5,322,96.7
A0ABD3FSP5,453,82.7
A0ABD3FTY2,312,93.3
A0ABD3FTZ6,448,92.9
A0ABD3FUV3,315,96.4
A0ABD3FWV8,327,97.9
A0ABD3FX43,335,95.0
A0ABD3GLM9,350,93.8
A0ABD3GYN1,338,91.5
A0ABD3GZG7,307,86.0
A0ABD3H224,294,80.8
A0ABD3HAP7,360,95.1
A0ABD3HTA3,368,94.6
A0ABD3HTA8,358,94.9
A0ABD3I1K4,360,95.3
A0ABD3I1T0,340,96.5
A0ABD3I4E3,340,96.4
A0ABD3I4U1,340,93.3
A0ABD3I5S8,358,94.1
A0ABD3KR64,337,97.3
A0ABD3P7G1,354,90.3
A0ABD3S801,323,96.4
A0ABD3S9W8,318,92.8
A0ABD3S9X0,332,91.5
A0ABD3SA37,330,95.2
A0ABD3SA72,310,80.9
A0ABD3SAE6,317,89.4
A0ABD3SAF9,321,96.5
A0ABD3TJS7,284,71.6
A0ABD3TLC0,337,93.9
A0ABD3TLM7,340,91.7
A0ABD3UI54,330,90.1
A0ABD3UR83,328,86.7
A0ABD3UTI4,283,94.4
A0ABD3VAS0,348,88.7
A0ABD3VAS6,348,90.5
A0ABD3VAT2,348,83.3
A0ABD3VAT5,348,90.5
A0ABD3VBF2,564,62.9
A0ABD3VD34,348,87.2
A0ABD3VDR8,348,82.8
A0ABD3VDU0,345,84.5
A0ABD3VDX7,291,75.1
A0ABD3VE23,206,90.3
A0ABD3VE32,279,97.5
A0ABD3VE72,371,86.9
A0ABD3VFH0,336,93.1
A0ABD3VGD3,327,93.8
A0ABD3VGG0,371,85.9
A0ABD3VGV3,381,87.5
A0ABD3VGY0,342,90.1
A0ABD3VGY9,316,93.8
A0ABD3VH04,391,89.2
A0ABD3VH26,317,88.1
A0ABD3VIF5,359,87.2
A0ABD3VIH1,350,87.7
A0ABD3VJE0,361,93.7
A0ABD3VJW7,350,91.3
A0ABD4AYG4,395,88.8
A0ABD4DZ03,395,90.4
A0ABD4E5Y5,162,89.9
A0ABD4WWK8,284,98.1
A0ABD5AIY8,313,97.0
A0ABD5E1P1,285,97.4
A0ABD5EQD1,285,97.6
A0ABD5KX43,291,97.3
A0ABD6E420,286,87.4
A0ABD6E5N7,320,95.8
A0ABD6EFA7,582,80.6
A0ABD6ELN3,129,92.8
A0ABD6ENR7,185,68.8
A0ABD6F1Y6,103,76.2
A0ABD6GFY7,286,96.2
A0ABD6H4Y1,317,93.8
A0ABD6Q2R4,395,90.4
A0ABD6QLP3,284,96.6
A0ABD7BY96,348,97.0
A0ABD7CW28,271,97.7
A0ABD7CWR1,285,96.6
A0ABD7TEJ6,287,97.6
A0ABD7WR13,291,96.8
A0ABF7R9X0,273,97.6
A0ABF7RBE4,265,96.5
A0ABI7XDW7,393,96.6
A0ABI7XE49,353,97.4
A0ABI7XPN1,430,96.3
A0ABI7YGT9,432,98.0
A0ABI7YHM6,430,97.8
A0ABK0LB88,429,95.4
A0ABM0GVT4,464,94.0
A0ABM0GVT5,457,92.2
A0ABM0HUB5,453,94.9
A0ABM0IS91,353,97.4
A0ABM0IVW8,430,98.0
A0ABM0IX43,431,95.6
A0ABM0K713,195,76.5
A0ABM0KZ61,432,93.8
A0ABM0L2K3,433,97.8
A0ABM0MAQ3,205,93.5
A0ABM0MAQ4,487,89.0
A0ABM0NHT7,322,97.5
A0ABM0NHT8,322,97.1
A0ABM0NHT9,322,97.0
A0ABM0NHU0,359,92.7
A0ABM0NHU1,322,97.1
A0ABM0NHU2,332,96.8
A0ABM0PAN0,322,96.8
A0ABM0Q250,239,70.4
A0ABM0QN44,431,96.1
A0ABM0RPT3,430,98.1
A0ABM1ABF7,227,88.7
A0ABM1B806,344,85.5
A0ABM1CCM5,431,96.4
A0ABM1D7X1,439,97.2
A0ABM1EQT0,434,92.2
A0ABM1G0K4,296,97.2
A0ABM1HDK0,332,92.5
A0ABM1HEZ2,328,96.4
A0ABM1HFP9,326,96.0
A0ABM1HFQ0,327,95.9
A0ABM1HGT5,326,94.8
A0ABM1JLG6,369,97.3
A0ABM1KK45,432,97.0
A0ABM1KUS3,434,98.2
A0ABM1LL72,318,94.4
A0ABM1U862,439,97.0
A0ABM1UDG6,332,92.8
A0ABM1VGE0,334,94.0
A0ABM1VGE1,333,96.1
A0ABM1VVY2,310,88.6
A0ABM2BF32,433,94.4
A0ABM2BFA3,326,97.0
A0ABM2BFF6,330,96.7
A0ABM2BG05,332,96.9
A0ABM2BIE9,347,93.1
A0ABM2EI30,433,98.1
A0ABM2F8X9,354,97.7
A0ABM2F9W3,431,95.7
A0ABM2Z6Z4,326,97.2
A0ABM3B9T2,145,94.7
A0ABM3BAV3,127,83.2
A0ABM3BZA6,333,95.1
A0ABM3E399,434,97.9
A0ABM3EB94,435,96.3
A0ABM3EC59,437,96.6
A0ABM3IXC8,317,96.6
A0ABM3KDJ7,309,96.7
A0ABM3SUX7,346,92.4
A0ABM3XFY6,432,95.3
A0ABM3Z1D6,352,98.3
A0ABM4B626,289,96.2
A0ABM4B637,287,97.0
A0ABM4CLJ5,286,96.1
A0ABM4CWC9,339,88.2
A0ABM4D189,284,93.1
A0ABM4G3K3,369,97.0
A0ABM4HCF0,433,98.1
A0ABM4J954,439,97.3
A0ABM4L3Y9,130,82.2
A0ABM4UF39,457,68.0
A0ABM4UF46,321,96.8
A0ABM4WM52,323,96.8
A0ABM4WNW1,330,96.9
A0ABM5D3Q1,353,97.4
A0ABM5EHC4,258,87.3
A0ABM5EHD2,343,86.7
A0ABM5R5X8,285,97.3
A0ABM5TVB0,269,98.6
A0ABM5ZIT5,303,97.9
A0ABM5ZJ24,277,96.3
A0ABM6AYE3,285,98.1
A0ABM6CI63,252,96.0
A0ABM6E5Q9,289,95.8
A0ABM6I7Q0,293,96.5
A0ABM6NZV0,395,90.9
A0ABM6Q546,311,93.5
A0ABM7ED67,287,94.8
A0ABM7Q8T6,284,97.1
A0ABM7Q8X4,300,95.4
A0ABM7QH02,300,95.4
A0ABM7QH35,284,97.1
A0ABM8C1Z0,350,97.2
