accession	thioether	sg_dist
A0ABV1XHU9	-	NA
A0ABV1Y2Y3	-	NA
A0ABV1Z0I5	C	2.85
A0ABV2I0A5	C*	3.62
A0ABV2RXN8	C*	3.53
A0ABV2S8C8	C	3.27
A0ABV2UZV7	-	NA
A0ABV2V582	-	NA
A0ABV2VWY6	-	NA
A0ABV2W3T6	-	NA
A0ABV2W3V2	C*	3.52
A0ABV2XTX6	-	NA
A0ABV2XWW1	-	NA
A0ABV2YHF9	-	NA
A0ABV2ZAT7	-	NA
A0ABV2ZRY6	-	NA
A0ABV3A5C7	-	NA
A0ABV3A804	-	NA
A0ABV3AYP9	-	NA
A0ABV3BD86	-	NA
A0ABV3BNX7	-	NA
A0ABV3CCT3	-	NA
A0ABV3CDF4	-	NA
A0ABV3CWQ2	-	NA
A0ABV3EAM2	-	NA
A0ABV3ERB3	-	NA
A0ABV3HVN4	-	NA
A0ABV3HZQ8	-	NA
A0ABV3ITV2	-	NA
A0ABV3KMI1	-	NA
A0ABV3KMI6	-	NA
A0ABV3R4B9	-	24.46
A0ABV4FBZ2	C	2.99
A0ABV4P1X4	C	2.92
A0ABV4SGQ2	-	NA
A0ABV4X3A9	-	NA
A0ABV4YIH6	-	59.85
A0ABV5DAD4	-	NA
A0ABV5E7N4	-	NA
A0ABV5FP10	C	3.46
A0ABV5GJW6	C	3.31
A0ABV5GMN6	C	3.28
A0ABV5LKL5	-	NA
A0ABV5N7B6	-	NA
A0ABV5P5Y7	-	NA
A0ABV5P621	-	NA
A0ABV5QIU7	-	15.70
A0ABV5QRL7	-	6.40
A0ABV5V937	-	NA
A0ABV5V9A7	-	NA
A0ABV6FDS2	C	3.25
A0ABV6HFH7	-	37.00
A0ABV6JDE8	-	15.30
A0ABV6PMV7	-	37.49
A0ABV6S054	C	3.43
A0ABV6TBX8	-	NA
A0ABV6TPR0	-	15.89
A0ABV6TVW7	-	NA
A0ABV7CF08	C	3.32
A0ABV7MFU4	C	3.30
A0ABV7PR14	C	2.74
A0ABV7XM35	C*	3.74
A0ABV7XVS6	C	3.26
A0ABV8HQ22	-	NA
A0ABV8IX89	-	16.13
A0ABV8JG77	-	15.64
A0ABV8MYX6	-	NA
A0ABV8PKK5	-	30.13
A0ABV8TLQ6	-	NA
A0ABV8U584	-	22.16
A0ABV8Z4B3	-	NA
A0ABV8ZU72	C	3.38
A0ABV9B3C0	-	NA
A0ABV9BEJ2	C	3.33
A0ABV9BPW4	-	16.21
A0ABV9FV84	-	NA
A0ABV9GFJ0	-	NA
A0ABV9I266	-	NA
A0ABV9INN4	-	NA
A0ABV9RPJ6	C	3.19
A0ABV9UQJ6	-	NA
A0ABV9UWV2	-	NA
A0ABV9VCW5	-	NA
A0ABV9VFU7	-	15.73
A0ABV9X0N3	-	NA
A0ABV9XEM1	-	NA
A0ABV9XLJ5	-	NA
A0ABV9ZR41	C	3.17
A0ABV9ZTD2	-	NA
A0ABW0A390	-	15.89
A0ABW0AB96	-	NA
A0ABW0AKD9	-	NA
A0ABW0B4E1	-	NA
A0ABW0B9T0	C	2.83
A0ABW0BAQ2	C	3.11
A0ABW0CMW0	-	NA
A0ABW0CRR1	-	NA
A0ABW0D1S1	-	NA
A0ABW0D8U8	-	NA
A0ABW0E415	-	NA
A0ABW0IM43	-	15.66
A0ABW0JGR8	C	2.78
A0ABW0L1A9	C	2.95
A0ABW0LBE2	C	2.87
A0ABW0M9K7	C*	3.54
A0ABW0MWK1	C	3.02
A0ABW0PC22	C	2.92
A0ABW0RY49	C	2.82
A0ABW0UH65	-	NA
A0ABW0UHK4	-	NA
A0ABW0VAP0	-	16.08
A0ABW0WBT0	-	NA
A0ABW0WG56	-	NA
A0ABW0X066	C*	9.26
A0ABW0XKE2	-	NA
A0ABW1B618	-	NA
A0ABW1B891	-	NA
A0ABW1E8A6	-	NA
A0ABW1ETR9	C	3.12
A0ABW1EU24	-	10.43
A0ABW1EV91	-	NA
A0ABW1EZ25	C*	3.52
A0ABW1LT54	-	NA
A0ABW1QMG1	C	3.39
A0ABW1X6F3	C	3.22
A0ABW1XVT8	-	NA
A0ABW2ECH6	-	NA
A0ABW2G3Z4	-	11.45
A0ABW2GR53	-	15.56
A0ABW2GZ81	-	15.59
A0ABW2MN18	-	NA
A0ABW2RL31	-	9.71
A0ABW2RRB3	-	NA
A0ABW2VWA6	-	NA
A0ABW2W6I5	-	NA
A0ABW2YDF5	C	3.25
A0ABW2YH98	C	3.19
A0ABW3CSF2	-	15.67
A0ABW3H6J2	C	3.12
A0ABW3XLA5	-	NA
A0ABW3XTI5	-	NA
A0ABW4AK03	-	16.13
A0ABW4AR86	-	15.72
A0ABW4WPH7	C*	3.65
A0ABW4X7S5	-	15.66
A0ABW4XFF4	-	25.76
A0ABW4XUU2	-	30.62
A0ABW5LHB0	C	3.14
A0ABW5MSE8	-	24.20
A0ABW6DN27	-	NA
A0ABW6E324	-	NA
A0ABW6EP40	-	NA
A0ABW6FBE3	-	13.70
A0ABW6FWS1	-	NA
A0ABW6GY39	-	NA
A0ABW6HBK0	-	NA
A0ABW6IN48	-	NA
A0ABW6IZJ2	-	NA
A0ABW6L767	-	NA
A0ABW6LM74	-	NA
A0ABW6M374	-	9.67
A0ABW6MMK0	-	NA
A0ABW6MSQ6	-	NA
A0ABW6N5U5	-	NA
A0ABW6QHW0	-	NA
A0ABW6RJT0	-	NA
A0ABW6RN89	-	NA
A0ABW6TXN7	-	NA
A0ABW6X6W7	-	NA
A0ABW6XLE7	-	NA
A0ABW6XU73	-	NA
A0ABW6YFI9	-	NA
A0ABW6YNF0	-	NA
A0ABW6Z4J8	-	NA
A0ABW7AQ69	-	15.97
A0ABW7AZ82	-	NA
A0ABW7B5K6	-	NA
A0ABW7C1H8	-	NA
A0ABW7GSB8	C	3.38
A0ABW7PFR1	-	NA
A0ABW7PHD1	-	NA
A0ABW7PI59	-	NA
A0ABW7QBQ2	-	15.57
A0ABW7QSB3	-	NA
A0ABW7T5P6	-	16.21
A0ABW7U0L9	-	NA
A0ABW7U1L9	-	NA
A0ABW7V1F8	-	NA
A0ABW7Y6Z8	-	NA
A0ABW7YV31	-	15.71
A0ABW7Z597	-	14.76
A0ABW8BH91	-	NA
A0ABW8CCG1	-	NA
A0ABW8CLD5	-	14.91
A0ABW8CRJ3	-	NA
A0ABW8CT20	-	NA
A0ABW8E1M4	-	11.88
A0ABW8EQ82	-	NA
A0ABW8EU47	-	NA
A0ABW8F838	-	NA
A0ABW8FKG1	-	NA
A0ABW8HC31	-	NA
A0ABW8JVC8	C	2.81
A0ABW8R094	C	3.20
A0ABW8R418	-	11.93
A0ABW8WV86	-	NA
A0ABW8XK08	-	NA
A0ABW9CBJ6	-	25.51
A0ABW9HSP7	-	NA
A0ABW9IGG1	-	NA
A0ABW9IIE3	-	NA
A0ABW9IRU2	-	28.43
A0ABW9K7J9	C	3.35
A0ABW9L5L8	C	3.30
A0ABW9LTJ4	C	3.21
A0ABW9NQ24	-	NA
A0ABW9P1B4	-	NA
A0ABW9S031	-	NA
A0ABX0IR11	C	3.31
A0ABX0KZJ7	C	3.37
A0ABX0XZL8	-	16.14
A0ABX0YW95	-	NA
A0ABX0ZMI5	-	NA
A0ABX1AHC8	-	NA
A0ABX1H0I2	-	15.94
A0ABX1H2X6	-	NA
A0ABX1INI2	-	NA
A0ABX1J3I2	C	3.48
A0ABX1MAQ9	C*	3.54
A0ABX1MB29	-	14.64
A0ABX1MER1	-	60.32
A0ABX1P9S6	-	NA
A0ABX2C6M7	-	39.42
A0ABX2KFR8	C	3.17
A0ABX2QSF3	C	3.21
A0ABX2VUI5	C	3.03
A0ABX2VV73	-	15.54
A0ABX3CA99	C	2.82
A0ABX3CAH5	C	3.12
A0ABX3G3F2	C	3.25
A0ABX3G7S6	-	NA
A0ABX3GA27	-	NA
A0ABX3GCF7	C	3.26
A0ABX3YAE9	-	NA
A0ABX4IYB8	C	3.28
A0ABX4IYW7	C*	3.71
A0ABX4JH41	C*	3.67
A0ABX4JPI1	C	3.41
A0ABX4XXQ6	C*	3.59
A0ABX4XZV5	C	3.42
A0ABX4Y6U4	C	3.23
A0ABX5EPM7	-	9.72
A0ABX5LUF6	C*	3.68
A0ABX5RWM9	-	NA
A0ABX5UDS5	-	NA
A0ABX6ADG2	-	NA
A0ABX6AXE7	-	NA
A0ABX6ECD1	-	15.45
A0ABX7K4S3	C	3.21
A0ABX7RHL0	-	16.04
A0ABX7TLH9	-	NA
A0ABX7TPR5	-	NA
A0ABX7ZE98	-	15.61
A0ABX7ZHY0	C	3.22
A0ABX7ZSL6	-	15.68
A0ABX7ZWA0	C*	3.56
A0ABX8FWZ4	-	NA
A0ABX8G310	-	NA
A0ABX8L774	C	3.31
A0ABX8PRY4	-	16.05
A0ABX8WXF2	C	3.32
A0ABX8XVK4	-	NA
A0ABX8Y2V5	-	NA
A0ABX8YP01	-	15.97
A0ABX9DHD3	C	3.09
A0ABX9EDT1	-	11.27
A0ABX9YVY4	C*	3.72
A0ABY0FWW0	C*	3.77
A0ABY0G5N1	-	NA
A0ABY0GHJ6	C*	3.89
A0ABY0GL25	-	23.74
A0ABY0GQF2	-	21.86
A0ABY0H1D0	-	13.61
A0ABY0H2A5	C	3.16
A0ABY0HIH6	-	14.48
A0ABY0HIJ2	C	3.25
A0ABY0HL93	-	22.84
A0ABY0HLJ3	-	23.54
A0ABY0HNE6	-	14.69
A0ABY0S6T0	-	16.06
A0ABY0T4X6	C	3.17
A0ABY0TGF5	C	3.08
A0ABY0THM8	-	15.40
A0ABY0TIF9	-	24.62
A0ABY0TKI0	-	15.97
A0ABY0V1C3	-	15.86
A0ABY1J517	C	3.25
A0ABY1QBF1	C	3.19
A0ABY1QNJ2	C	3.14
A0ABY2GV86	C*	3.53
A0ABY2GWW1	C	2.88
A0ABY2H0D1	-	NA
A0ABY2PAC6	-	NA
A0ABY2RLZ4	-	NA
A0ABY2RQH2	-	36.26
A0ABY3FLU5	C	3.26
A0ABY3PW42	-	16.13
A0ABY3QAS2	C*	3.63
A0ABY3QPR7	C	3.30
A0ABY3WMB9	-	NA
A0ABY3XII3	C	3.21
A0ABY3YKR9	-	32.46
A0ABY3YVG1	-	12.85
A0ABY4B7H4	C	3.21
A0ABY4F9K0	C*	3.98
A0ABY4HLQ2	C	3.50
A0ABY4PT13	-	NA
A0ABY4UMW8	-	NA
A0ABY4Z7I9	-	NA
A0ABY4ZHF5	-	NA
A0ABY5F7W9	-	NA
A0ABY5LRC9	C	3.17
A0ABY5N7U3	-	NA
A0ABY5Q3K8	C	3.40
A0ABY5Q6F3	-	NA
A0ABY5Q745	-	NA
A0ABY5TYR6	-	9.59
A0ABY6BE40	C*	3.98
A0ABY6BGM4	C*	3.57
A0ABY6BTH7	-	NA
A0ABY6E1S1	-	NA
A0ABY6EH38	-	NA
A0ABY6END5	-	NA
A0ABY6IG30	-	NA
A0ABY6MLT4	C	3.40
A0ABY6QGY6	-	14.91
A0ABY6QV15	-	NA
A0ABY6QWY3	-	NA
A0ABY6RUN5	C	3.11
A0ABY6RVL6	C	3.24
A0ABY6RXQ5	-	23.09
A0ABY6RZE0	C	2.90
A0ABY6RZW8	-	22.02
A0ABY6S516	-	23.91
A0ABY6S7M8	-	15.78
A0ABY6SA48	C	3.17
A0ABY6SEB9	-	22.02
A0ABY6SER4	-	22.22
A0ABY6SGK7	-	20.28
A0ABY6SHP1	-	22.75
A0ABY6SIT4	C	3.23
A0ABY6SK47	-	15.41
A0ABY6TRN0	C	2.91
A0ABY6TVG3	-	15.24
A0ABY6U5M9	-	15.57
A0ABY6U842	-	21.54
A0ABY6U8G9	-	22.82
A0ABY6U8X8	-	22.78
A0ABY6UBE0	-	15.52
A0ABY6UDR3	-	22.55
A0ABY6UE63	-	11.93
A0ABY6UFL4	-	23.14
A0ABY6UJV8	C	3.38
A0ABY6UN80	-	11.35
A0ABY6UNY4	C	3.37
A0ABY6UPY2	-	22.16
A0ABY6UQ04	-	21.98
A0ABY6UR69	-	15.30
A0ABY6UWR4	-	22.86
A0ABY6UY83	C	3.22
A0ABY6V3C0	-	22.68
A0ABY7D6Q9	-	21.53
A0ABY7DU75	-	21.23
A0ABY7E0K8	-	8.47
A0ABY7E8M5	-	7.75
A0ABY7EQR1	-	11.82
A0ABY7ESX1	-	24.88
A0ABY7ET59	-	24.93
A0ABY7EU49	-	NA
A0ABY7EU89	-	16.04
A0ABY7EUY5	-	25.12
A0ABY7EVT5	-	13.91
A0ABY7EVT9	-	25.27
A0ABY7EW52	-	19.68
A0ABY7EW96	-	12.04
A0ABY7EX19	-	25.20
A0ABY7GC10	-	15.26
A0ABY7GU97	C	3.36
A0ABY7GXC8	C	3.07
A0ABY7JB21	-	15.98
A0ABY7K753	-	NA
A0ABY7K8H2	-	10.31
A0ABY7KG23	-	15.56
A0ABY7PC44	-	NA
A0ABY7PD91	-	NA
A0ABY7PY94	-	NA
A0ABY7XUN4	C	3.27
A0ABY8TFK6	C	3.19
A0ABY8TFP0	C	3.16
A0ABY8U111	C	3.05
A0ABY8U3M5	-	7.67
A0ABY8UC38	C*	4.04
A0ABY8UIN7	C*	3.94
A0ABY8UIY3	C	3.35
A0ABY8UNR8	-	9.47
A0ABY8UPE5	C*	3.57
A0ABY8WMF1	-	15.89
A0ABY9BLX9	C	3.28
A0ABY9CMC3	C	2.88
A0ABY9CMT7	C	2.82
A0ABY9EQN0	-	16.07
A0ABY9EUP9	C*	11.20
A0ABY9GZ39	-	15.93
A0ABY9ITB8	-	15.37
A0ABY9JN39	-	NA
A0ABY9RYS4	-	NA
A0ABY9SUW3	C	3.18
A0ABY9UKP5	-	NA
A0ABY9UM83	-	NA
A0ABY9VQP6	-	NA
A0ABY9VXR1	-	14.95
A0ABY9W9X1	-	NA
A0ABY9WX93	-	14.76
A0ABZ0HU16	C	3.38
A0ABZ0KFY1	-	NA
A0ABZ0KMA8	-	10.94
A0ABZ0LUF1	-	NA
A0ABZ0NNX6	-	16.02
A0ABZ0THB2	C*	3.62
A0ABZ0TQ63	C*	3.60
A0ABZ0VTX1	C	3.20
A0ABZ1ADG6	C*	3.60
A0ABZ1EPD3	-	NA
A0ABZ1F687	-	NA
A0ABZ1FSV1	-	14.86
A0ABZ1GKN1	-	NA
A0ABZ1HK89	-	NA
A0ABZ1HNZ4	-	NA
A0ABZ1ISA3	-	22.30
A0ABZ1IW01	-	NA
A0ABZ1J7L8	-	NA
A0ABZ1JPK6	-	NA
A0ABZ1JUU8	-	NA
A0ABZ1JW57	-	NA
A0ABZ1KK91	-	NA
A0ABZ1KSB6	-	NA
A0ABZ1L2C7	-	NA
A0ABZ1L7N7	-	NA
A0ABZ1LVF7	-	NA
A0ABZ1MA52	-	NA
A0ABZ1MKE0	-	NA
A0ABZ1NK22	-	NA
A0ABZ1NRZ5	-	NA
A0ABZ1Q4E8	-	NA
A0ABZ1Q4I8	-	NA
A0ABZ1Q6U7	C*	3.52
A0ABZ1QTL9	-	28.43
A0ABZ1QUA9	-	NA
A0ABZ1R3K8	-	NA
A0ABZ1RFT5	-	NA
A0ABZ1RGP4	-	NA
A0ABZ1SYY9	-	NA
A0ABZ1T569	-	NA
A0ABZ1T5C4	-	NA
A0ABZ1TQA4	C*	3.67
A0ABZ1TVV8	-	16.02
A0ABZ1U9Y4	C	3.38
A0ABZ1V5C6	-	NA
A0ABZ1VCP8	-	15.48
A0ABZ1W8D9	-	15.55
A0ABZ1WHI3	-	16.09
A0ABZ1WP19	-	NA
A0ABZ1WVE8	-	15.77
A0ABZ1XE58	-	NA
A0ABZ1XJX8	-	15.95
A0ABZ1XWP7	-	NA
A0ABZ1Z908	-	13.68
A0ABZ1ZIG4	-	NA
A0ABZ1ZKP5	-	15.68
A0ABZ1ZVH3	-	NA
A0ABZ2WJK3	C*	3.68
A0ABZ2WML6	C	2.83
A0ABZ2WW44	C	3.44
A0ABZ2X2C8	-	23.02
A0ABZ2X2P5	-	21.03
A0ABZ2X5L0	-	22.94
A0ABZ2X6I5	-	22.43
A0ABZ2XAZ6	C	3.42
A0ABZ2XC59	-	22.90
A0ABZ3BU46	C	3.28
A0AC11AXG3	-	13.27
A0AC11BLN5	-	12.83
A0AC11BZG5	-	13.23
A0AC34F0Y3	-	13.13
A0AC34F8Y4	-	17.89
A0AC34F9M8	-	11.58
A0AC34FE54	-	13.94
A0AC34QHI6	-	14.29
A0AC34QTV2	-	12.15
A0AC34RFD2	-	14.15
A0AC35FUG1	-	14.00
A0AC35FYI9	-	13.01
A0AC35TI99	-	13.44
A0AC35TPE1	-	18.44
A0AC35U6I3	-	11.17
A0AC41YFA1	C	2.66
A0AC58G2C5	-	12.64
A0AC58G2D5	-	12.64
A0AC58KST4	-	12.80
A0AC58LY40	-	13.03
A0AC58TFN9	C	2.84
A0AC58TLK9	C	2.94
A0AC58U5S7	C	2.86
A0AC59YLH1	-	12.82
A0AC59Z960	-	13.20
A0AC60A772	-	13.24
A0ACA9JUR1	C	3.11
A0ACA9JZ12	C	3.43
A0ACA9K0F7	C	3.18
A0ACA9K9U4	C	2.87
A0ACA9KKF6	C	3.28
A0ACA9LR35	C	3.29
A0ACA9LXK0	C	3.09
A0ACA9M6F6	C	2.88
A0ACA9MFV3	C	3.08
A0ACA9Q0F8	C*	3.73
A0ACA9Q961	C	3.25
A0ACA9RE12	C	3.43
A0ACA9RPM3	C	3.10
A0ACA9TFL9	C	2.87
A0ACA9TPP0	-	22.58
A0ACA9TSJ0	C	3.21
A0ACA9TXN9	-	22.75
A0ACA9TYA0	-	22.87
A0ACA9TZH0	-	21.27
A0ACA9TZR5	-	15.16
A0ACA9U3U3	-	10.31
A0ACA9U4D2	C	3.21
A0ACA9U4J8	-	22.29
A0ACA9UJ52	-	15.32
A0ACA9UKW1	-	22.75
A0ACA9UMC9	-	23.08
A0ACB0EDL1	-	12.82
A0ACB0EXT7	-	13.20
A0ACB0FHL5	-	13.24
A0ACB0J7N9	C	3.18
A0ACB0JXW5	C	2.89
A0ACB0KQP9	C	2.83
A0ACB0KWA4	C	2.84
A0ACB0L2E5	C	3.35
A0ACB0L2E8	C	3.32
A0ACB0L4G0	C	3.32
A0ACB0L519	C	3.21
A0ACB0XMH8	-	11.15
A0ACB0XN11	-	11.87
A0ACB0Y497	-	18.43
A0ACB0Y7T5	-	18.34
A0ACB0YEA9	-	15.84
A0ACB0YFD1	-	18.40
A0ACB0YTT5	-	14.04
A0ACB0YTV3	-	6.95
A0ACB0YU33	-	9.75
A0ACB0YV90	-	13.31
A0ACB1AKM0	-	12.71
A0ACB1AMP4	-	6.99
A0ACB1AP86	-	9.75
A0ACB1AS38	-	15.38
A0ACB1AT13	-	15.57
A0ACB1AYG2	-	13.38
A0ACB1AYG8	-	10.23
A0ACB1AZH1	-	9.19
A0ACB1B2A1	-	13.73
A0ACB1B806	-	11.87
A0ACB5RUH5	C	2.84
A0ACB5RUU5	-	22.08
A0ACB5RUX0	-	NA
A0ACB5RW17	-	22.06
A0ACB5RXD1	-	22.62
A0ACB5S1P3	-	23.08
A0ACB5S4G2	-	15.24
A0ACB5SAS9	C	2.91
A0ACB5SCA7	-	15.87
A0ACB5SHS6	-	16.65
A0ACB5SLM9	C	3.48
A0ACB5SPB0	-	15.60
A0ACB5SPE2	-	15.96
A0ACB5SPV6	-	22.80
A0ACB6F4L5	-	23.43
A0ACB6F5N8	C	2.91
A0ACB6F641	-	9.98
A0ACB6F907	-	22.12
A0ACB6FB67	-	21.13
A0ACB6FGH9	-	23.12
A0ACB6FGU9	-	22.81
A0ACB6FMU4	C*	3.83
A0ACB6FN41	-	15.88
A0ACB6FQR3	-	22.30
A0ACB6FRC5	C	2.86
A0ACB6FTH8	-	19.91
A0ACB6FTN5	-	22.74
A0ACB6FYG9	-	22.44
A0ACB6FYR3	-	22.28
A0ACB6FZK2	-	20.81
A0ACB6G0J7	-	23.17
A0ACB6G0P3	-	14.96
A0ACB6G3R1	-	22.64
A0ACB6G405	-	15.73
A0ACB6QAH6	C	2.76
A0ACB6QDU3	C*	3.75
A0ACB6QFG3	-	NA
A0ACB6QHH6	C	2.66
A0ACB6QIU6	C*	3.89
A0ACB6QK91	C*	3.78
A0ACB6QQH8	-	18.64
A0ACB6QXY9	C	3.18
A0ACB6QZ82	-	23.05
A0ACB6R138	-	22.74
A0ACB6R1D7	-	15.42
A0ACB6RAK9	-	18.20
A0ACB6RB87	-	NA
A0ACB6RDZ1	-	22.73
A0ACB6RG49	C*	4.05
A0ACB6RHV1	-	20.18
A0ACB6RIZ1	-	14.96
A0ACB6RLP9	C*	3.54
A0ACB6RLT2	-	19.04
A0ACB6RNM5	C*	3.64
A0ACB6RSZ3	-	15.11
A0ACB6RVN5	C	3.08
A0ACB6RWX2	-	23.03
A0ACB6S127	-	14.99
A0ACB6S435	C	2.88
A0ACB6S5V8	-	14.76
A0ACB6SAT1	-	15.84
A0ACB6Z417	-	14.87
A0ACB6Z4V4	-	15.00
A0ACB6Z8Q8	-	15.32
A0ACB6Z8T5	-	14.81
A0ACB6ZCG4	-	15.38
A0ACB6ZD36	-	14.84
A0ACB6ZF33	-	15.01
A0ACB6ZI71	-	14.93
A0ACB6ZPA1	-	14.73
A0ACB7EJ04	-	13.12
A0ACB7EW16	-	12.79
A0ACB7IK85	-	22.13
A0ACB7ITD8	-	13.19
A0ACB7NW31	-	15.29
A0ACB7NYC4	-	23.05
A0ACB7NYD3	-	22.81
A0ACB7P093	-	15.20
A0ACB7P0J0	C	2.86
A0ACB7P235	-	22.44
A0ACB7P4Q1	-	21.17
A0ACB7P4S6	-	23.11
A0ACB7P4Z6	-	18.98
A0ACB7P620	-	10.51
A0ACB7PAM3	-	23.95
A0ACB7PCI4	C	3.17
A0ACB7PEA4	-	22.16
A0ACB7PFM9	C	2.92
A0ACB7PGA3	-	15.34
A0ACB7PK71	-	23.27
A0ACB7PM42	-	22.64
A0ACB7PME6	-	22.81
A0ACB7PQN8	C	2.87
A0ACB7PRL0	-	22.23
A0ACB7PSA7	C	3.00
A0ACB7TUN8	C	2.85
A0ACB7TVJ3	C	2.89
A0ACB7TVM3	C	2.93
A0ACB7TZS8	C	2.83
A0ACB7TZV6	C	2.51
A0ACB7UNM0	C	2.71
A0ACB7VR67	C	3.18
A0ACB7VR93	C	3.43
A0ACB7VRA3	C	3.27
A0ACB7VRS0	C	2.96
A0ACB7VRZ0	C	2.76
A0ACB7VS42	C	2.86
A0ACB7X7I8	C	2.74
A0ACB7XEH0	C	2.85
A0ACB7YUF3	C	2.85
A0ACB8BYL3	C	3.37
A0ACB8FJ36	-	13.04
A0ACB8GMA1	C	3.23
A0ACB8GNM2	-	21.66
A0ACB8GPR9	-	21.92
A0ACB8GTC1	-	22.02
A0ACB8GU20	-	22.12
A0ACB8H9N0	C	3.48
A0ACB8H9T8	-	21.80
A0ACB8H9U9	C	2.94
A0ACB8HA24	C	3.23
A0ACB8HA52	C	2.80
A0ACB8HAF0	-	22.02
A0ACB8HCS0	-	NA
A0ACB8NFF0	C	2.91
A0ACB8QEM8	-	14.74
A0ACB8QLS4	-	NA
A0ACB8RHH7	C	3.13
A0ACB8S060	-	15.21
A0ACB8SK53	-	15.29
A0ACB8SU39	-	15.10
A0ACB8SW39	-	14.58
A0ACB8T765	C*	3.60
A0ACB8TB58	C*	3.84
A0ACB8TSI7	C	2.80
A0ACB8UZU6	-	22.49
A0ACB8V0J7	C	3.32
A0ACB8V2K0	-	22.85
A0ACB8VDY9	-	13.06
A0ACB8VFE3	-	12.92
A0ACB8VL59	-	13.16
A0ACB8X1W8	-	13.43
A0ACB8X6W5	-	12.77
A0ACB8XUZ5	C	2.86
A0ACB8XVY1	C	2.85
A0ACB8ZDC5	C	3.08
A0ACB8ZND1	C	2.98
A0ACB8ZYK7	C	2.88
A0ACB8ZZ10	C	3.01
A0ACB8ZZ26	C	3.02
A0ACB8ZZW4	C	2.87
A0ACB9ADX3	C	2.90
A0ACB9AE47	C	3.24
A0ACB9AF37	C	2.92
A0ACB9B610	C	2.94
A0ACB9B924	C	2.72
A0ACB9DFT0	C	2.82
A0ACB9E3S7	C	3.10
A0ACB9E4E7	C	3.02
A0ACB9E4J5	C	2.88
A0ACB9EAT5	C	2.87
A0ACB9F2E9	C	3.03
A0ACB9F2Z1	C	2.83
A0ACB9FEQ2	C	2.92
A0ACB9FEX1	C	2.85
A0ACB9FEX4	C	3.31
A0ACB9FFD9	C	3.07
A0ACB9FVK7	C	2.97
A0ACB9GF36	C	3.40
A0ACB9GS48	C	2.74
A0ACB9GSE1	C	3.32
A0ACB9GSP5	C	2.90
A0ACB9GTQ5	C	3.07
A0ACB9I797	C	2.99
A0ACB9IA76	C	2.86
A0ACB9IPA5	C	2.73
A0ACB9IQ81	C	2.88
A0ACB9IQL7	C	3.39
A0ACB9KHH2	C	2.99
A0ACB9KHK2	C	2.85
A0ACB9KHK9	C	2.87
A0ACB9KHL1	C	3.29
A0ACB9KHN3	C	2.81
A0ACB9KPZ2	C	3.02
A0ACB9KQ01	C	2.90
A0ACB9KQH6	C*	4.12
A0ACB9KQN4	C*	3.93
A0ACB9P225	C	2.96
A0ACB9R5F0	C	2.72
A0ACB9R753	C	2.67
A0ACB9U9R6	-	13.23
A0ACB9W011	-	13.19
A0ACB9W7D3	-	12.62
A0ACB9WLP5	-	13.30
A0ACB9WNG6	-	13.06
A0ACB9YLA3	-	22.37
A0ACB9YLY3	-	22.44
A0ACB9YLZ4	-	22.97
A0ACB9YV20	C*	6.26
A0ACB9YZX1	-	22.85
A0ACB9Z153	-	15.71
A0ACB9Z4F5	-	14.13
A0ACB9ZAH5	C	3.30
A0ACB9ZET7	-	15.02
A0ACB9ZF75	-	18.97
A0ACC0AC67	C	2.75
A0ACC0CIU2	-	15.21
A0ACC0CLK3	-	22.63
A0ACC0CM42	-	23.03
A0ACC0CP42	-	23.05
A0ACC0D1W7	-	18.91
A0ACC0D7T5	C	3.45
A0ACC0D8I2	-	14.21
A0ACC0DAY4	-	22.65
A0ACC0DDX5	-	18.95
A0ACC0DGB4	-	15.76
A0ACC0DM41	C	3.02
A0ACC0DTL1	-	7.00
A0ACC0DTX9	-	10.73
A0ACC0GFR3	C	2.79
A0ACC0GG18	C	2.81
A0ACC0GM13	C	3.02
A0ACC0LAU0	C	2.69
A0ACC0PR38	C	2.87
A0ACC0QB30	-	15.91
A0ACC0QEY9	C	3.16
A0ACC0QG35	-	22.75
A0ACC0QHU8	-	22.88
A0ACC0QMC4	C	3.47
A0ACC0QWU4	C	3.46
A0ACC0R369	C	3.07
A0ACC0RA38	C	3.17
A0ACC0RIA1	C	3.46
A0ACC0S972	C*	9.97
A0ACC0T4S4	C	2.93
A0ACC0T5F3	C	2.93
A0ACC0T5J0	C	2.93
A0ACC0TNQ4	C	3.34
A0ACC0TNS4	C	2.86
A0ACC0TNT1	C	2.90
A0ACC0TNW6	C	2.89
A0ACC0TP89	C	2.90
A0ACC0TPJ8	C	2.89
A0ACC0TPP5	C	2.88
A0ACC0TPQ2	C	2.71
A0ACC0UB63	C	2.94
A0ACC0UBD5	C*	3.76
A0ACC0UCN6	C	3.19
A0ACC0V4A4	C	3.16
A0ACC0W1T7	-	12.04
A0ACC0W512	-	NA
A0ACC0WCW2	-	12.32
A0ACC0WDW4	-	12.62
A0ACC0XL08	C	2.86
A0ACC0XMJ2	-	NA
A0ACC1A5Y2	-	NA
A0ACC1HEN0	-	21.36
A0ACC1HGN9	-	21.99
A0ACC1HJ19	-	19.09
A0ACC1HJM1	-	13.02
A0ACC1HJT6	-	20.71
A0ACC1HNE3	-	14.19
A0ACC1HST6	-	22.62
A0ACC1HXC0	-	22.37
A0ACC1IV89	-	22.15
A0ACC1IVC9	-	9.73
A0ACC1IVF6	-	22.97
